model_id	alphabet_model	rate_model	rsa_scale	controls	term	coefficient	marker_cluster_standard_error	t_statistic	p_value_conditional_cluster_t	ci95_lower	ci95_upper	bh_q_across_all_72_focal_tests
3di_af_empirical__freerate__tien2013__coverage_confidence	3di_af_empirical	freerate	tien2013	coverage_confidence	aa_log1p_rate	0.171806162672257	0.016079963556123192	10.684487068183302	1.9863888240697857e-16	0.13974362598432583	0.2038686993601882	4.767333177767486e-15
3di_af_empirical__freerate__tien2013__coverage_confidence	3di_af_empirical	freerate	tien2013	coverage_confidence	rsa_centered	-0.18458541042604634	0.04169270669858734	-4.427282972067165	3.3827495361807366e-05	-0.2677183064352274	-0.10145251441686526	8.398550572586656e-05
3di_af_empirical__freerate__tien2013__coverage_confidence	3di_af_empirical	freerate	tien2013	coverage_confidence	aa_by_rsa	0.05347589555813526	0.054633860139165276	0.9788050015488489	0.33099979713036376	-0.0554609275261588	0.16241271864242932	0.38438686118364823
3di_af_empirical__freerate__tien2013__composition_adjusted	3di_af_empirical	freerate	tien2013	composition_adjusted	aa_log1p_rate	0.05757365859588625	0.02479843561560131	2.321664942431499	0.02312499198521253	0.008126982367211273	0.10702033482456122	0.035425519636921324
3di_af_empirical__freerate__tien2013__composition_adjusted	3di_af_empirical	freerate	tien2013	composition_adjusted	rsa_centered	-0.2154823500848743	0.04070257357914987	-5.2940718764588475	1.2743339365345433e-06	-0.29664097672726875	-0.13432372344247984	5.097335746138173e-06
3di_af_empirical__freerate__tien2013__composition_adjusted	3di_af_empirical	freerate	tien2013	composition_adjusted	aa_by_rsa	0.07059882910233872	0.05411587319556147	1.3045863428501263	0.19624671066687444	-0.03730515735112591	0.17850281555580336	0.26409422048287184
3di_af_empirical__freerate__miller1987__coverage_confidence	3di_af_empirical	freerate	miller1987	coverage_confidence	aa_log1p_rate	0.1680630002584342	0.01672271522799223	10.049982790899458	2.782999224431304e-15	0.13471885313720805	0.20140714737966037	2.2263993795450432e-14
3di_af_empirical__freerate__miller1987__coverage_confidence	3di_af_empirical	freerate	miller1987	coverage_confidence	rsa_centered	-0.1563338125643238	0.0361620610673364	-4.323144421254607	4.9250240770397595e-05	-0.2284389143971677	-0.08422871073147989	0.00011438765598285892
3di_af_empirical__freerate__miller1987__coverage_confidence	3di_af_empirical	freerate	miller1987	coverage_confidence	aa_by_rsa	0.05344222104015782	0.04689391354339246	1.1396408830477756	0.25826615266350234	-0.040061586862015705	0.14694602894233133	0.32060625847883045
3di_af_empirical__freerate__miller1987__composition_adjusted	3di_af_empirical	freerate	miller1987	composition_adjusted	aa_log1p_rate	0.05374616632781796	0.025376982870019812	2.1179100211835387	0.03768496997357083	0.003145899638209916	0.104346433017426	0.056527454960356244
3di_af_empirical__freerate__miller1987__composition_adjusted	3di_af_empirical	freerate	miller1987	composition_adjusted	rsa_centered	-0.1856780081213637	0.034765149700648694	-5.340923589289163	1.0602146916455785e-06	-0.2549977477991325	-0.11635826844359493	4.490321046969509e-06
3di_af_empirical__freerate__miller1987__composition_adjusted	3di_af_empirical	freerate	miller1987	composition_adjusted	aa_by_rsa	0.06636609286415168	0.046284007937492586	1.4338882007318883	0.15599372037939707	-0.02592159780012593	0.1586537835284293	0.2202264287709135
3di_llm__gamma__tien2013__coverage_confidence	3di_llm	gamma	tien2013	coverage_confidence	aa_log1p_rate	0.16425349003679637	0.01562311121607233	10.513494256369373	4.031534140737216e-16	0.13310189104239434	0.1954050890311984	7.103132286501287e-15
3di_llm__gamma__tien2013__coverage_confidence	3di_llm	gamma	tien2013	coverage_confidence	rsa_centered	-0.1726503331621552	0.04127280417299103	-4.183150057808231	8.102772309483466e-05	-0.2549459673152819	-0.0903546990090285	0.00017678775947963925
3di_llm__gamma__tien2013__coverage_confidence	3di_llm	gamma	tien2013	coverage_confidence	aa_by_rsa	0.05202044439662889	0.054209928160200475	0.9596110189059603	0.34050757249632213	-0.05607108232979064	0.16011197112304842	0.3870220767964238
3di_llm__gamma__tien2013__composition_adjusted	3di_llm	gamma	tien2013	composition_adjusted	aa_log1p_rate	0.06573946377523014	0.025258455113471228	2.602671599664421	0.011253178387977278	0.01537553471969777	0.11610339283076251	0.018842531254287535
3di_llm__gamma__tien2013__composition_adjusted	3di_llm	gamma	tien2013	composition_adjusted	rsa_centered	-0.2040953236768298	0.03957108252802408	-5.157688661468645	2.169269568969898e-06	-0.2829978212420553	-0.12519282611160432	7.43749566503965e-06
3di_llm__gamma__tien2013__composition_adjusted	3di_llm	gamma	tien2013	composition_adjusted	aa_by_rsa	0.06537577104282917	0.052482849029471076	1.2456597203044033	0.21698441025714912	-0.039272057705127886	0.17002359979078624	0.28405231888208615
3di_llm__gamma__miller1987__coverage_confidence	3di_llm	gamma	miller1987	coverage_confidence	aa_log1p_rate	0.1610395506645835	0.01634703266250325	9.851301700398219	6.405125965531471e-15	0.12844449330322932	0.19363460802593768	4.611690695182659e-14
3di_llm__gamma__miller1987__coverage_confidence	3di_llm	gamma	miller1987	coverage_confidence	rsa_centered	-0.1442409828515933	0.0358300281168871	-4.02570107902346	0.00014040774761297082	-0.2156840297849826	-0.07279793591820402	0.00028883879508953997
3di_llm__gamma__miller1987__coverage_confidence	3di_llm	gamma	miller1987	coverage_confidence	aa_by_rsa	0.04849701168931907	0.046695855573971656	1.038572076541015	0.30252784769740965	-0.044611879838278884	0.14160590321691702	0.3630334172368916
3di_llm__gamma__miller1987__composition_adjusted	3di_llm	gamma	miller1987	composition_adjusted	aa_log1p_rate	0.06258901064342352	0.02558336188915099	2.446473255337303	0.01690467037043255	0.01157723587735638	0.11360078540949067	0.02645948405806834
3di_llm__gamma__miller1987__composition_adjusted	3di_llm	gamma	miller1987	composition_adjusted	rsa_centered	-0.17364640814877658	0.0339126569235211	-5.120401168813733	2.50650748896632e-06	-0.2412663255074555	-0.10602649079009765	8.203115418435228e-06
3di_llm__gamma__miller1987__composition_adjusted	3di_llm	gamma	miller1987	composition_adjusted	aa_by_rsa	0.05857495888858742	0.045084616209848716	1.2992227463121166	0.1980706653621539	-0.03132121259490579	0.14847113037208065	0.26409422048287184
3di_llm__freerate__tien2013__coverage_confidence	3di_llm	freerate	tien2013	coverage_confidence	aa_log1p_rate	0.1643895748962663	0.016136606914264832	10.18736936269701	1.56668573661796e-15	0.13221409456003608	0.1965650552324965	1.611448186235616e-14
3di_llm__freerate__tien2013__coverage_confidence	3di_llm	freerate	tien2013	coverage_confidence	rsa_centered	-0.17680918358028683	0.04342470316888661	-4.0716267625974	0.00011974210581622507	-0.2633955824645532	-0.09022278469602048	0.00025357151819906484
3di_llm__freerate__tien2013__coverage_confidence	3di_llm	freerate	tien2013	coverage_confidence	aa_by_rsa	0.03898763269205393	0.05386205401103258	0.7238422932045645	0.4715408421883732	-0.06841025268178733	0.1463855180658952	0.4992785387876893
3di_llm__freerate__tien2013__composition_adjusted	3di_llm	freerate	tien2013	composition_adjusted	aa_log1p_rate	0.06484036033452044	0.02445761046968502	2.6511322688244405	0.009885930216068145	0.01607327014514027	0.11360745052390062	0.01779467438892266
3di_llm__freerate__tien2013__composition_adjusted	3di_llm	freerate	tien2013	composition_adjusted	rsa_centered	-0.21303164693162674	0.04258323940587863	-5.002711158283032	3.944029461949095e-06	-0.2979402147263609	-0.12812307913689258	1.1358804850413394e-05
3di_llm__freerate__tien2013__composition_adjusted	3di_llm	freerate	tien2013	composition_adjusted	aa_by_rsa	0.0570783687101104	0.05327032244971992	1.0714853240091566	0.2875800175786277	-0.04913963744150656	0.16329637486172735	0.3509451061976474
3di_llm__freerate__miller1987__coverage_confidence	3di_llm	freerate	miller1987	coverage_confidence	aa_log1p_rate	0.16141360228008098	0.016917152998296072	9.541416472165196	2.364097376159045e-14	0.1276817572562988	0.19514544730386316	1.418458425695427e-13
3di_llm__freerate__miller1987__coverage_confidence	3di_llm	freerate	miller1987	coverage_confidence	rsa_centered	-0.14926383632148452	0.037629801047663156	-3.966638997969242	0.00017206616513514025	-0.22429552855382281	-0.07423214408914622	0.0003441323302702805
3di_llm__freerate__miller1987__coverage_confidence	3di_llm	freerate	miller1987	coverage_confidence	aa_by_rsa	0.03974104482625289	0.04603232927897901	0.8633290004814272	0.3908636555225594	-0.05204481284605329	0.13152690249855908	0.432956664578835
3di_llm__freerate__miller1987__composition_adjusted	3di_llm	freerate	miller1987	composition_adjusted	aa_log1p_rate	0.06172340839697218	0.025120528746923332	2.4570903351121474	0.016452003524239204	0.011634496705269032	0.11181232008867532	0.026323205638782727
3di_llm__freerate__miller1987__composition_adjusted	3di_llm	freerate	miller1987	composition_adjusted	rsa_centered	-0.18308935892576925	0.03643303225631444	-5.02536702511323	3.61565005184616e-06	-0.25573476196375317	-0.11044395588778534	1.084695015553848e-05
3di_llm__freerate__miller1987__composition_adjusted	3di_llm	freerate	miller1987	composition_adjusted	aa_by_rsa	0.05350999045315739	0.04530617581494173	1.1810749746728808	0.2415142154380872	-0.03682795833549354	0.1438479392418083	0.30507058792179437
