model_id	alphabet_model	rate_model	rsa_scale	controls	term	coefficient_baseline	marker_cluster_standard_error_baseline	t_statistic_baseline	p_value_conditional_cluster_t_baseline	ci95_lower_baseline	ci95_upper_baseline	bh_q_across_all_72_focal_tests_baseline	coefficient_sensitivity	marker_cluster_standard_error_sensitivity	t_statistic_sensitivity	p_value_conditional_cluster_t_sensitivity	ci95_lower_sensitivity	ci95_upper_sensitivity	bh_q_across_all_72_focal_tests_sensitivity	coefficient_change	coefficient_sign_changed
3di_llm__freerate__miller1987__composition_adjusted	3di_llm	freerate	miller1987	composition_adjusted	rsa_centered	-0.2412797279510111	0.03295262181562977	-7.322019149218943	1.1556787298086363e-10	-0.3067766319718295	-0.17578282393019268	4.894639326248342e-10	-0.24661834932022159	0.03275471879908278	-7.529246421957606	4.4339210149686295e-11	-0.31172189966639974	-0.18151479897404343	1.8778959592808314e-10	-0.005338621369210483	False
3di_llm__freerate__miller1987__coverage_confidence	3di_llm	freerate	miller1987	coverage_confidence	aa_by_rsa	0.005097344624097062	0.042610025205214716	0.11962782466209941	0.9050537915952778	-0.07959469435250674	0.08978938360070085	0.9725951193262686	0.010749926608771377	0.042139500555519495	0.2551033227033189	0.7992453897737021	-0.0730068936774064	0.09450674689494915	0.9281559365113959	0.005652581984674315	False
3di_llm__freerate__miller1987__coverage_confidence	3di_llm	freerate	miller1987	coverage_confidence	aa_log1p_rate	0.2077654385946301	0.014427704752847093	14.40044983964831	9.484395196302604e-25	0.1790888131435492	0.23644206404571097	8.535955676672344e-24	0.2081959708682924	0.014482080740939105	14.376108971671961	1.052509393765745e-24	0.17941126725296025	0.23698067448362453	9.472584543891706e-24	0.0004305322736622985	False
3di_llm__freerate__miller1987__coverage_confidence	3di_llm	freerate	miller1987	coverage_confidence	rsa_centered	-0.18872830114980385	0.03255783317688617	-5.796709508413724	1.0635952229157842e-07	-0.25344052000277817	-0.12401608229682952	2.393089251560515e-07	-0.19317871910522777	0.032273654128483105	-5.985647560582176	4.6986903111677636e-08	-0.2573261013281421	-0.12903133688231344	1.0572053200127469e-07	-0.004450417955423919	False
3di_llm__freerate__tien2013__composition_adjusted	3di_llm	freerate	tien2013	composition_adjusted	aa_by_rsa	0.012369291976408877	0.05008197321932939	0.24698092310058753	0.8055048655941826	-0.08717405275265225	0.11191263670547	0.9354250052061475	0.020209030888398587	0.049456453651155564	0.4086227255788365	0.683820616259344	-0.07809102596666423	0.11850908774346139	0.8488807650115994	0.00783973891198971	False
3di_llm__freerate__tien2013__composition_adjusted	3di_llm	freerate	tien2013	composition_adjusted	aa_log1p_rate	0.09495169896355227	0.02247997469210033	4.223834780246401	5.8922522501234014e-05	0.05027031509562094	0.1396330828314836	0.00010606054050222122	0.09600101217787851	0.022596692262504922	4.248454201289214	5.380986317963271e-05	0.05108763950040406	0.14091438485535296	9.685775372333887e-05	0.0010493132143262474	False
3di_llm__freerate__tien2013__composition_adjusted	3di_llm	freerate	tien2013	composition_adjusted	rsa_centered	-0.27811280160715995	0.03859906376896864	-7.205169619444142	1.9787987107813835e-10	-0.35483262041594665	-0.20139298279837325	7.915194843125534e-10	-0.2845754018854591	0.03839592270813848	-7.4116047177358215	7.64276186851197e-11	-0.36089145583940896	-0.20825934793150921	3.057104747404788e-10	-0.0064626002782991465	False
3di_llm__freerate__tien2013__coverage_confidence	3di_llm	freerate	tien2013	coverage_confidence	aa_by_rsa	-0.003626832218604161	0.050454806862629285	-0.07188278866033024	0.9428601806282019	-0.10391122418474319	0.09665755974753487	0.9838541015250801	0.0035667634805117802	0.04994558164777222	0.07141299315854244	0.9432329785467979	-0.09570548823138336	0.10283901519240693	0.9842431080488325	0.007193595699115941	True
3di_llm__freerate__tien2013__coverage_confidence	3di_llm	freerate	tien2013	coverage_confidence	aa_log1p_rate	0.2092366008613875	0.013650167145638213	15.328501008740188	1.892684417131185e-26	0.18210541559764196	0.23636778612513307	6.813663901672266e-25	0.2098620083982183	0.013708386546519761	15.309023252739934	2.0524426722448368e-26	0.18261510577113144	0.23710891102530518	7.388793620081413e-25	0.0006254075368307965	False
3di_llm__freerate__tien2013__coverage_confidence	3di_llm	freerate	tien2013	coverage_confidence	rsa_centered	-0.22176641307764025	0.03786300362033574	-5.857073973881256	8.20148400456842e-08	-0.2970232326392565	-0.146509593516024	2.036230511479056e-07	-0.22723489537128017	0.03758747140499414	-6.045495663246134	3.6200012854120294e-08	-0.3019440648198389	-0.15252572592272146	8.958103014141072e-08	-0.005468482293639915	False
3di_llm__gamma__miller1987__composition_adjusted	3di_llm	gamma	miller1987	composition_adjusted	aa_by_rsa	0.0187863696293172	0.04229928561828731	0.4441297141244216	0.6580515602350889	-0.06528804077089212	0.1028607800295265	0.8583296210962916	0.02207647666549887	0.042173502009547816	0.5234679505747684	0.6019794929266205	-0.06174792519229167	0.10590087852328942	0.788045881649394	0.0032901070361816692	False
3di_llm__gamma__miller1987__composition_adjusted	3di_llm	gamma	miller1987	composition_adjusted	aa_log1p_rate	0.08129713962872165	0.02226862582703586	3.650747929403912	0.0004456307236105118	0.03703583451529691	0.1255584447421464	0.0006684460854157677	0.07944198031284758	0.022180909232019538	3.581547513758727	0.0005620031117906283	0.03535502143011008	0.12352893919558508	0.0008430046676859425	-0.001855159315874072	False
3di_llm__gamma__miller1987__composition_adjusted	3di_llm	gamma	miller1987	composition_adjusted	rsa_centered	-0.21265258702939413	0.030844078732723	-6.89443795264948	8.190700588291086e-10	-0.2739585333565397	-0.15134664070224857	2.948652211784791e-09	-0.21266130256385193	0.03078636925717085	-6.907644769261586	7.713216788002426e-10	-0.2738525450594639	-0.15147006006824	2.6445314701722603e-09	-8.71553445780382e-06	False
3di_llm__gamma__miller1987__coverage_confidence	3di_llm	gamma	miller1987	coverage_confidence	aa_by_rsa	0.0008091196096520325	0.04250126413763028	0.019037542201848168	0.9848547494919015	-0.08366674496830646	0.08528498418761053	0.9919551735153644	0.003988328006247375	0.04235107636114552	0.09417300217442451	0.9251882809633061	-0.08018902210337656	0.08816567811587131	0.9835592408953066	0.0031792083965953427	False
