model_id	alphabet_model	rate_model	rsa_scale	controls	contrast	baseline_mean_rsa	baseline_mean_aa_log1p_rate	baseline_estimate	sensitivity_estimate	sensitivity_minus_baseline	paired_draws	excluded_singular_draws	percentile_lower	percentile_upper
3di_af_empirical__freerate__tien2013__coverage_confidence	3di_af_empirical	freerate	tien2013	coverage_confidence	rsa_at_baseline_mean_aa_log_rate	0.2650488784086919	0.6166660904694471	-0.21084066278017494	-0.21139159169431818	-0.0005509289141432394	2000	0	-0.0017836069310782597	0.0004769338922627432
3di_af_empirical__freerate__tien2013__composition_adjusted	3di_af_empirical	freerate	tien2013	composition_adjusted	aa_at_RSA_025	0.2650488784086919	0.6166660904694471	0.09780208655245787	0.09788038696152555	7.830040906768587e-05	2000	0	-0.007082423935528266	0.007470430780533303
3di_af_empirical__freerate__tien2013__composition_adjusted	3di_af_empirical	freerate	tien2013	composition_adjusted	rsa_at_aa_log_rate_0	0.2650488784086919	0.6166660904694471	-0.26735947624792566	-0.2741423302371078	-0.006782853989182158	2000	0	-0.01548451746716906	-0.0010327710572639527
3di_af_empirical__freerate__tien2013__composition_adjusted	3di_af_empirical	freerate	tien2013	composition_adjusted	interaction	0.2650488784086919	0.6166660904694471	0.022824713896484328	0.03260805994586083	0.009783346049376501	2000	0	0.001210169662083174	0.022903447615727445
3di_af_empirical__freerate__tien2013__composition_adjusted	3di_af_empirical	freerate	tien2013	composition_adjusted	aa_at_baseline_mean_RSA	0.2650488784086919	0.6166660904694471	0.09814557289659924	0.09837110169079415	0.0002255287941949069	2000	0	-0.006970192291622796	0.0076863072010998805
3di_af_empirical__freerate__tien2013__composition_adjusted	3di_af_empirical	freerate	tien2013	composition_adjusted	rsa_at_baseline_mean_aa_log_rate	0.2650488784086919	0.6166660904694471	-0.253284249163297	-0.25403404539250046	-0.0007497962292034588	2000	0	-0.0018607650194001771	0.00017891243477508297
3di_af_empirical__freerate__miller1987__coverage_confidence	3di_af_empirical	freerate	miller1987	coverage_confidence	aa_at_RSA_025	0.30986614762374826	0.6166660904694471	0.20707566170983127	0.20660067245240488	-0.00047498925742639475	2000	0	-0.0022347211975264044	0.0010624739879022814
3di_af_empirical__freerate__miller1987__coverage_confidence	3di_af_empirical	freerate	miller1987	coverage_confidence	rsa_at_aa_log_rate_0	0.30986614762374826	0.6166660904694471	-0.18421386054138536	-0.1893717831662656	-0.00515792262488024	2000	0	-0.012538813797996519	-0.00027571948658929426
3di_af_empirical__freerate__miller1987__coverage_confidence	3di_af_empirical	freerate	miller1987	coverage_confidence	interaction	0.30986614762374826	0.6166660904694471	0.016467352550742134	0.02383414791458527	0.007366795363843135	2000	0	0.0005264529664567808	0.017876771774116076
3di_af_empirical__freerate__miller1987__coverage_confidence	3di_af_empirical	freerate	miller1987	coverage_confidence	aa_at_baseline_mean_RSA	0.30986614762374826	0.6166660904694471	0.20806149866860632	0.2080275310699457	-3.396759866061694e-05	2000	0	-0.0015704278115499571	0.0015191011649802663
