taxon_id	species_name	study_role	lineage	candidate_proteins	TFIIB_hit_proteins	BRF1_hit_proteins	Zn_Ribbon_TF_hit_proteins	unresolved_gene_candidates
F84753	Moesziomyces antarcticus	ingroup	Basidiomycota;Ustilaginomycetes;Ustilaginales;Ustilaginaceae;Moesziomyces	3	3	1	2	0
F84751	Pseudozyma flocculosa	ingroup	Basidiomycota;Ustilaginomycetes;Ustilaginales;Ustilaginaceae;Pseudozyma	2	2	1	2	0
F280036	Sporisorium graminicola	ingroup	Basidiomycota;Ustilaginomycetes;Ustilaginales;Ustilaginaceae;Sporisorium	2	2	1	2	0
F1882483	Testicularia cyperi	ingroup	Basidiomycota;Ustilaginomycetes;Ustilaginales;Anthracoideaceae;Testicularia	2	2	1	2	0
F120017	Ustilago hordei	ingroup	Basidiomycota;Ustilaginomycetes;Ustilaginales;Ustilaginaceae;Ustilago	2	2	1	2	0
F1673888	Violaceomyces palustris	ingroup	Basidiomycota;Ustilaginomycetes;Violaceomycetales;Violaceomycetaceae;Violaceomyces	2	2	1	2	0
F1708542	Wallemia canadensis	ingroup	Basidiomycota;Wallemiomycetes;Wallemiales;Wallemiaceae;Wallemia	2	2	1	1	0
F1540922	Wallemia hederae	ingroup	Basidiomycota;Wallemiomycetes;Wallemiales;Wallemiaceae;Wallemia	2	2	1	1	0
F245174	Wallemia ichthyophaga	ingroup	Basidiomycota;Wallemiomycetes;Wallemiales;Wallemiaceae;Wallemia	2	2	1	1	0
F1708541	Wallemia mellicola	ingroup	Basidiomycota;Wallemiomycetes;Wallemiales;Wallemiaceae;Wallemia	2	2	1	1	0
F64504	Allomyces arbusculus	ingroup	Blastocladiomycota;Blastocladiomycetes;Blastocladiales;Blastocladiaceae;Allomyces	3	3	1	2	0
F64505	Allomyces javanicus	ingroup	Blastocladiomycota;Blastocladiomycetes;Blastocladiales;Blastocladiaceae;Allomyces	3	3	2	0	0
F28583	Allomyces macrogynus	ingroup	Blastocladiomycota;Blastocladiomycetes;Blastocladiales;Blastocladiaceae;Allomyces	6	6	2	4	0
F64508	Blastocladiella britannica	ingroup	Blastocladiomycota;Blastocladiomycetes;Blastocladiales;Blastocladiaceae;Blastocladiella	4	2	1	2	0
F4808	Blastocladiella emersonii	ingroup	Blastocladiomycota;Blastocladiomycetes;Blastocladiales;Blastocladiaceae;Blastocladiella	2	2	1	1	0
F109876	Catenaria anguillulae	ingroup	Blastocladiomycota;Blastocladiomycetes;Blastocladiales;Catenariaceae;Catenaria	5	4	0	4	0
F945690	Coelomomyces lativittatus	ingroup	Blastocladiomycota;Blastocladiomycetes;Blastocladiales;Coelomomycetaceae;Coelomomyces	2	2	1	0	0
F3075319	Sorochytrium milnesiophthora	ingroup	Blastocladiomycota;Blastocladiomycetes;Blastocladiales;Sorochytriaceae;Sorochytrium	3	3	1	1	0
F1500003	Paraphysoderma sedebokerense	ingroup	Blastocladiomycota;Physodermatomycetes;Physodermatales;Physodermataceae;Paraphysoderma	3	3	1	2	0
F911321	Calcarisporiella thermophila	ingroup	Calcarisporiellomycota;Calcarisporiellomycetes;Calcarisporiellales;Calcarisporiellaceae;Calcarisporiella	3	3	1	1	0
F1555241	Caulochytrium protostelioides	ingroup	Chytridiomycota;Caulochytriomycetes;Caulochytriales;Caulochytriaceae;Caulochytrium	3	3	1	2	0
F1774096	Dinochytrium kinnereticum	ingroup	Chytridiomycota;Chytridiomycetes;Chytridiales;Chytridiaceae;Dinochytrium	3	3	1	1	0
F109932	Entophlyctis luteolus	ingroup	Chytridiomycota;Chytridiomycetes;Chytridiales;Chytriomycetaceae;Entophlyctis	2	2	1	2	0
F1604274	Cladochytrium tenue	ingroup	Chytridiomycota;Chytridiomycetes;Cladochytriales;Cladochytriaceae;Cladochytrium	2	1	1	1	0
F109889	Lobulomyces angularis	ingroup	Chytridiomycota;Chytridiomycetes;Lobulomycetales;Lobulomycetaceae;Lobulomyces	3	3	1	1	0
F110093	Polychytrium aggregatum	ingroup	Chytridiomycota;Chytridiomycetes;Polychytriales;Polychytrium	3	3	1	1	0
F2735257	Borealophlyctis nickersoniae	ingroup	Chytridiomycota;Chytridiomycetes;Rhizophlyctidales;Borealophlyctidaceae;Borealophlyctis	3	3	1	1	0
F64517	Rhizophlyctis rosea	ingroup	Chytridiomycota;Chytridiomycetes;Rhizophlyctidales;Rhizophlyctidaceae;Rhizophlyctis	9	8	1	3	0
F382532	Globomyces pollinis-pini	ingroup	Chytridiomycota;Chytridiomycetes;Rhizophydiales;Globomycetaceae;Globomyces	3	3	1	0	0
F1396493	Fimicolochytrium jonesii	ingroup	Chytridiomycota;Chytridiomycetes;Spizellomycetales;Powellomycetaceae;Fimicolochytrium	2	2	1	1	0
F109760	Spizellomyces punctatus	ingroup	Chytridiomycota;Chytridiomycetes;Spizellomycetales;Spizellomycetaceae;Spizellomyces	2	2	1	1	0
F1806994	Synchytrium microbalum	ingroup	Chytridiomycota;Chytridiomycetes;Synchytriales;Synchytriaceae;Synchytrium	4	4	1	0	0
F34488	Conidiobolus coronatus	ingroup	Entomophthoromycota;Entomophthoromycetes;Entomophthorales;Conidiobolaceae;Conidiobolus	4	4	2	2	0
F34485	Entomophthora muscae	ingroup	Entomophthoromycota;Entomophthoromycetes;Entomophthorales;Entomophthoraceae;Entomophthora	9	9	2	6	0
F348617	Massospora cicadina	ingroup	Entomophthoromycota;Entomophthoromycetes;Entomophthorales;Entomophthoraceae;Massospora	5	4	1	2	0
F76012	Neoconidiobolus thromboides	ingroup	Entomophthoromycota;Entomophthoromycetes;Entomophthorales;Neoconidiobolaceae;Neoconidiobolus	2	2	0	1	0
F144530	Ambispora gerdemannii	ingroup	Glomeromycota;Glomeromycetes;Archaeosporales;Ambisporaceae;Ambispora	4	4	1	0	0
F144679	Ambispora leptoticha	ingroup	Glomeromycota;Glomeromycetes;Archaeosporales;Ambisporaceae;Ambispora	6	6	1	1	0
F50956	Geosiphon pyriformis	ingroup	Glomeromycota;Glomeromycetes;Archaeosporales;Geosiphonaceae;Geosiphon	5	5	1	3	0
F27376	Acaulospora colombiana	ingroup	Glomeromycota;Glomeromycetes;Diversisporales;Acaulosporaceae;Acaulospora	5	5	1	2	0
F1348612	Diversispora epigaea	ingroup	Glomeromycota;Glomeromycetes;Diversisporales;Diversisporaceae;Diversispora	6	5	1	5	0
F4874	Gigaspora margarita	ingroup	Glomeromycota;Glomeromycetes;Diversisporales;Gigasporaceae;Gigaspora	9	7	1	7	0
F2562287	Entrophospora sp. SA101	ingroup	Glomeromycota;Glomeromycetes;Entrophosporales;Entrophosporaceae;Entrophospora	6	6	1	4	0
F1117311	Funneliformis geosporum	ingroup	Glomeromycota;Glomeromycetes;Glomerales;Glomeraceae;Funneliformis	5	5	1	3	0
F658196	Glomus cerebriforme	ingroup	Glomeromycota;Glomeromycetes;Glomerales;Glomeraceae;Glomus	4	4	1	2	0
F588596	Rhizophagus irregularis	ingroup	Glomeromycota;Glomeromycetes;Glomerales;Glomeraceae;Rhizophagus	5	5	1	2	0
F144538	Paraglomus brasilianum	ingroup	Glomeromycota;Glomeromycetes;Paraglomerales;Paraglomeraceae;Paraglomus	4	4	1	1	0
F144539	Paraglomus occultum	ingroup	Glomeromycota;Glomeromycetes;Paraglomerales;Paraglomeraceae;Paraglomus	4	3	1	1	0
F215637	Dimargaris cristalligena	ingroup	Kickxellomycota;Dimargaritomycetes;Dimargaritales;Dimargaritaceae;Dimargaris	5	5	1	3	0
F1520584	Dispira parvispora	ingroup	Kickxellomycota;Dimargaritomycetes;Dimargaritales;Dimargaritaceae;Dispira	4	2	1	2	0
F78921	Tieghemiomyces parasiticus	ingroup	Kickxellomycota;Dimargaritomycetes;Dimargaritales;Dimargaritaceae;Tieghemiomyces	5	4	2	4	0
F61424	Furculomyces boomerangus	ingroup	Kickxellomycota;Harpellomycetes;Harpellales;Harpellaceae;Furculomyces	5	5	1	3	0
F133377	Smittium angustum	ingroup	Kickxellomycota;Harpellomycetes;Harpellales;Legeriomycetaceae;Smittium	3	3	0	2	0
F133385	Smittium simulii	ingroup	Kickxellomycota;Harpellomycetes;Harpellales;Legeriomycetaceae;Smittium	4	4	1	1	0
F1213189	Zancudomyces culisetae	ingroup	Kickxellomycota;Harpellomycetes;Harpellales;Legeriomycetaceae;Zancudomyces	5	2	1	4	0
F2650707	Coemansia brasiliensis	ingroup	Kickxellomycota;Kickxellomycetes;Kickxellales;Kickxellaceae;Coemansia	7	6	1	4	0
F4866	Dipsacomyces acuminosporus	ingroup	Kickxellomycota;Kickxellomycetes;Kickxellales;Kickxellaceae;Dipsacomyces	6	6	1	2	0
F61397	Kickxella alabastrina	ingroup	Kickxellomycota;Kickxellomycetes;Kickxellales;Kickxellaceae;Kickxella	6	6	1	2	0
F61395	Linderina pennispora	ingroup	Kickxellomycota;Kickxellomycetes;Kickxellales;Kickxellaceae;Linderina	6	6	1	1	0
F304332	Ramicandelaber brevisporus	ingroup	Kickxellomycota;Ramicandelaberales;Ramicandelaberaceae;Ramicandelaber	2	2	1	2	0
F164912	Astathelohania contejeani	ingroup	Microsporidia;Astathelohaniidae;Astathelohania	2	2	1	2	0
F70536	Edhazardia aedis	ingroup	Microsporidia;Culicosporidae;Edhazardia	2	2	1	1	0
F6035	Encephalitozoon cuniculi	ingroup	Microsporidia;Unikaryonidae;Encephalitozoon	2	2	1	1	0
F174680	Glugoides intestinalis	ingroup	Microsporidia;Glugeidae;Glugoides	2	2	1	2	0
F174688	Gurleya vavrai	ingroup	Microsporidia;Gurleyidae;Gurleya	3	3	2	1	0
F1176355	Hamiltosporidium tvaerminnensis	ingroup	Microsporidia;Dubosqiidae;Hamiltosporidium	2	1	1	1	0
F1081669	Hepatospora eriocheir	ingroup	Microsporidia;Hepatosporidae;Hepatospora	2	2	1	1	0
F1300064	Nucleospora cyclopteri	ingroup	Microsporidia;Enterocytozoonidae;Nucleospora	2	2	1	2	0
F3039483	Ordospora pajunii	ingroup	Microsporidia;Ordosporidae;Ordospora	2	2	1	2	0
F291195	Tubulinosema ratisbonensis	ingroup	Microsporidia;Tubulinosematidae;Tubulinosema	2	2	1	2	0
F6039	Vairimorpha necatrix	ingroup	Microsporidia;Nosematidae;Vairimorpha	2	2	0	2	0
F103449	Vavraia culicis	ingroup	Microsporidia;Pleistophoridae;Vavraia	3	3	1	1	0
F82268	Hyaloraphidium curvatum	ingroup	Monoblepharomycota;Hyaloraphidiomycetes;Hyaloraphidiales;Hyaloraphidiaceae;Hyaloraphidium	2	2	1	2	0
F1123529	Gonapodya prolifera	ingroup	Monoblepharomycota;Monoblepharidomycetes;Monoblepharidales;Gonapodyaceae;Gonapodya	4	3	1	1	0
F2725673	Gonapodya sp. JEL0774	ingroup	Monoblepharomycota;Monoblepharidomycetes;Monoblepharidales;Gonapodyaceae;Gonapodya	4	3	1	0	0
F1343610	Actinomortierella ambigua	ingroup	Mortierellomycota;Mortierellomycetes;Mortierellales;Mortierellaceae;Actinomortierella	4	4	1	2	0
F979620	Dissophora ornata	ingroup	Mortierellomycota;Mortierellomycetes;Mortierellales;Mortierellaceae;Dissophora	5	5	1	2	0
F101097	Entomortierella chlamydospora	ingroup	Mortierellomycota;Mortierellomycetes;Mortierellales;Mortierellaceae;Entomortierella	5	5	1	2	0
F101098	Gamsiella multidivaricata	ingroup	Mortierellomycota;Mortierellomycetes;Mortierellales;Mortierellaceae;Gamsiella	6	5	1	3	0
F979690	Gryganskiella cystojenkinii	ingroup	Mortierellomycota;Mortierellomycetes;Mortierellales;Mortierellaceae;Gryganskiella	5	5	1	2	0
F1897645	Haplosporangium bisporale	ingroup	Mortierellomycota;Mortierellomycetes;Mortierellales;Mortierellaceae;Haplosporangium	5	4	1	2	0
F604196	Linnemannia exigua	ingroup	Mortierellomycota;Mortierellomycetes;Mortierellales;Mortierellaceae;Linnemannia	5	5	1	2	0
F64571	Lobosporangium transversale	ingroup	Mortierellomycota;Mortierellomycetes;Mortierellales;Mortierellaceae;Lobosporangium	6	5	1	3	0
F979761	Lunasporangiospora selenospora	ingroup	Mortierellomycota;Mortierellomycetes;Mortierellales;Mortierellaceae;Lunasporangiospora	4	4	1	1	0
F1440133	Modicella reniformis	ingroup	Mortierellomycota;Mortierellomycetes;Mortierellales;Mortierellaceae;Modicella	6	6	1	2	0
F1343614	Mortierella claussenii	ingroup	Mortierellomycota;Mortierellomycetes;Mortierellales;Mortierellaceae;Mortierella	3	3	1	2	0
F64525	Podila minutissima	ingroup	Mortierellomycota;Mortierellomycetes;Mortierellales;Mortierellaceae;Podila	5	5	1	2	0
F1938954	Bifiguratus adelaidae	ingroup	Mucoromycota;Endogonomycetes;Endogonales;Bifiguratus	2	2	1	0	0
F2340872	Endogone sp. FLAS-F59071	ingroup	Mucoromycota;Endogonomycetes;Endogonales;Endogonaceae;Endogone	3	3	0	1	0
F994334	Jimgerdemannia flammicorona	ingroup	Mucoromycota;Endogonomycetes;Endogonales;Endogonaceae;Jimgerdemannia	1	1	0	1	0
F708070	Mucor velutinosus	ingroup	Mucoromycota;Mucoromycetes;Mucorales;Mucoraceae;Mucor	5	5	1	3	0
F64632	Mycotypha africana	ingroup	Mucoromycota;Mucoromycetes;Mucorales;Mycotyphaceae;Mycotypha	2	2	1	2	0
F4837	Phycomyces blakesleeanus	ingroup	Mucoromycota;Mucoromycetes;Mucorales;Phycomycetaceae;Phycomyces	5	5	1	2	0
F4840	Rhizomucor pusillus	ingroup	Mucoromycota;Mucoromycetes;Mucorales;Lichtheimiaceae;Rhizomucor	4	4	1	2	0
F58291	Rhizopus microsporus	ingroup	Mucoromycota;Mucoromycetes;Mucorales;Rhizopodaceae;Rhizopus	4	4	1	2	0
F91625	Umbelopsis isabellina	ingroup	Mucoromycota;Umbelopsidomycetes;Umbelopsidales;Umbelopsidaceae;Umbelopsis	5	5	1	2	0
F64526	Umbelopsis nana	ingroup	Mucoromycota;Umbelopsidomycetes;Umbelopsidales;Umbelopsidaceae;Umbelopsis	3	3	1	2	0
F41833	Umbelopsis ramanniana	ingroup	Mucoromycota;Umbelopsidomycetes;Umbelopsidales;Umbelopsidaceae;Umbelopsis	7	6	1	2	0
F44442	Umbelopsis vinacea	ingroup	Mucoromycota;Umbelopsidomycetes;Umbelopsidales;Umbelopsidaceae;Umbelopsis	3	3	1	2	0
F1754192	Anaeromyces robustus	ingroup	Neocallimastigomycota;Neocallimastigomycetes;Neocallimastigales;Neocallimastigaceae;Anaeromyces	3	3	1	1	0
F1754190	Neocallimastix californiae	ingroup	Neocallimastigomycota;Neocallimastigomycetes;Neocallimastigales;Neocallimastigaceae;Neocallimastix	6	6	2	1	0
F2767002	Neocallimastix lanati (nom. inval.)	ingroup	Neocallimastigomycota;Neocallimastigomycetes;Neocallimastigales;Neocallimastigaceae;Neocallimastix	6	6	2	1	0
F3108450	Neocallimastix sp. 'constans'	ingroup	Neocallimastigomycota;Neocallimastigomycetes;Neocallimastigales;Neocallimastigaceae;Neocallimastix	7	6	2	1	0
F1754191	Piromyces finnis	ingroup	Neocallimastigomycota;Neocallimastigomycetes;Neocallimastigales;Neocallimastigaceae;Piromyces	5	5	1	1	0
F73868	Piromyces sp. E2	ingroup	Neocallimastigomycota;Neocallimastigomycetes;Neocallimastigales;Neocallimastigaceae;Piromyces	1	1	0	0	0
F278681	Olpidium bornovanus	ingroup	Olpidiomycota;Olpidiomycetes;Olpidiales;Olpidiaceae;Olpidium	1	0	0	1	0
F1246581	Paramicrosporidium saccamoebae	ingroup	Rozellomycota;Paramicrosporidium	2	2	1	2	0
F281847	Rozella allomycis	ingroup	Rozellomycota;Rozella	3	3	1	2	0
F1907219	Piptocephalis cylindrospora	ingroup	Zoopagomycota;Zoopagomycetes;Zoopagales;Piptocephalidaceae;Piptocephalis	3	3	1	1	0
F1286916	Piptocephalis tieghemiana	ingroup	Zoopagomycota;Zoopagomycetes;Zoopagales;Piptocephalidaceae;Piptocephalis	4	4	1	2	0
F1851187	Syncephalis fuscata	ingroup	Zoopagomycota;Zoopagomycetes;Zoopagales;Piptocephalidaceae;Syncephalis	4	4	1	2	0
F1851185	Syncephalis plumigaleata	ingroup	Zoopagomycota;Zoopagomycetes;Zoopagales;Piptocephalidaceae;Syncephalis	3	3	1	2	0
F1712513	Syncephalis pseudoplumigaleata	ingroup	Zoopagomycota;Zoopagomycetes;Zoopagales;Piptocephalidaceae;Syncephalis	1	1	0	0	0
F78915	Thamnocephalis sphaerospora	ingroup	Zoopagomycota;Zoopagomycetes;Zoopagales;Sigmoideomycetaceae;Thamnocephalis	4	4	1	2	0
F2109901	Amoeboradix gromovi	ingroup	Sanchytriomycota	2	2	1	2	2
F2020955	Sanchytrium tribonematis	ingroup	Sanchytriomycota	4	3	1	3	4
O691883	Fonticula alba	outgroup	Nucleariida	2	2	1	0	0
O81824	Monosiga brevicollis	outgroup	Choanoflagellatea	2	2	0	1	0
O946362	Salpingoeca rosetta	outgroup	Choanoflagellatea	2	2	1	2	0
O192875	Capsaspora owczarzaki	outgroup	Filasterea	4	4	1	1	0
O72019	Sphaeroforma arctica	outgroup	Ichthyosporea	2	2	1	1	0
O529818	Thecamonas trahens	outgroup	Apusomonadida	3	3	0	0	0
O5755	Acanthamoeba castellanii	outgroup	Amoebozoa	5	5	0	2	0
O44689	Dictyostelium discoideum	outgroup	Amoebozoa	2	2	1	1	0
O5786	Dictyostelium purpureum	outgroup	Amoebozoa	2	2	1	1	0
O133409	Polysphondylium violaceum	outgroup	Amoebozoa	2	2	1	1	0
O1890364	Planoprotostelium fungivorum	outgroup	Amoebozoa	2	2	0	0	0
O400682	Amphimedon queenslandica	outgroup	Metazoa;Porifera	3	3	1	2	0
O45351	Nematostella vectensis	outgroup	Metazoa;Cnidaria	50	50	1	2	0
O10228	Trichoplax adhaerens	outgroup	Metazoa;Placozoa	2	2	1	2	0
O27923	Mnemiopsis leidyi	outgroup	Metazoa;Ctenophora	2	2	1	2	0
O7227	Drosophila melanogaster	outgroup	Metazoa;Arthropoda	2	2	1	2	0
O6239	Caenorhabditis elegans	outgroup	Metazoa;Nematoda	2	2	1	2	0
O283909	Capitella teleta	outgroup	Metazoa;Annelida	2	2	0	2	0
O225164	Lottia gigantea	outgroup	Metazoa;Mollusca	3	3	1	2	0
O2700040	Branchiostoma floridae	outgroup	Metazoa;Chordata	3	3	1	2	0
OFS5426470	Corallochytrium limacisporum	outgroup	Corallochytrea	2	2	1	1	0
OFS5426494	Chromosphaera perkinsii	outgroup	Ichthyosporea	4	4	1	2	0
OFS5426506	Pirum gemmata	outgroup	Ichthyosporea	1	1	0	0	0
OFS5426458	Abeoforma whisleri	outgroup	Ichthyosporea	0	0	0	0	0
OFS1403592	Creolimax fragrantissima	outgroup	Ichthyosporea	4	4	1	1	0
