taxon_id	species_name	study_role	lineage	input_models	retained_models	deferred_models	retained_representatives	retained_nonself_members	retained_fraction	nonself_retained_fraction	input_markers	retained_markers	input_taxa	retained_taxa
F1498855	Amoeboaphelidium occidentale	ingroup	Aphelidiomycota;Aphelidea;Amoeboaphelidium	28	27	1	11	16	0.9642857142857143	0.9411764705882353	28	27	1	1
F1243177	Amoeboaphelidium protococcarum	ingroup	Aphelidiomycota;Aphelidea;Amoeboaphelidium	1	1	0	1	0	1.0		1	1	1	1
F2871812	Acarospora aff. strigata	ingroup	Ascomycota;Lecanoromycetes;Acarosporales;Acarosporaceae;Acarospora	28	25	3	7	18	0.8928571428571429	0.8571428571428571	28	25	1	1
F318763	Pleopsidium flavum	ingroup	Ascomycota;Lecanoromycetes;Acarosporales;Acarosporaceae;Pleopsidium	28	22	6	4	18	0.7857142857142857	0.75	28	22	1	1
F470096	Pseudovirgaria hyperparasitica	ingroup	Ascomycota;Dothideomycetes;Acrospermales;Acrospermaceae;Pseudovirgaria	122	115	7	6	109	0.9426229508196722	0.9396551724137931	122	115	1	1
F4918	Pachysolen tannophilus	ingroup	Ascomycota;Pichiomycetes;Alaninales;Pachysolenaceae;Pachysolen	118	113	5	15	98	0.9576271186440678	0.9514563106796117	118	113	1	1
F1658444	Neoarthrinium moseri	ingroup	Ascomycota;Sordariomycetes;Amphisphaeriales;Apiosporaceae;Neoarthrinium	79	73	6	11	62	0.9240506329113924	0.9117647058823529	79	73	1	1
F393283	Pestalotiopsis fici	ingroup	Ascomycota;Sordariomycetes;Amphisphaeriales;Sporocadaceae;Pestalotiopsis	118	112	6	6	106	0.9491525423728814	0.9464285714285714	118	112	1	1
F1141098	Pseudomassariella vexata	ingroup	Ascomycota;Sordariomycetes;Amphisphaeriales;Pseudomassariaceae;Pseudomassariella	121	115	6	3	112	0.9504132231404959	0.9491525423728814	121	115	1	1
F91480	Alyxoria varia	ingroup	Ascomycota;Arthoniomycetes;Arthoniales;Lecanographaceae;Alyxoria	28	25	3	8	17	0.8928571428571429	0.85	28	25	1	1
F2939400	Chrysothrix sp. TS-e1954	ingroup	Ascomycota;Arthoniomycetes;Arthoniales;Chrysotrichaceae;Chrysothrix	28	26	2	7	19	0.9285714285714286	0.9047619047619048	28	26	1	1
F1542792	Coniocarpon cinnabarinum	ingroup	Ascomycota;Arthoniomycetes;Arthoniales;Arthoniaceae;Coniocarpon	28	25	3	7	18	0.8928571428571429	0.8571428571428571	28	25	1	1
F54195	Ascoidea rubescens	ingroup	Ascomycota;Saccharomycetes;Ascoideales;Ascoideaceae;Ascoidea	118	111	7	19	92	0.940677966101695	0.9292929292929293	118	111	1	1
F43959	Saccharomycopsis crataegensis	ingroup	Ascomycota;Saccharomycetes;Ascoideales;Saccharomycopsidaceae;Saccharomycopsis	120	112	8	13	99	0.9333333333333333	0.9252336448598131	120	112	1	1
F1176130	Aulographum hederae	ingroup	Ascomycota;Dothideomycetes;Aulographales;Aulographaceae;Aulographum	123	116	7	8	108	0.943089430894309	0.9391304347826087	123	116	1	1
F1504668	Rhizodiscina lignyota	ingroup	Ascomycota;Dothideomycetes;Aulographales;Rhizodiscinaceae;Rhizodiscina	123	117	6	5	112	0.9512195121951219	0.9491525423728814	123	117	1	1
F1397036	Lambiella insularis	ingroup	Ascomycota;Lecanoromycetes;Baeomycetales;Xylographaceae;Lambiella	28	20	8	7	13	0.7142857142857143	0.6190476190476191	28	20	1	1
F223409	Ptychographa xylographoides	ingroup	Ascomycota;Lecanoromycetes;Baeomycetales;Xylographaceae;Ptychographa	28	22	6	6	16	0.7857142857142857	0.7272727272727273	28	22	1	1
F1590129	Xylographa bjoerkii	ingroup	Ascomycota;Lecanoromycetes;Baeomycetales;Xylographaceae;Xylographa	28	23	5	5	18	0.8214285714285714	0.782608695652174	28	23	1	1
F462254	Aplosporella prunicola	ingroup	Ascomycota;Dothideomycetes;Botryosphaeriales;Aplosporellaceae;Aplosporella	121	114	7	5	109	0.9421487603305785	0.9396551724137931	121	114	1	1
F236234	Diplodia corticola	ingroup	Ascomycota;Dothideomycetes;Botryosphaeriales;Botryosphaeriaceae;Diplodia	120	117	3	6	111	0.975	0.9736842105263158	120	117	1	1
F121624	Phyllosticta capitalensis	ingroup	Ascomycota;Dothideomycetes;Botryosphaeriales;Phyllostictaceae;Phyllosticta	28	24	4	5	19	0.8571428571428571	0.8260869565217391	28	24	1	1
F3058885	Dirinaria sp. TL-2023a	ingroup	Ascomycota;Lecanoromycetes;Caliciales;Caliciaceae;Dirinaria	28	24	4	7	17	0.8571428571428571	0.8095238095238095	28	24	1	1
F116794	Heterodermia speciosa	ingroup	Ascomycota;Lecanoromycetes;Caliciales;Physciaceae;Heterodermia	118	112	6	8	104	0.9491525423728814	0.9454545454545454	118	112	1	1
F116821	Physcia stellaris	ingroup	Ascomycota;Lecanoromycetes;Caliciales;Physciaceae;Physcia	28	26	2	6	20	0.9285714285714286	0.9090909090909091	28	26	1	1
F41990	Pleurostoma richardsiae	ingroup	Ascomycota;Sordariomycetes;Calosphaeriales;Pleurostomataceae;Pleurostoma	121	113	8	6	107	0.9338842975206612	0.9304347826086956	121	113	1	1
F460848	Candelaria pacifica	ingroup	Ascomycota;Candelariomycetes;Candelariales;Candelariaceae;Candelaria	28	22	6	4	18	0.7857142857142857	0.75	28	22	1	1
F460854	Candelina submexicana	ingroup	Ascomycota;Candelariomycetes;Candelariales;Candelariaceae;Candelina	28	26	2	5	21	0.9285714285714286	0.9130434782608695	28	26	1	1
F1453791	Pycnora praestabilis	ingroup	Ascomycota;Candelariomycetes;Candelariales;Pycnoraceae;Pycnora	28	26	2	5	21	0.9285714285714286	0.9130434782608695	28	26	1	1
F147573	Piedraia hortae	ingroup	Ascomycota;Dothideomycetes;Capnodiales;Piedraiaceae;Piedraia	120	115	5	16	99	0.9583333333333334	0.9519230769230769	120	115	1	1
F705562	Polychaeton citri	ingroup	Ascomycota;Dothideomycetes;Capnodiales;Capnodiaceae;Polychaeton	123	117	6	11	106	0.9512195121951219	0.9464285714285714	123	117	1	1
F1093897	Phialemonium atrogriseum	ingroup	Ascomycota;Sordariomycetes;Cephalothecales;Cephalothecaceae;Phialemonium	115	110	5	12	98	0.9565217391304348	0.9514563106796117	115	110	1	1
F223376	Phialemonium thermophilum	ingroup	Ascomycota;Sordariomycetes;Cephalothecales;Cephalothecaceae;Phialemonium	28	25	3	7	18	0.8928571428571429	0.8571428571428571	28	25	1	1
F1506992	Thozetella sp. PMI_491	ingroup	Ascomycota;Sordariomycetes;Chaetosphaeriales;Chaetosphaeriaceae;Thozetella	28	26	2	5	21	0.9285714285714286	0.9130434782608695	28	26	1	1
F293227	Cyphellophora europaea	ingroup	Ascomycota;Eurotiomycetes;Chaetothyriales;Cyphellophoraceae;Cyphellophora	122	115	7	11	104	0.9426229508196722	0.9369369369369369	122	115	1	1
F2486360	Exophiala viscosa	ingroup	Ascomycota;Eurotiomycetes;Chaetothyriales;Herpotrichiellaceae;Exophiala	88	82	6	8	74	0.9318181818181818	0.925	88	82	1	1
F1690604	Lithohypha guttulata	ingroup	Ascomycota;Eurotiomycetes;Chaetothyriales;Trichomeriaceae;Lithohypha	55	51	4	8	43	0.9272727272727272	0.9148936170212766	55	51	1	1
F1052096	Cladosporium halotolerans	ingroup	Ascomycota;Dothideomycetes;Cladosporiales;Cladosporiaceae;Cladosporium	123	118	5	4	114	0.959349593495935	0.957983193277311	123	118	1	1
F1507870	Cryoendolithus antarcticus	ingroup	Ascomycota;Dothideomycetes;Cladosporiales;Cladosporiaceae;Cryoendolithus	15	13	2	5	8	0.8666666666666667	0.8	15	13	1	1
F1507873	Rachicladosporium monterosium	ingroup	Ascomycota;Dothideomycetes;Cladosporiales;Cladosporiaceae;Rachicladosporium	28	27	1	9	18	0.9642857142857143	0.9473684210526315	28	27	1	1
F91930	Coniochaeta hoffmannii	ingroup	Ascomycota;Sordariomycetes;Coniochaetales;Coniochaetaceae;Coniochaeta	29	25	4	1	24	0.8620689655172413	0.8571428571428571	29	25	1	1
F177197	Coniochaeta ligniaria	ingroup	Ascomycota;Sordariomycetes;Coniochaetales;Coniochaetaceae;Coniochaeta	122	115	7	10	105	0.9426229508196722	0.9375	122	115	1	1
F177199	Coniochaeta pulveracea	ingroup	Ascomycota;Sordariomycetes;Coniochaetales;Coniochaetaceae;Coniochaeta	117	112	5	9	103	0.9572649572649573	0.9537037037037037	117	112	1	1
F164576	Chaenotheca gracillima	ingroup	Ascomycota;Coniocybomycetes;Coniocybales;Coniocybaceae;Chaenotheca	28	23	5	7	16	0.8214285714285714	0.7619047619047619	28	23	1	1
F2939403	Sclerophora amabilis	ingroup	Ascomycota;Coniocybomycetes;Coniocybales;Coniocybaceae;Sclerophora	28	24	4	6	18	0.8571428571428571	0.8181818181818182	28	24	1	1
F5116	Cryphonectria parasitica	ingroup	Ascomycota;Sordariomycetes;Diaporthales;Cryphonectriaceae;Cryphonectria	109	104	5	7	97	0.9541284403669725	0.9509803921568627	109	104	1	1
F1214568	Diaporthe amygdali	ingroup	Ascomycota;Sordariomycetes;Diaporthales;Diaporthaceae;Diaporthe	47	44	3	9	35	0.9361702127659575	0.9210526315789473	47	44	1	1
F148313	Discula destructiva	ingroup	Ascomycota;Sordariomycetes;Diaporthales;Gnomoniaceae;Discula	28	25	3	5	20	0.8928571428571429	0.8695652173913043	28	25	1	1
F2268995	Blastobotrys vanleenenianus	ingroup	Ascomycota;Dipodascomycetes;Dipodascales;Trichomonascaceae;Blastobotrys	28	20	8	5	15	0.7142857142857143	0.6521739130434783	28	20	1	1
F2606893	Magnusiomyces paraingens	ingroup	Ascomycota;Dipodascomycetes;Dipodascales;Dipodascaceae;Magnusiomyces	121	114	7	16	98	0.9421487603305785	0.9333333333333333	121	114	1	1
F796027	Sugiyamaella lignohabitans	ingroup	Ascomycota;Dipodascomycetes;Dipodascales;Trichomonascaceae;Sugiyamaella	113	107	6	20	87	0.9469026548672567	0.9354838709677419	113	107	1	1
F5580	Aureobasidium pullulans	ingroup	Ascomycota;Dothideomycetes;Dothideales;Saccotheciaceae;Aureobasidium	123	118	5	8	110	0.959349593495935	0.9565217391304348	123	118	1	1
F2781224	Neodothiora populina	ingroup	Ascomycota;Dothideomycetes;Dothideales;Dothioraceae;Neodothiora	28	23	5	2	21	0.8214285714285714	0.8076923076923077	28	23	1	1
F2024903	Zalaria obscura	ingroup	Ascomycota;Dothideomycetes;Dothideales;Zalariaceae;Zalaria	28	26	2	8	18	0.9285714285714286	0.9	28	26	1	1
F1341166	Eremomyces bilateralis	ingroup	Ascomycota;Dothideomycetes;Eremomycetales;Eremomycetaceae;Eremomyces	120	116	4	6	110	0.9666666666666667	0.9649122807017544	120	116	1	1
F182096	Aspergillus chevalieri	ingroup	Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Aspergillus	122	118	4	6	112	0.9672131147540983	0.9655172413793104	122	118	1	1
F5059	Aspergillus flavus	ingroup	Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Aspergillus	123	119	4	10	109	0.967479674796748	0.9646017699115044	123	119	1	1
F746128	Aspergillus fumigatus	ingroup	Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Aspergillus	110	98	12	5	93	0.8909090909090909	0.8857142857142857	110	98	1	1
F1069201	Aspergillus luchuensis	ingroup	Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Aspergillus	122	114	8	7	107	0.9344262295081968	0.9304347826086956	122	114	1	1
F41759	Aspergillus multicolor	ingroup	Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Aspergillus	28	22	6	2	20	0.7857142857142857	0.7692307692307693	28	22	1	1
F162425	Aspergillus nidulans	ingroup	Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Aspergillus	119	112	7	7	105	0.9411764705882353	0.9375	119	112	1	1
F5062	Aspergillus oryzae	ingroup	Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Aspergillus	116	112	4	7	105	0.9655172413793104	0.963302752293578	116	112	1	1
F1220207	Aspergillus puulaauensis	ingroup	Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Aspergillus	123	115	8	3	112	0.9349593495934959	0.9333333333333333	123	115	1	1
F1810926	Aspergillus stella-maris	ingroup	Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Aspergillus	28	23	5	2	21	0.8214285714285714	0.8076923076923077	28	23	1	1
F1810928	Aspergillus undulatus	ingroup	Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Aspergillus	28	22	6	3	19	0.7857142857142857	0.76	28	22	1	1
F315204	Geoglossum umbratile	ingroup	Ascomycota;Geoglossomycetes;Geoglossales;Geoglossaceae;Geoglossum	28	24	4	5	19	0.8571428571428571	0.8260869565217391	28	24	1	1
F1670608	Glutinoglossum americanum	ingroup	Ascomycota;Geoglossomycetes;Geoglossales;Geoglossaceae;Glutinoglossum	117	106	11	13	93	0.905982905982906	0.8942307692307693	117	106	1	1
F265104	Trichoglossum hirsutum	ingroup	Ascomycota;Geoglossomycetes;Geoglossales;Geoglossaceae;Trichoglossum	28	24	4	4	20	0.8571428571428571	0.8333333333333334	28	24	1	1
F1671311	Colletotrichum abscissum	ingroup	Ascomycota;Sordariomycetes;Glomerellales;Glomerellaceae;Colletotrichum	110	101	9	6	95	0.9181818181818182	0.9134615384615384	110	101	1	1
F1209916	Colletotrichum costaricense	ingroup	Ascomycota;Sordariomycetes;Glomerellales;Glomerellaceae;Colletotrichum	122	111	11	6	105	0.9098360655737705	0.9051724137931034	122	111	1	1
F34406	Colletotrichum destructivum	ingroup	Ascomycota;Sordariomycetes;Glomerellales;Glomerellaceae;Colletotrichum	121	110	11	5	105	0.9090909090909091	0.9051724137931034	121	110	1	1
F710243	Colletotrichum fioriniae	ingroup	Ascomycota;Sordariomycetes;Glomerellales;Glomerellaceae;Colletotrichum	60	53	7	6	47	0.8833333333333333	0.8703703703703703	60	53	1	1
F474922	Colletotrichum gloeosporioides	ingroup	Ascomycota;Sordariomycetes;Glomerellales;Glomerellaceae;Colletotrichum	116	112	4	8	104	0.9655172413793104	0.9629629629629629	116	112	1	1
F80884	Colletotrichum higginsianum	ingroup	Ascomycota;Sordariomycetes;Glomerellales;Glomerellaceae;Colletotrichum	118	112	6	9	103	0.9491525423728814	0.944954128440367	118	112	1	1
F2283408	Colletotrichum jinshuiense	ingroup	Ascomycota;Sordariomycetes;Glomerellales;Glomerellaceae;Colletotrichum	30	29	1	3	26	0.9666666666666667	0.9629629629629629	30	29	1	1
F1095194	Colletotrichum karsti	ingroup	Ascomycota;Sordariomycetes;Glomerellales;Glomerellaceae;Colletotrichum	120	111	9	10	101	0.925	0.9181818181818182	120	111	1	1
F145971	Colletotrichum lupini	ingroup	Ascomycota;Sordariomycetes;Glomerellales;Glomerellaceae;Colletotrichum	115	110	5	16	94	0.9565217391304348	0.9494949494949495	115	110	1	1
F1209934	Colletotrichum tamarilloi	ingroup	Ascomycota;Sordariomycetes;Glomerellales;Glomerellaceae;Colletotrichum	85	78	7	10	68	0.9176470588235294	0.9066666666666666	85	78	1	1
F5570	Cenococcum geophilum	ingroup	Ascomycota;Dothideomycetes;Gloniales;Gloniaceae;Cenococcum	29	26	3	6	20	0.896551724137931	0.8695652173913043	29	26	1	1
F574774	Glonium stellatum	ingroup	Ascomycota;Dothideomycetes;Gloniales;Gloniaceae;Glonium	119	115	4	5	110	0.9663865546218487	0.9649122807017544	119	115	1	1
F5101	Amorphotheca resinae	ingroup	Ascomycota;Leotiomycetes;Helotiales;Amorphothecaceae;Amorphotheca	122	113	9	7	106	0.9262295081967213	0.9217391304347826	122	113	1	1
F40559	Botrytis cinerea	ingroup	Ascomycota;Leotiomycetes;Helotiales;Sclerotiniaceae;Botrytis	115	107	8	3	104	0.9304347826086956	0.9285714285714286	115	107	1	1
F2656787	Venustampulla echinocandica	ingroup	Ascomycota;Leotiomycetes;Helotiales;Pleuroascaceae;Venustampulla	121	113	8	11	102	0.9338842975206612	0.9272727272727272	121	113	1	1
F195108	Fusarium falciforme	ingroup	Ascomycota;Sordariomycetes;Hypocreales;Nectriaceae;Fusarium	84	77	7	5	72	0.9166666666666666	0.9113924050632911	84	77	1	1
F5127	Fusarium fujikuroi	ingroup	Ascomycota;Sordariomycetes;Hypocreales;Nectriaceae;Fusarium	119	111	8	4	107	0.9327731092436975	0.9304347826086956	119	111	1	1
F5518	Fusarium graminearum	ingroup	Ascomycota;Sordariomycetes;Hypocreales;Nectriaceae;Fusarium	108	105	3	4	101	0.9722222222222222	0.9711538461538461	108	105	1	1
F1328300	Fusarium keratoplasticum	ingroup	Ascomycota;Sordariomycetes;Hypocreales;Nectriaceae;Fusarium	50	49	1	2	47	0.98	0.9791666666666666	50	49	1	1
F1042133	Fusarium musae	ingroup	Ascomycota;Sordariomycetes;Hypocreales;Nectriaceae;Fusarium	120	112	8	4	108	0.9333333333333333	0.9310344827586207	120	112	1	1
F5507	Fusarium oxysporum	ingroup	Ascomycota;Sordariomycetes;Hypocreales;Nectriaceae;Fusarium	68	62	6	5	57	0.9117647058823529	0.9047619047619048	68	62	1	1
F36050	Fusarium poae	ingroup	Ascomycota;Sordariomycetes;Hypocreales;Nectriaceae;Fusarium	95	89	6	3	86	0.9368421052631579	0.9347826086956522	95	89	1	1
F101028	Fusarium pseudograminearum	ingroup	Ascomycota;Sordariomycetes;Hypocreales;Nectriaceae;Fusarium	120	114	6	3	111	0.95	0.9487179487179487	120	114	1	1
F5128	Fusarium sambucinum	ingroup	Ascomycota;Sordariomycetes;Hypocreales;Nectriaceae;Fusarium	34	33	1	1	32	0.9705882352941176	0.9696969696969697	34	33	1	1
F117187	Fusarium verticillioides	ingroup	Ascomycota;Sordariomycetes;Hypocreales;Nectriaceae;Fusarium	100	93	7	6	87	0.93	0.925531914893617	100	93	1	1
F173216	Trichoderma aggressivum	ingroup	Ascomycota;Sordariomycetes;Hypocreales;Hypocreaceae;Trichoderma	119	111	8	11	100	0.9327731092436975	0.9259259259259259	119	111	1	1
F101201	Trichoderma asperellum	ingroup	Ascomycota;Sordariomycetes;Hypocreales;Hypocreaceae;Trichoderma	101	96	5	8	88	0.9504950495049505	0.946236559139785	101	96	1	1
F63577	Trichoderma atroviride	ingroup	Ascomycota;Sordariomycetes;Hypocreales;Hypocreaceae;Trichoderma	85	80	5	2	78	0.9411764705882353	0.9397590361445783	85	80	1	1
F2034170	Trichoderma breve	ingroup	Ascomycota;Sordariomycetes;Hypocreales;Hypocreaceae;Trichoderma	122	116	6	7	109	0.9508196721311475	0.9478260869565217	122	116	1	1
F1738374	Trichoderma camerunense	ingroup	Ascomycota;Sordariomycetes;Hypocreales;Hypocreaceae;Trichoderma	60	57	3	5	52	0.95	0.9454545454545454	60	57	1	1
F58853	Trichoderma citrinoviride	ingroup	Ascomycota;Sordariomycetes;Hypocreales;Hypocreaceae;Trichoderma	121	114	7	4	110	0.9421487603305785	0.9401709401709402	121	114	1	1
F549676	Trichoderma evansii	ingroup	Ascomycota;Sordariomycetes;Hypocreales;Hypocreaceae;Trichoderma	36	32	4	2	30	0.8888888888888888	0.8823529411764706	36	32	1	1
F398673	Trichoderma gamsii	ingroup	Ascomycota;Sordariomycetes;Hypocreales;Hypocreaceae;Trichoderma	113	107	6	11	96	0.9469026548672567	0.9411764705882353	113	107	1	1
F65468	Trichoderma ghanense	ingroup	Ascomycota;Sordariomycetes;Hypocreales;Hypocreaceae;Trichoderma	33	29	4	6	23	0.8787878787878788	0.8518518518518519	33	29	1	1
F5544	Trichoderma harzianum	ingroup	Ascomycota;Sordariomycetes;Hypocreales;Hypocreaceae;Trichoderma	119	113	6	5	108	0.9495798319327731	0.9473684210526315	119	113	1	1
F2732470	Bacidia gigantensis	ingroup	Ascomycota;Lecanoromycetes;Lecanorales;Ramalinaceae;Bacidia	28	28	0	11	17	1.0	1.0	28	28	1	1
F209136	Lepraria neglecta	ingroup	Ascomycota;Lecanoromycetes;Lecanorales;Stereocaulaceae;Lepraria	122	118	4	15	103	0.9672131147540983	0.9626168224299065	122	118	1	1
F560253	Letharia lupina	ingroup	Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Letharia	120	114	6	11	103	0.95	0.944954128440367	120	114	1	1
F2939399	Claussenomyces sp. TS43310	ingroup	Ascomycota;Leotiomycetes;Leotiales;Tympanidaceae;Claussenomyces	28	25	3	7	18	0.8928571428571429	0.8571428571428571	28	25	1	1
F3384825	Phaeococcomyces sp. EXF-18165	ingroup	Ascomycota;Arthoniomycetes;Lichenostigmatales;Phaeococcomycetaceae;Phaeococcomyces	28	24	4	6	18	0.8571428571428571	0.8181818181818182	28	24	1	1
F174425	Lichina confinis	ingroup	Ascomycota;Lichinomycetes;Lichinales;Lichinaceae;Lichina	28	24	4	6	18	0.8571428571428571	0.8181818181818182	28	24	1	1
F318774	Phylliscum demangeonii	ingroup	Ascomycota;Lichinomycetes;Lichinales;Phylliscaceae;Phylliscum	28	28	0	9	19	1.0	1.0	28	28	1	1
F2796175	Watsoniomyces obsoletus	ingroup	Ascomycota;Lichinomycetes;Lichinales;Porocyphaceae;Watsoniomyces	28	24	4	6	18	0.8571428571428571	0.8181818181818182	28	24	1	1
F578093	Lineolata rhizophorae	ingroup	Ascomycota;Dothideomycetes;Lineolatales;Lineolataceae;Lineolata	120	114	6	17	97	0.95	0.941747572815534	120	114	1	1
F1125753	Limtongia smithiae	ingroup	Ascomycota;Lipomycetes;Lipomycetales;Lipomycetaceae;Limtongia	28	24	4	2	22	0.8571428571428571	0.8461538461538461	28	24	1	1
F383834	Lipomyces doorenjongii	ingroup	Ascomycota;Lipomycetes;Lipomycetales;Lipomycetaceae;Lipomyces	28	24	4	4	20	0.8571428571428571	0.8333333333333334	28	24	1	1
F44089	Neoaidaea tothii	ingroup	Ascomycota;Lipomycetes;Lipomycetales;Lipomycetaceae;Neoaidaea	28	24	4	7	17	0.8571428571428571	0.8095238095238095	28	24	1	1
F339359	Zalerion maritima	ingroup	Ascomycota;Sordariomycetes;Lulworthiales;Lulworthiaceae;Zalerion	117	115	2	16	99	0.9829059829059829	0.9801980198019802	117	115	1	1
F36779	Gaeumannomyces tritici	ingroup	Ascomycota;Sordariomycetes;Magnaporthales;Magnaporthaceae;Gaeumannomyces	120	116	4	4	112	0.9666666666666667	0.9655172413793104	120	116	1	1
F148304	Magnaporthiopsis poae	ingroup	Ascomycota;Sordariomycetes;Magnaporthales;Magnaporthaceae;Magnaporthiopsis	97	93	4	15	78	0.9587628865979382	0.9512195121951219	97	93	1	1
F148305	Pyricularia grisea	ingroup	Ascomycota;Sordariomycetes;Magnaporthales;Pyriculariaceae;Pyricularia	118	111	7	6	105	0.940677966101695	0.9375	118	111	1	1
F2035830	Berkeleyomyces rouxiae	ingroup	Ascomycota;Sordariomycetes;Microascales;Ceratocystidaceae;Berkeleyomyces	29	27	2	3	24	0.9310344827586207	0.9230769230769231	29	27	1	1
F2019550	Ceratocystis lukuohia	ingroup	Ascomycota;Sordariomycetes;Microascales;Ceratocystidaceae;Ceratocystis	28	27	1	8	19	0.9642857142857143	0.95	28	27	1	1
F563466	Scedosporium apiospermum	ingroup	Ascomycota;Sordariomycetes;Microascales;Microascaceae;Scedosporium	95	88	7	8	80	0.9263157894736842	0.9195402298850575	95	88	1	1
F703497	Microthyrium microscopicum	ingroup	Ascomycota;Dothideomycetes;Microthyriales;Microthyriaceae;Microthyrium	123	116	7	8	108	0.943089430894309	0.9391304347826087	123	116	1	1
F122368	Cercospora beticola	ingroup	Ascomycota;Dothideomycetes;Mycosphaerellales;Mycosphaerellaceae;Cercospora	118	111	7	4	107	0.940677966101695	0.9385964912280702	118	111	1	1
F574656	Recurvomyces mirabilis	ingroup	Ascomycota;Dothideomycetes;Mycosphaerellales;Teratosphaeriaceae;Recurvomyces	113	107	6	17	90	0.9469026548672567	0.9375	113	107	1	1
F1690608	Saxophila tyrrhenica	ingroup	Ascomycota;Dothideomycetes;Mycosphaerellales;Extremaceae;Saxophila	122	117	5	9	108	0.9590163934426229	0.9557522123893806	122	117	1	1
F2601811	Elsinoe batatas	ingroup	Ascomycota;Dothideomycetes;Myriangiales;Elsinoaceae;Elsinoe	120	113	7	12	101	0.9416666666666667	0.9351851851851852	120	113	1	1
F147570	Myriangium duriaei	ingroup	Ascomycota;Dothideomycetes;Myriangiales;Myriangiaceae;Myriangium	123	114	9	8	106	0.926829268292683	0.9217391304347826	123	114	1	1
F2082308	Sphaceloma murrayae	ingroup	Ascomycota;Dothideomycetes;Myriangiales;Elsinoaceae;Sphaceloma	123	114	9	9	105	0.926829268292683	0.9210526315789473	123	114	1	1
F741139	Lepidopterella palustris	ingroup	Ascomycota;Dothideomycetes;Mytilinidiales;Argynnaceae;Lepidopterella	122	111	11	5	106	0.9098360655737705	0.905982905982906	122	111	1	1
F390894	Lophium mytilinum	ingroup	Ascomycota;Dothideomycetes;Mytilinidiales;Mytilinidiaceae;Lophium	122	116	6	9	107	0.9508196721311475	0.9469026548672567	122	116	1	1
F574789	Mytilinidion resinicola	ingroup	Ascomycota;Dothideomycetes;Mytilinidiales;Mytilinidiaceae;Mytilinidion	122	117	5	3	114	0.9590163934426229	0.957983193277311	122	117	1	1
F48691	Neolecta irregularis	ingroup	Ascomycota;Neolectomycetes;Neolectales;Neolectaceae;Neolecta	109	108	1	22	86	0.9908256880733946	0.9885057471264368	109	108	1	1
F92988	Neophaeotheca triangularis	ingroup	Ascomycota;Dothideomycetes;Neophaeothecales;Neophaeothecaceae;Neophaeotheca	28	23	5	4	19	0.8214285714285714	0.7916666666666666	28	23	1	1
F199306	Coccidioides posadasii	ingroup	Ascomycota;Eurotiomycetes;Onygenales;Onygenaceae;Coccidioides	28	26	2	1	25	0.9285714285714286	0.9259259259259259	28	26	1	1
F63402	Nannizzia gypsea	ingroup	Ascomycota;Eurotiomycetes;Onygenales;Arthrodermataceae;Nannizzia	121	115	6	6	109	0.9504132231404959	0.9478260869565217	121	115	1	1
F1048829	Paracoccidioides lutzii	ingroup	Ascomycota;Eurotiomycetes;Onygenales;Ajellomycetaceae;Paracoccidioides	124	117	7	10	107	0.9435483870967742	0.9385964912280702	124	117	1	1
F226899	Leptographium clavigerum	ingroup	Ascomycota;Sordariomycetes;Ophiostomatales;Ophiostomataceae;Leptographium	115	108	7	21	87	0.9391304347826087	0.925531914893617	115	108	1	1
F61273	Ophiostoma piceae	ingroup	Ascomycota;Sordariomycetes;Ophiostomatales;Ophiostomataceae;Ophiostoma	120	116	4	15	101	0.9666666666666667	0.9619047619047619	120	116	1	1
F29908	Sporothrix schenckii	ingroup	Ascomycota;Sordariomycetes;Ophiostomatales;Ophiostomataceae;Sporothrix	61	58	3	11	47	0.9508196721311475	0.94	61	58	1	1
F97331	Arthrobotrys flagrans	ingroup	Ascomycota;Orbiliomycetes;Orbiliales;Orbiliaceae;Arthrobotrys	122	116	6	12	104	0.9508196721311475	0.9454545454545454	122	116	1	1
F1814901	Dactylella cylindrospora	ingroup	Ascomycota;Orbiliomycetes;Orbiliales;Orbiliaceae;Dactylella	28	23	5	6	17	0.8214285714285714	0.7727272727272727	28	23	1	1
F2813651	Orbilia oligospora	ingroup	Ascomycota;Orbiliomycetes;Orbiliales;Orbiliaceae;Orbilia	122	115	7	12	103	0.9426229508196722	0.9363636363636364	122	115	1	1
F1940652	Gomphillus americanus	ingroup	Ascomycota;Lecanoromycetes;Ostropales;Graphidaceae;Gomphillus	118	114	4	14	100	0.9661016949152542	0.9615384615384616	118	114	1	1
F2704026	Stictis urceolata	ingroup	Ascomycota;Lecanoromycetes;Ostropales;Stictidaceae;Stictis	28	22	6	5	17	0.7857142857142857	0.7391304347826086	28	22	1	1
