taxon_a	species_a	state_a	taxon_b	species_b	state_b	different_published_states	common_sequences	common_esmfold	common_alphafold	common_either_matched_source	common_any_model	common_only_mixed_sources	alphafold_marker_ids	esmfold_marker_ids
F1004511	Amanita polypyramis	ectomycorrhizal	F48565	Suillus brevipes	ectomycorrhizal	False	107	98	0	98	98	0		129234at2759;201273at2759;207567at2759;260326at2759;2852757at2759;288615at2759;319730at2759;345792at2759;352891at2759;3643464at2759;4613677at2759;4764044at2759;4803900at2759;4810093at2759;4813267at2759;4823929at2759;4837017at2759;4838864at2759;4843824at2759;4900375at2759;4908955at2759;4969018at2759;4969636at2759;4969990at2759;4970387at2759;4970538at2759;4971272at2759;4974767at2759;4976279at2759;4977163at2759;4977863at2759;4983000at2759;4985971at2759;5000045at2759;5000362at2759;5000452at2759;5000476at2759;5000743at2759;5000823at2759;5000870at2759;5000986at2759;5001156at2759;5001273at2759;5001280at2759;5001318at2759;5001413at2759;5001473at2759;5001660at2759;5001734at2759;5002334at2759;5002573at2759;5003192at2759;5003856at2759;5003972at2759;5004118at2759;5004265at2759;5004327at2759;5004478at2759;5004599at2759;5005010at2759;5005174at2759;5005196at2759;5005215at2759;5005217at2759;5005274at2759;5005697at2759;5005750at2759;5005892at2759;5006326at2759;5006412at2759;5011777at2759;5013042at2759;5013067at2759;5013259at2759;5013539at2759;5013726at2759;5013992at2759;5014007at2759;5015403at2759;5015647at2759;5015712at2759;5015742at2759;5015876at2759;5017019at2759;5018803at2759;529759at2759;530740at2759;539632at2759;540946at2759;541070at2759;554735at2759;649304at2759;707076at2759;707202at2759;730114at2759;760428at2759;776280at2759;801816at2759
F1004511	Amanita polypyramis	ectomycorrhizal	F1904413	Suillus clintonianus	ectomycorrhizal	False	107	97	0	97	97	0		201273at2759;207567at2759;260326at2759;2852757at2759;288615at2759;319730at2759;345792at2759;352891at2759;3643464at2759;4613677at2759;4747214at2759;4764044at2759;4803900at2759;4810093at2759;4823929at2759;4837017at2759;4838864at2759;4843824at2759;4896098at2759;4900375at2759;4908955at2759;4969018at2759;4969636at2759;4969990at2759;4970387at2759;4970538at2759;4971272at2759;4974767at2759;4976279at2759;4977163at2759;4977863at2759;4983000at2759;4985971at2759;5000045at2759;5000362at2759;5000452at2759;5000476at2759;5000743at2759;5000823at2759;5000870at2759;5000986at2759;5001156at2759;5001273at2759;5001280at2759;5001318at2759;5001413at2759;5001473at2759;5001660at2759;5001734at2759;5002334at2759;5002573at2759;5003192at2759;5003856at2759;5003972at2759;5004118at2759;5004265at2759;5004327at2759;5004478at2759;5004599at2759;5005010at2759;5005174at2759;5005196at2759;5005215at2759;5005217at2759;5005274at2759;5005697at2759;5005750at2759;5006326at2759;5006412at2759;5011777at2759;5013042at2759;5013067at2759;5013259at2759;5013539at2759;5013726at2759;5013992at2759;5014007at2759;5015403at2759;5015647at2759;5015712at2759;5015742at2759;5015876at2759;5017019at2759;5018803at2759;529759at2759;530740at2759;539632at2759;540946at2759;541070at2759;554735at2759;649304at2759;707076at2759;707202at2759;730114at2759;760428at2759;776280at2759;801816at2759
F1004511	Amanita polypyramis	ectomycorrhizal	F1912939	Suillus fuscotomentosus	ectomycorrhizal	False	101	62	0	62	93	31		129234at2759;201273at2759;207567at2759;260326at2759;2852757at2759;319730at2759;345792at2759;352891at2759;4803900at2759;4823929at2759;4837017at2759;4843824at2759;4896098at2759;4900375at2759;4908955at2759;4969990at2759;4971272at2759;4974767at2759;4976279at2759;4977163at2759;5000452at2759;5000476at2759;5000743at2759;5001156at2759;5001273at2759;5001318at2759;5001413at2759;5001473at2759;5001734at2759;5002334at2759;5002573at2759;5003192at2759;5003856at2759;5003972at2759;5004118at2759;5004265at2759;5004478at2759;5005010at2759;5005174at2759;5005196at2759;5005274at2759;5005750at2759;5005892at2759;5013042at2759;5013067at2759;5013259at2759;5013539at2759;5013726at2759;5015403at2759;5015712at2759;5015742at2759;5017019at2759;529759at2759;539632at2759;540946at2759;541070at2759;554735at2759;649304at2759;707076at2759;707202at2759;760428at2759;801816at2759
F1004511	Amanita polypyramis	ectomycorrhizal	F48578	Suillus paluster	ectomycorrhizal	False	105	96	0	96	96	0		129234at2759;201273at2759;207567at2759;260326at2759;2852757at2759;288615at2759;319730at2759;345792at2759;352891at2759;3643464at2759;4613677at2759;4764044at2759;4803900at2759;4810093at2759;4823929at2759;4837017at2759;4838864at2759;4843824at2759;4896098at2759;4900375at2759;4908955at2759;4969018at2759;4969636at2759;4969990at2759;4970387at2759;4970538at2759;4971272at2759;4974767at2759;4976279at2759;4977163at2759;4977863at2759;4983000at2759;4985971at2759;5000045at2759;5000452at2759;5000476at2759;5000743at2759;5000823at2759;5000870at2759;5000986at2759;5001156at2759;5001273at2759;5001280at2759;5001318at2759;5001413at2759;5001473at2759;5001660at2759;5001734at2759;5002334at2759;5002573at2759;5003192at2759;5003856at2759;5003972at2759;5004118at2759;5004265at2759;5004327at2759;5004478at2759;5004599at2759;5005010at2759;5005174at2759;5005196at2759;5005215at2759;5005217at2759;5005274at2759;5005697at2759;5005750at2759;5005892at2759;5006326at2759;5006412at2759;5011777at2759;5013042at2759;5013067at2759;5013259at2759;5013539at2759;5013726at2759;5013992at2759;5014007at2759;5015403at2759;5015647at2759;5015712at2759;5015742at2759;5017019at2759;5018803at2759;529759at2759;530740at2759;539632at2759;540946at2759;541070at2759;554735at2759;649304at2759;707076at2759;707202at2759;730114at2759;760428at2759;776280at2759;801816at2759
F1004511	Amanita polypyramis	ectomycorrhizal	F116603	Suillus plorans	ectomycorrhizal	False	105	61	0	61	96	35		129234at2759;201273at2759;207567at2759;260326at2759;2852757at2759;319730at2759;352891at2759;4613677at2759;4803900at2759;4823929at2759;4837017at2759;4843824at2759;4896098at2759;4900375at2759;4908955at2759;4969990at2759;4970387at2759;4974767at2759;4977163at2759;4985971at2759;5000045at2759;5000452at2759;5000476at2759;5000743at2759;5001156at2759;5001273at2759;5001318at2759;5001413at2759;5001473at2759;5002334at2759;5002573at2759;5003192at2759;5003856at2759;5003972at2759;5004118at2759;5004265at2759;5004478at2759;5005010at2759;5005174at2759;5005196at2759;5005274at2759;5005750at2759;5005892at2759;5013042at2759;5013067at2759;5013259at2759;5013539at2759;5013726at2759;5015403at2759;5015742at2759;5017019at2759;529759at2759;539632at2759;540946at2759;541070at2759;554735at2759;649304at2759;707076at2759;707202at2759;760428at2759;801816at2759
F1004511	Amanita polypyramis	ectomycorrhizal	F48586	Suillus subalutaceus	ectomycorrhizal	False	105	95	0	95	95	0		129234at2759;201273at2759;207567at2759;260326at2759;2852757at2759;288615at2759;319730at2759;345792at2759;352891at2759;3643464at2759;4613677at2759;4747214at2759;4764044at2759;4803900at2759;4810093at2759;4823929at2759;4837017at2759;4838864at2759;4843824at2759;4896098at2759;4900375at2759;4908955at2759;4969018at2759;4969636at2759;4969990at2759;4970387at2759;4970538at2759;4971272at2759;4974767at2759;4976279at2759;4977163at2759;4977863at2759;4983000at2759;5000045at2759;5000362at2759;5000452at2759;5000476at2759;5000823at2759;5000870at2759;5000986at2759;5001156at2759;5001280at2759;5001318at2759;5001413at2759;5001473at2759;5001660at2759;5001734at2759;5002334at2759;5002573at2759;5003192at2759;5003856at2759;5003972at2759;5004118at2759;5004265at2759;5004327at2759;5004478at2759;5005010at2759;5005174at2759;5005196at2759;5005215at2759;5005217at2759;5005274at2759;5005697at2759;5005750at2759;5005892at2759;5006326at2759;5006412at2759;5011777at2759;5013042at2759;5013067at2759;5013259at2759;5013539at2759;5013726at2759;5013992at2759;5014007at2759;5015403at2759;5015647at2759;5015712at2759;5015742at2759;5015876at2759;5017019at2759;5018803at2759;529759at2759;530740at2759;539632at2759;540946at2759;541070at2759;554735at2759;649304at2759;707076at2759;707202at2759;730114at2759;760428at2759;776280at2759;801816at2759
F1004511	Amanita polypyramis	ectomycorrhizal	F48587	Suillus subaureus	ectomycorrhizal	False	102	63	0	63	92	29		129234at2759;201273at2759;207567at2759;260326at2759;2852757at2759;319730at2759;345792at2759;352891at2759;4613677at2759;4747214at2759;4803900at2759;4823929at2759;4837017at2759;4843824at2759;4896098at2759;4900375at2759;4908955at2759;4969018at2759;4969990at2759;4974767at2759;4976279at2759;4977163at2759;5000045at2759;5000452at2759;5000476at2759;5000743at2759;5001156at2759;5001318at2759;5001413at2759;5001473at2759;5001734at2759;5002334at2759;5002573at2759;5003192at2759;5003856at2759;5003972at2759;5004118at2759;5004265at2759;5005010at2759;5005174at2759;5005196at2759;5005274at2759;5005750at2759;5005892at2759;5013042at2759;5013067at2759;5013259at2759;5013539at2759;5013726at2759;5015403at2759;5015742at2759;5017019at2759;529759at2759;530740at2759;539632at2759;540946at2759;541070at2759;554735at2759;649304at2759;707076at2759;707202at2759;760428at2759;801816at2759
F1004511	Amanita polypyramis	ectomycorrhizal	F48593	Suillus weaverae	ectomycorrhizal	False	108	98	0	98	98	0		129234at2759;207567at2759;260326at2759;2852757at2759;288615at2759;319730at2759;345792at2759;352891at2759;3643464at2759;4613677at2759;4747214at2759;4764044at2759;4803900at2759;4810093at2759;4823929at2759;4837017at2759;4838864at2759;4843824at2759;4896098at2759;4900375at2759;4908955at2759;4969018at2759;4969636at2759;4969990at2759;4970387at2759;4970538at2759;4971272at2759;4974767at2759;4976279at2759;4977163at2759;4977863at2759;4983000at2759;4985971at2759;5000045at2759;5000362at2759;5000452at2759;5000476at2759;5000743at2759;5000823at2759;5000870at2759;5000986at2759;5001156at2759;5001273at2759;5001280at2759;5001318at2759;5001413at2759;5001473at2759;5001660at2759;5001734at2759;5002334at2759;5002573at2759;5003192at2759;5003856at2759;5003972at2759;5004118at2759;5004265at2759;5004327at2759;5004478at2759;5004599at2759;5005010at2759;5005174at2759;5005196at2759;5005215at2759;5005217at2759;5005274at2759;5005697at2759;5005750at2759;5005892at2759;5006326at2759;5006412at2759;5011777at2759;5013042at2759;5013067at2759;5013259at2759;5013539at2759;5013726at2759;5013992at2759;5014007at2759;5015403at2759;5015647at2759;5015712at2759;5015742at2759;5015876at2759;5017019at2759;5018803at2759;529759at2759;530740at2759;539632at2759;540946at2759;541070at2759;554735at2759;649304at2759;707076at2759;707202at2759;730114at2759;760428at2759;776280at2759;801816at2759
F1004511	Amanita polypyramis	ectomycorrhizal	F89243	Laccaria amethystina	ectomycorrhizal	False	105	67	0	67	95	28		201273at2759;207567at2759;260326at2759;2852757at2759;319730at2759;345792at2759;352891at2759;4613677at2759;4747214at2759;4803900at2759;4823929at2759;4837017at2759;4843824at2759;4896098at2759;4900375at2759;4908955at2759;4969018at2759;4969636at2759;4969990at2759;4970387at2759;4971272at2759;4974767at2759;4977163at2759;4985971at2759;5000045at2759;5000452at2759;5000476at2759;5000743at2759;5001156at2759;5001273at2759;5001318at2759;5001413at2759;5001473at2759;5001734at2759;5002334at2759;5002573at2759;5003192at2759;5003856at2759;5003972at2759;5004118at2759;5004265at2759;5004478at2759;5005010at2759;5005174at2759;5005196at2759;5005217at2759;5005274at2759;5005750at2759;5005892at2759;5013042at2759;5013067at2759;5013259at2759;5013539at2759;5013726at2759;5015403at2759;5017019at2759;529759at2759;530740at2759;539632at2759;540946at2759;541070at2759;554735at2759;649304at2759;707076at2759;707202at2759;760428at2759;801816at2759
F1004511	Amanita polypyramis	ectomycorrhizal	F80663	Piloderma croceum	ectomycorrhizal	False	106	64	0	64	97	33		129234at2759;201273at2759;207567at2759;260326at2759;2852757at2759;319730at2759;345792at2759;352891at2759;4613677at2759;4747214at2759;4803900at2759;4823929at2759;4837017at2759;4843824at2759;4900375at2759;4908955at2759;4969018at2759;4969990at2759;4970387at2759;4974767at2759;4976279at2759;4977163at2759;4985971at2759;5000045at2759;5000452at2759;5000476at2759;5000743at2759;5001156at2759;5001273at2759;5001318at2759;5001413at2759;5001473at2759;5002334at2759;5002573at2759;5003192at2759;5003856at2759;5003972at2759;5004118at2759;5004265at2759;5004478at2759;5005010at2759;5005174at2759;5005196at2759;5005217at2759;5005274at2759;5005750at2759;5005892at2759;5013042at2759;5013259at2759;5013539at2759;5013726at2759;5015403at2759;5017019at2759;529759at2759;530740at2759;539632at2759;540946at2759;541070at2759;554735at2759;649304at2759;707076at2759;707202at2759;760428at2759;801816at2759
F1004511	Amanita polypyramis	ectomycorrhizal	F5570	Cenococcum geophilum	ectomycorrhizal	False	106	94	0	94	94	0		129234at2759;201273at2759;207567at2759;260326at2759;2852757at2759;288615at2759;319730at2759;345792at2759;352891at2759;3643464at2759;4613677at2759;4747214at2759;4764044at2759;4803900at2759;4810093at2759;4823929at2759;4837017at2759;4838864at2759;4843824at2759;4896098at2759;4900375at2759;4908955at2759;4969018at2759;4969636at2759;4969990at2759;4970387at2759;4970538at2759;4971272at2759;4974767at2759;4976279at2759;4977163at2759;4977863at2759;4983000at2759;4985971at2759;5000045at2759;5000362at2759;5000452at2759;5000476at2759;5000743at2759;5000870at2759;5000986at2759;5001156at2759;5001273at2759;5001280at2759;5001318at2759;5001413at2759;5001473at2759;5001660at2759;5001734at2759;5002334at2759;5002573at2759;5003192at2759;5003856at2759;5003972at2759;5004118at2759;5004265at2759;5004327at2759;5004478at2759;5004599at2759;5005010at2759;5005174at2759;5005196at2759;5005215at2759;5005217at2759;5005274at2759;5005697at2759;5005892at2759;5006326at2759;5006412at2759;5013042at2759;5013067at2759;5013259at2759;5013539at2759;5013726at2759;5013992at2759;5015403at2759;5015647at2759;5015712at2759;5015742at2759;5015876at2759;5017019at2759;5018803at2759;529759at2759;539632at2759;540946at2759;541070at2759;554735at2759;649304at2759;707076at2759;707202at2759;730114at2759;760428at2759;776280at2759;801816at2759
F1004511	Amanita polypyramis	ectomycorrhizal	F39416	Tuber melanosporum	ectomycorrhizal	False	103	59	0	59	95	36		129234at2759;201273at2759;207567at2759;260326at2759;319730at2759;352891at2759;4613677at2759;4747214at2759;4803900at2759;4823929at2759;4837017at2759;4843824at2759;4896098at2759;4900375at2759;4908955at2759;4969018at2759;4969636at2759;4969990at2759;4970387at2759;4971272at2759;4974767at2759;4976279at2759;4977163at2759;4985971at2759;5000045at2759;5000452at2759;5000476at2759;5000743at2759;5001273at2759;5001413at2759;5001473at2759;5001734at2759;5002334at2759;5002573at2759;5003856at2759;5003972at2759;5004118at2759;5004265at2759;5004478at2759;5005010at2759;5005174at2759;5005217at2759;5005274at2759;5005750at2759;5005892at2759;5013042at2759;5013067at2759;5013259at2759;5013539at2759;5013726at2759;5015403at2759;5015712at2759;529759at2759;539632at2759;541070at2759;554735at2759;649304at2759;707076at2759;801816at2759
F1004511	Amanita polypyramis	ectomycorrhizal	F574774	Glonium stellatum	saprotrophic	True	105	60	0	60	96	36		129234at2759;201273at2759;207567at2759;260326at2759;345792at2759;352891at2759;4747214at2759;4803900at2759;4823929at2759;4837017at2759;4843824at2759;4896098at2759;4900375at2759;4908955at2759;4969018at2759;4969636at2759;4969990at2759;4970387at2759;4971272at2759;4974767at2759;4977163at2759;4985971at2759;5000045at2759;5000452at2759;5000476at2759;5000743at2759;5001273at2759;5001318at2759;5001413at2759;5001473at2759;5001734at2759;5002334at2759;5002573at2759;5003856at2759;5003972at2759;5004118at2759;5004478at2759;5005010at2759;5005174at2759;5005196at2759;5005274at2759;5005750at2759;5005892at2759;5013042at2759;5013067at2759;5013259at2759;5013539at2759;5013726at2759;5015403at2759;5015712at2759;5015742at2759;529759at2759;530740at2759;539632at2759;541070at2759;554735at2759;649304at2759;707076at2759;760428at2759;801816at2759
F1004511	Amanita polypyramis	ectomycorrhizal	F741139	Lepidopterella palustris	saprotrophic	True	109	64	0	64	99	35		129234at2759;201273at2759;207567at2759;260326at2759;2852757at2759;319730at2759;345792at2759;352891at2759;4613677at2759;4747214at2759;4803900at2759;4823929at2759;4837017at2759;4843824at2759;4896098at2759;4900375at2759;4908955at2759;4969018at2759;4969636at2759;4969990at2759;4970387at2759;4971272at2759;4974767at2759;4977163at2759;4985971at2759;5000045at2759;5000452at2759;5000476at2759;5000743at2759;5001273at2759;5001318at2759;5001413at2759;5001473at2759;5001734at2759;5002573at2759;5003856at2759;5003972at2759;5004118at2759;5004265at2759;5004478at2759;5005010at2759;5005174at2759;5005196at2759;5005274at2759;5005750at2759;5005892at2759;5013042at2759;5013067at2759;5013259at2759;5013539at2759;5013726at2759;5015403at2759;5015712at2759;5015742at2759;529759at2759;530740at2759;539632at2759;541070at2759;554735at2759;649304at2759;707076at2759;707202at2759;760428at2759;801816at2759
F1004511	Amanita polypyramis	ectomycorrhizal	F1750568	Cantharellus anzutake	ectomycorrhizal	False	90	82	0	82	82	0		129234at2759;201273at2759;207567at2759;260326at2759;2852757at2759;288615at2759;319730at2759;345792at2759;3643464at2759;4613677at2759;4747214at2759;4764044at2759;4803900at2759;4823929at2759;4838864at2759;4843824at2759;4896098at2759;4900375at2759;4908955at2759;4969018at2759;4969636at2759;4969990at2759;4970538at2759;4971272at2759;4974767at2759;4976279at2759;4977163at2759;4977863at2759;4983000at2759;4985971at2759;5000045at2759;5000362at2759;5000476at2759;5000743at2759;5000870at2759;5000986at2759;5001156at2759;5001273at2759;5001280at2759;5001473at2759;5001660at2759;5001734at2759;5002334at2759;5002573at2759;5003192at2759;5003856at2759;5003972at2759;5004118at2759;5004327at2759;5004478at2759;5005010at2759;5005174at2759;5005215at2759;5005217at2759;5005274at2759;5005697at2759;5005750at2759;5005892at2759;5006326at2759;5006412at2759;5011777at2759;5013042at2759;5013067at2759;5013259at2759;5013539at2759;5013726at2759;5015403at2759;5015647at2759;5015712at2759;5015742at2759;5015876at2759;529759at2759;530740at2759;539632at2759;540946at2759;541070at2759;707076at2759;707202at2759;730114at2759;760428at2759;776280at2759;801816at2759
