taxon_a	species_a	state_a	taxon_b	species_b	state_b	different_published_states	common_sequences	common_esmfold	common_alphafold	common_either_matched_source	common_any_model	common_only_mixed_sources	alphafold_marker_ids	esmfold_marker_ids
F933333	Amanita inopinata	asymbiotic	F48587	Suillus subaureus	ectomycorrhizal	True	112	62	0	62	94	32		129234at2759;201273at2759;207567at2759;260326at2759;2852757at2759;345792at2759;352891at2759;4613677at2759;4747214at2759;4803900at2759;4823929at2759;4837017at2759;4843824at2759;4867008at2759;4896098at2759;4900375at2759;4969018at2759;4969990at2759;4974767at2759;4976279at2759;5000045at2759;5000371at2759;5000452at2759;5000476at2759;5000743at2759;5001156at2759;5001413at2759;5001473at2759;5001734at2759;5002334at2759;5002573at2759;5003192at2759;5003856at2759;5003972at2759;5004118at2759;5004265at2759;5005010at2759;5005174at2759;5005196at2759;5005274at2759;5005750at2759;5005892at2759;5013042at2759;5013067at2759;5013259at2759;5013539at2759;5013726at2759;5015403at2759;5015742at2759;5017019at2759;529759at2759;530740at2759;539632at2759;540946at2759;541070at2759;554735at2759;649304at2759;707076at2759;707202at2759;727964at2759;760428at2759;801816at2759
F933333	Amanita inopinata	asymbiotic	F48593	Suillus weaverae	ectomycorrhizal	True	119	102	0	102	102	0		115730at2759;129234at2759;207567at2759;260326at2759;2852757at2759;288615at2759;340246at2759;345792at2759;352891at2759;3643464at2759;4613677at2759;4747214at2759;4764044at2759;4803900at2759;4810093at2759;4823929at2759;4837017at2759;4843240at2759;4843824at2759;4867008at2759;4896098at2759;4900375at2759;4911644at2759;4969018at2759;4969636at2759;4969990at2759;4970387at2759;4970538at2759;4974767at2759;4976279at2759;4977863at2759;4983000at2759;4985971at2759;4986044at2759;4987397at2759;5000045at2759;5000362at2759;5000371at2759;5000452at2759;5000476at2759;5000743at2759;5000823at2759;5000870at2759;5000986at2759;5001156at2759;5001273at2759;5001280at2759;5001413at2759;5001473at2759;5001660at2759;5001734at2759;5001941at2759;5002334at2759;5002573at2759;5003022at2759;5003192at2759;5003856at2759;5003972at2759;5004118at2759;5004265at2759;5004327at2759;5004478at2759;5005010at2759;5005174at2759;5005196at2759;5005215at2759;5005217at2759;5005274at2759;5005697at2759;5005750at2759;5005892at2759;5006326at2759;5006412at2759;5011777at2759;5013042at2759;5013067at2759;5013259at2759;5013539at2759;5013726at2759;5013992at2759;5014007at2759;5015403at2759;5015647at2759;5015742at2759;5015876at2759;5017019at2759;5018803at2759;529759at2759;530740at2759;538952at2759;539632at2759;540946at2759;541070at2759;554735at2759;649304at2759;707076at2759;707202at2759;727964at2759;730114at2759;760428at2759;776280at2759;801816at2759
F933333	Amanita inopinata	asymbiotic	F89243	Laccaria amethystina	ectomycorrhizal	True	117	67	0	67	99	32		115730at2759;201273at2759;207567at2759;260326at2759;2852757at2759;345792at2759;352891at2759;4613677at2759;4747214at2759;4803900at2759;4823929at2759;4837017at2759;4843824at2759;4867008at2759;4896098at2759;4900375at2759;4969018at2759;4969636at2759;4969990at2759;4970387at2759;4974767at2759;4985971at2759;5000045at2759;5000371at2759;5000452at2759;5000476at2759;5000743at2759;5001156at2759;5001273at2759;5001413at2759;5001473at2759;5001734at2759;5002334at2759;5002573at2759;5003192at2759;5003856at2759;5003972at2759;5004118at2759;5004265at2759;5004478at2759;5005010at2759;5005174at2759;5005196at2759;5005217at2759;5005274at2759;5005750at2759;5005892at2759;5013042at2759;5013067at2759;5013259at2759;5013539at2759;5013726at2759;5015403at2759;5017019at2759;529759at2759;530740at2759;538952at2759;539632at2759;540946at2759;541070at2759;554735at2759;649304at2759;707076at2759;707202at2759;727964at2759;760428at2759;801816at2759
F933333	Amanita inopinata	asymbiotic	F80663	Piloderma croceum	ectomycorrhizal	True	117	64	0	64	100	36		115730at2759;129234at2759;201273at2759;207567at2759;260326at2759;2852757at2759;345792at2759;352891at2759;4613677at2759;4747214at2759;4803900at2759;4823929at2759;4837017at2759;4843824at2759;4867008at2759;4900375at2759;4969018at2759;4969990at2759;4970387at2759;4974767at2759;4976279at2759;4985971at2759;5000045at2759;5000371at2759;5000452at2759;5000476at2759;5000743at2759;5001156at2759;5001273at2759;5001413at2759;5001473at2759;5002334at2759;5002573at2759;5003192at2759;5003856at2759;5003972at2759;5004118at2759;5004265at2759;5004478at2759;5005010at2759;5005174at2759;5005196at2759;5005217at2759;5005274at2759;5005750at2759;5005892at2759;5013042at2759;5013259at2759;5013539at2759;5013726at2759;5015403at2759;5017019at2759;529759at2759;530740at2759;539632at2759;540946at2759;541070at2759;554735at2759;649304at2759;707076at2759;707202at2759;727964at2759;760428at2759;801816at2759
F933333	Amanita inopinata	asymbiotic	F5570	Cenococcum geophilum	ectomycorrhizal	True	117	97	0	97	97	0		115730at2759;129234at2759;160487at2759;201273at2759;207567at2759;260326at2759;2852757at2759;288615at2759;340246at2759;345792at2759;352891at2759;3643464at2759;4613677at2759;4747214at2759;4764044at2759;4803900at2759;4810093at2759;4823929at2759;4837017at2759;4843240at2759;4843824at2759;4867008at2759;4896098at2759;4900375at2759;4969018at2759;4969636at2759;4969990at2759;4970387at2759;4970538at2759;4974767at2759;4976279at2759;4977863at2759;4983000at2759;4985971at2759;4986044at2759;5000045at2759;5000362at2759;5000371at2759;5000452at2759;5000476at2759;5000743at2759;5000870at2759;5000986at2759;5001156at2759;5001273at2759;5001280at2759;5001413at2759;5001473at2759;5001660at2759;5001734at2759;5001941at2759;5002334at2759;5002573at2759;5003022at2759;5003192at2759;5003856at2759;5003972at2759;5004118at2759;5004265at2759;5004327at2759;5004478at2759;5005010at2759;5005174at2759;5005196at2759;5005215at2759;5005217at2759;5005274at2759;5005697at2759;5005892at2759;5006326at2759;5006412at2759;5013042at2759;5013067at2759;5013259at2759;5013539at2759;5013726at2759;5013992at2759;5015403at2759;5015647at2759;5015742at2759;5015876at2759;5017019at2759;5018803at2759;529759at2759;538952at2759;539632at2759;540946at2759;541070at2759;554735at2759;649304at2759;707076at2759;707202at2759;727964at2759;730114at2759;760428at2759;776280at2759;801816at2759
F933333	Amanita inopinata	asymbiotic	F39416	Tuber melanosporum	ectomycorrhizal	True	114	59	0	59	99	40		115730at2759;129234at2759;201273at2759;207567at2759;260326at2759;352891at2759;4613677at2759;4747214at2759;4803900at2759;4823929at2759;4837017at2759;4843824at2759;4867008at2759;4896098at2759;4900375at2759;4969018at2759;4969636at2759;4969990at2759;4970387at2759;4974767at2759;4976279at2759;4985971at2759;5000045at2759;5000371at2759;5000452at2759;5000476at2759;5000743at2759;5001273at2759;5001413at2759;5001473at2759;5001734at2759;5002334at2759;5002573at2759;5003856at2759;5003972at2759;5004118at2759;5004265at2759;5004478at2759;5005010at2759;5005174at2759;5005217at2759;5005274at2759;5005750at2759;5005892at2759;5013042at2759;5013067at2759;5013259at2759;5013539at2759;5013726at2759;5015403at2759;529759at2759;538952at2759;539632at2759;541070at2759;554735at2759;649304at2759;707076at2759;727964at2759;801816at2759
F933333	Amanita inopinata	asymbiotic	F574774	Glonium stellatum	saprotrophic	True	117	59	0	59	100	41		115730at2759;129234at2759;201273at2759;207567at2759;260326at2759;345792at2759;352891at2759;4747214at2759;4803900at2759;4823929at2759;4837017at2759;4843824at2759;4867008at2759;4896098at2759;4900375at2759;4969018at2759;4969636at2759;4969990at2759;4970387at2759;4974767at2759;4985971at2759;5000045at2759;5000371at2759;5000452at2759;5000476at2759;5000743at2759;5001273at2759;5001413at2759;5001473at2759;5001734at2759;5002334at2759;5002573at2759;5003856at2759;5003972at2759;5004118at2759;5004478at2759;5005010at2759;5005174at2759;5005196at2759;5005274at2759;5005750at2759;5005892at2759;5013042at2759;5013067at2759;5013259at2759;5013539at2759;5013726at2759;5015403at2759;5015742at2759;529759at2759;530740at2759;539632at2759;541070at2759;554735at2759;649304at2759;707076at2759;727964at2759;760428at2759;801816at2759
F933333	Amanita inopinata	asymbiotic	F741139	Lepidopterella palustris	saprotrophic	True	121	62	0	62	104	42		115730at2759;129234at2759;201273at2759;207567at2759;260326at2759;2852757at2759;345792at2759;352891at2759;4613677at2759;4747214at2759;4803900at2759;4823929at2759;4837017at2759;4843824at2759;4867008at2759;4896098at2759;4900375at2759;4969018at2759;4969636at2759;4969990at2759;4970387at2759;4974767at2759;4985971at2759;5000045at2759;5000371at2759;5000452at2759;5000476at2759;5000743at2759;5001273at2759;5001413at2759;5001473at2759;5001734at2759;5002573at2759;5003856at2759;5003972at2759;5004118at2759;5004265at2759;5004478at2759;5005010at2759;5005174at2759;5005196at2759;5005274at2759;5005750at2759;5005892at2759;5013042at2759;5013067at2759;5013259at2759;5013539at2759;5013726at2759;5015403at2759;5015742at2759;529759at2759;530740at2759;539632at2759;541070at2759;554735at2759;649304at2759;707076at2759;707202at2759;727964at2759;760428at2759;801816at2759
F933333	Amanita inopinata	asymbiotic	F1750568	Cantharellus anzutake	ectomycorrhizal	True	103	87	0	87	87	0		115730at2759;129234at2759;160487at2759;201273at2759;207567at2759;260326at2759;2852757at2759;288615at2759;340246at2759;345792at2759;3643464at2759;4613677at2759;4747214at2759;4764044at2759;4803900at2759;4823929at2759;4843240at2759;4843824at2759;4867008at2759;4896098at2759;4900375at2759;4969018at2759;4969636at2759;4969990at2759;4970538at2759;4974767at2759;4976279at2759;4977863at2759;4983000at2759;4985971at2759;4986044at2759;4987397at2759;5000045at2759;5000362at2759;5000371at2759;5000476at2759;5000743at2759;5000870at2759;5000986at2759;5001156at2759;5001273at2759;5001280at2759;5001473at2759;5001660at2759;5001734at2759;5001941at2759;5002334at2759;5002573at2759;5003022at2759;5003192at2759;5003856at2759;5003972at2759;5004118at2759;5004327at2759;5004478at2759;5005010at2759;5005174at2759;5005215at2759;5005217at2759;5005274at2759;5005697at2759;5005750at2759;5005892at2759;5006326at2759;5006412at2759;5011777at2759;5013042at2759;5013067at2759;5013259at2759;5013539at2759;5013726at2759;5015403at2759;5015647at2759;5015742at2759;5015876at2759;529759at2759;530740at2759;539632at2759;540946at2759;541070at2759;707076at2759;707202at2759;727964at2759;730114at2759;760428at2759;776280at2759;801816at2759
F933333	Amanita inopinata	asymbiotic	F139363	Hydnum rufescens	ectomycorrhizal	True	114	0	0	0	98	98		
F933333	Amanita inopinata	asymbiotic	F264124	Botryobasidium botryosum	saprotrophic	True	119	0	0	0	102	102		
F933333	Amanita inopinata	asymbiotic	F156515	Tulasnella calospora	orchid_mycorrhizal	True	102	0	0	0	87	87		
F933333	Amanita inopinata	asymbiotic	F68786	Sphaerobolus stellatus	saprotrophic	True	98	39	0	39	85	46		129234at2759;2852757at2759;3643464at2759;4837017at2759;4843240at2759;4843824at2759;4896098at2759;4969990at2759;4974767at2759;4977863at2759;4983000at2759;4986044at2759;5000371at2759;5000476at2759;5001280at2759;5001413at2759;5001734at2759;5001941at2759;5002334at2759;5002573at2759;5003192at2759;5003856at2759;5004265at2759;5004327at2759;5005174at2759;5005217at2759;5005274at2759;5006326at2759;5013042at2759;5013726at2759;5015403at2759;5015647at2759;5015876at2759;5017019at2759;529759at2759;530740at2759;541070at2759;554735at2759;649304at2759
F235537	Amanita thiersii	asymbiotic	F29883	Laccaria bicolor	ectomycorrhizal	True	111	62	107	107	107	0	115730at2759;129234at2759;160487at2759;201273at2759;207567at2759;260326at2759;2852757at2759;288615at2759;319730at2759;345792at2759;352891at2759;3643464at2759;4613677at2759;4695236at2759;4747214at2759;4764044at2759;4803900at2759;4823929at2759;4837017at2759;4838864at2759;4843240at2759;4843824at2759;4867008at2759;4888252at2759;4896098at2759;4900375at2759;4908955at2759;4911644at2759;4940884at2759;4969018at2759;4969636at2759;4969990at2759;4970387at2759;4970538at2759;4971272at2759;4974767at2759;4975094at2759;4977163at2759;4977863at2759;4983000at2759;4985971at2759;4986044at2759;4987397at2759;4988239at2759;5000045at2759;5000152at2759;5000362at2759;5000371at2759;5000452at2759;5000476at2759;5000743at2759;5000823at2759;5000870at2759;5000986at2759;5001273at2759;5001280at2759;5001318at2759;5001413at2759;5001473at2759;5001734at2759;5001941at2759;5002334at2759;5002573at2759;5003022at2759;5003192at2759;5003856at2759;5004118at2759;5004327at2759;5004478at2759;5004599at2759;5005010at2759;5005174at2759;5005215at2759;5005217at2759;5005274at2759;5005697at2759;5005750at2759;5005892at2759;5006326at2759;5006412at2759;5011777at2759;5013259at2759;5013539at2759;5013726at2759;5013738at2759;5013992at2759;5014007at2759;5015647at2759;5015742at2759;5015876at2759;5017019at2759;5018803at2759;529759at2759;530740at2759;538728at2759;539632at2759;540946at2759;541070at2759;554735at2759;649304at2759;707076at2759;707202at2759;727964at2759;730114at2759;760428at2759;776280at2759;801816at2759	115730at2759;129234at2759;201273at2759;207567at2759;260326at2759;2852757at2759;319730at2759;345792at2759;352891at2759;4613677at2759;4747214at2759;4803900at2759;4823929at2759;4837017at2759;4843824at2759;4867008at2759;4896098at2759;4900375at2759;4908955at2759;4969636at2759;4969990at2759;4970387at2759;4971272at2759;4974767at2759;4977163at2759;4985971at2759;5000045at2759;5000371at2759;5000452at2759;5000476at2759;5000743at2759;5001273at2759;5001318at2759;5001413at2759;5001473at2759;5001734at2759;5002334at2759;5002573at2759;5003192at2759;5003856at2759;5004118at2759;5004478at2759;5005010at2759;5005174at2759;5005274at2759;5005892at2759;5013259at2759;5013539at2759;5013726at2759;5013738at2759;5017019at2759;529759at2759;530740at2759;539632at2759;540946at2759;541070at2759;554735at2759;649304at2759;707076at2759;707202at2759;727964at2759;801816at2759
F235537	Amanita thiersii	asymbiotic	F48563	Suillus bovinus	ectomycorrhizal	True	124	71	2	71	114	43	201273at2759;260326at2759	115730at2759;129234at2759;201273at2759;207567at2759;260326at2759;2852757at2759;319730at2759;345792at2759;352891at2759;4613677at2759;4803900at2759;4823929at2759;4837017at2759;4843824at2759;4867008at2759;4896098at2759;4900375at2759;4908955at2759;4969636at2759;4969990at2759;4970387at2759;4971272at2759;4974767at2759;4976279at2759;4977163at2759;4983000at2759;4985971at2759;5000045at2759;5000371at2759;5000452at2759;5000476at2759;5000743at2759;5001156at2759;5001273at2759;5001318at2759;5001413at2759;5001473at2759;5001734at2759;5002334at2759;5002573at2759;5003192at2759;5003856at2759;5003972at2759;5004118at2759;5004478at2759;5005010at2759;5005174at2759;5005196at2759;5005274at2759;5005892at2759;5006412at2759;5013042at2759;5013067at2759;5013259at2759;5013539at2759;5013726at2759;5013738at2759;5015403at2759;5015742at2759;5017019at2759;529759at2759;530740at2759;539632at2759;540946at2759;541070at2759;554735at2759;649304at2759;707076at2759;707202at2759;727964at2759;801816at2759
F235537	Amanita thiersii	asymbiotic	F48565	Suillus brevipes	ectomycorrhizal	True	122	70	3	70	115	45	201273at2759;207567at2759;4974767at2759	115730at2759;129234at2759;201273at2759;207567at2759;260326at2759;2852757at2759;319730at2759;345792at2759;352891at2759;4613677at2759;4803900at2759;4823929at2759;4837017at2759;4843824at2759;4867008at2759;4900375at2759;4908955at2759;4969636at2759;4969990at2759;4970387at2759;4971272at2759;4974767at2759;4976279at2759;4977163at2759;4983000at2759;4985971at2759;5000045at2759;5000371at2759;5000452at2759;5000476at2759;5000743at2759;5001156at2759;5001273at2759;5001318at2759;5001413at2759;5001473at2759;5001734at2759;5002334at2759;5002573at2759;5003192at2759;5003856at2759;5003972at2759;5004118at2759;5004478at2759;5005010at2759;5005174at2759;5005196at2759;5005274at2759;5005892at2759;5006412at2759;5013042at2759;5013067at2759;5013259at2759;5013539at2759;5013726at2759;5013738at2759;5015403at2759;5015742at2759;5017019at2759;529759at2759;530740at2759;539632at2759;540946at2759;541070at2759;554735at2759;649304at2759;707076at2759;707202at2759;727964at2759;801816at2759
F235537	Amanita thiersii	asymbiotic	F1904413	Suillus clintonianus	ectomycorrhizal	True	123	70	2	70	115	45	207567at2759;260326at2759	115730at2759;201273at2759;207567at2759;260326at2759;2852757at2759;319730at2759;345792at2759;352891at2759;4613677at2759;4747214at2759;4803900at2759;4823929at2759;4837017at2759;4843824at2759;4867008at2759;4896098at2759;4900375at2759;4908955at2759;4969636at2759;4969990at2759;4970387at2759;4971272at2759;4974767at2759;4976279at2759;4977163at2759;4983000at2759;4985971at2759;5000045at2759;5000371at2759;5000452at2759;5000476at2759;5000743at2759;5001156at2759;5001273at2759;5001318at2759;5001413at2759;5001473at2759;5001734at2759;5002334at2759;5002573at2759;5003192at2759;5003856at2759;5003972at2759;5004118at2759;5004478at2759;5005010at2759;5005174at2759;5005196at2759;5005274at2759;5006412at2759;5013042at2759;5013067at2759;5013259at2759;5013539at2759;5013726at2759;5013738at2759;5015403at2759;5015742at2759;5017019at2759;529759at2759;530740at2759;539632at2759;540946at2759;541070at2759;554735at2759;649304at2759;707076at2759;707202at2759;727964at2759;801816at2759
F235537	Amanita thiersii	asymbiotic	F1912939	Suillus fuscotomentosus	ectomycorrhizal	True	117	63	114	114	114	0	115730at2759;129234at2759;160487at2759;201273at2759;207567at2759;260326at2759;2852757at2759;288615at2759;319730at2759;340246at2759;345792at2759;352891at2759;3643464at2759;4613677at2759;4695236at2759;4764044at2759;4803900at2759;4810093at2759;4813267at2759;4823929at2759;4837017at2759;4838864at2759;4843240at2759;4843824at2759;4867008at2759;4896098at2759;4900375at2759;4908955at2759;4911644at2759;4940884at2759;4969018at2759;4969636at2759;4969990at2759;4970538at2759;4971272at2759;4974767at2759;4975094at2759;4976279at2759;4977163at2759;4977863at2759;4983000at2759;4985971at2759;4986044at2759;4987397at2759;4988239at2759;5000152at2759;5000362at2759;5000371at2759;5000452at2759;5000476at2759;5000743at2759;5000823at2759;5000870at2759;5000986at2759;5001156at2759;5001273at2759;5001280at2759;5001318at2759;5001413at2759;5001473at2759;5001660at2759;5001734at2759;5001941at2759;5002334at2759;5002573at2759;5003022at2759;5003192at2759;5003856at2759;5003972at2759;5004118at2759;5004265at2759;5004327at2759;5004478at2759;5005010at2759;5005174at2759;5005196at2759;5005215at2759;5005217at2759;5005274at2759;5005697at2759;5005750at2759;5005892at2759;5006326at2759;5006412at2759;5011777at2759;5013042at2759;5013067at2759;5013259at2759;5013539at2759;5013726at2759;5013738at2759;5013992at2759;5015403at2759;5015712at2759;5015742at2759;5015876at2759;5017019at2759;5018803at2759;529759at2759;530014at2759;538728at2759;538952at2759;539632at2759;540946at2759;541070at2759;554735at2759;649304at2759;707076at2759;707202at2759;727964at2759;730114at2759;760428at2759;776280at2759;801816at2759	115730at2759;129234at2759;201273at2759;207567at2759;260326at2759;2852757at2759;319730at2759;345792at2759;352891at2759;4803900at2759;4823929at2759;4837017at2759;4843824at2759;4867008at2759;4896098at2759;4900375at2759;4908955at2759;4969990at2759;4971272at2759;4974767at2759;4976279at2759;4977163at2759;5000371at2759;5000452at2759;5000476at2759;5000743at2759;5001156at2759;5001273at2759;5001318at2759;5001413at2759;5001473at2759;5001734at2759;5002334at2759;5002573at2759;5003192at2759;5003856at2759;5003972at2759;5004118at2759;5004478at2759;5005010at2759;5005174at2759;5005196at2759;5005274at2759;5005892at2759;5013042at2759;5013067at2759;5013259at2759;5013539at2759;5013726at2759;5013738at2759;5015403at2759;5015742at2759;5017019at2759;529759at2759;539632at2759;540946at2759;541070at2759;554735at2759;649304at2759;707076at2759;707202at2759;727964at2759;801816at2759
F235537	Amanita thiersii	asymbiotic	F48578	Suillus paluster	ectomycorrhizal	True	121	71	1	71	113	42	260326at2759	115730at2759;129234at2759;201273at2759;207567at2759;260326at2759;2852757at2759;319730at2759;345792at2759;352891at2759;4613677at2759;4803900at2759;4823929at2759;4837017at2759;4843824at2759;4867008at2759;4896098at2759;4900375at2759;4908955at2759;4969636at2759;4969990at2759;4970387at2759;4971272at2759;4974767at2759;4976279at2759;4977163at2759;4983000at2759;4985971at2759;5000045at2759;5000371at2759;5000452at2759;5000476at2759;5000743at2759;5001156at2759;5001273at2759;5001318at2759;5001413at2759;5001473at2759;5001734at2759;5002334at2759;5002573at2759;5003192at2759;5003856at2759;5003972at2759;5004118at2759;5004478at2759;5005010at2759;5005174at2759;5005196at2759;5005274at2759;5005892at2759;5006412at2759;5013042at2759;5013067at2759;5013259at2759;5013539at2759;5013726at2759;5013738at2759;5015403at2759;5015742at2759;5017019at2759;529759at2759;530740at2759;539632at2759;540946at2759;541070at2759;554735at2759;649304at2759;707076at2759;707202at2759;727964at2759;801816at2759
F235537	Amanita thiersii	asymbiotic	F116603	Suillus plorans	ectomycorrhizal	True	121	63	118	118	118	0	115730at2759;129234at2759;160487at2759;201273at2759;207567at2759;260326at2759;2852757at2759;288615at2759;319730at2759;340246at2759;345792at2759;352891at2759;3643464at2759;4613677at2759;4695236at2759;4764044at2759;4803900at2759;4810093at2759;4813267at2759;4823929at2759;4837017at2759;4838864at2759;4843240at2759;4843824at2759;4867008at2759;4888252at2759;4896098at2759;4900375at2759;4908955at2759;4911644at2759;4940884at2759;4969018at2759;4969636at2759;4969990at2759;4970387at2759;4970538at2759;4971272at2759;4974767at2759;4975094at2759;4977163at2759;4977863at2759;4983000at2759;4985971at2759;4986044at2759;4987397at2759;4988239at2759;5000045at2759;5000152at2759;5000362at2759;5000371at2759;5000452at2759;5000476at2759;5000743at2759;5000823at2759;5000870at2759;5000986at2759;5001156at2759;5001273at2759;5001280at2759;5001318at2759;5001413at2759;5001473at2759;5001660at2759;5001941at2759;5002334at2759;5002573at2759;5003022at2759;5003192at2759;5003856at2759;5003972at2759;5004118at2759;5004265at2759;5004327at2759;5004478at2759;5004599at2759;5005010at2759;5005174at2759;5005196at2759;5005215at2759;5005217at2759;5005274at2759;5005697at2759;5005750at2759;5005892at2759;5006326at2759;5006412at2759;5011777at2759;5013042at2759;5013067at2759;5013259at2759;5013539at2759;5013726at2759;5013738at2759;5013992at2759;5014007at2759;5015403at2759;5015647at2759;5015712at2759;5015742at2759;5015876at2759;5017019at2759;5018803at2759;529759at2759;530014at2759;538728at2759;538952at2759;539632at2759;540946at2759;541070at2759;554735at2759;649304at2759;707076at2759;707202at2759;727964at2759;730114at2759;760428at2759;776280at2759;801816at2759	115730at2759;129234at2759;201273at2759;207567at2759;260326at2759;2852757at2759;319730at2759;352891at2759;4613677at2759;4803900at2759;4823929at2759;4837017at2759;4843824at2759;4867008at2759;4896098at2759;4900375at2759;4908955at2759;4969990at2759;4970387at2759;4974767at2759;4977163at2759;4985971at2759;5000045at2759;5000371at2759;5000452at2759;5000476at2759;5000743at2759;5001156at2759;5001273at2759;5001318at2759;5001413at2759;5001473at2759;5002334at2759;5002573at2759;5003192at2759;5003856at2759;5003972at2759;5004118at2759;5004478at2759;5005010at2759;5005174at2759;5005196at2759;5005274at2759;5005892at2759;5013042at2759;5013067at2759;5013259at2759;5013539at2759;5013726at2759;5013738at2759;5015403at2759;5015742at2759;5017019at2759;529759at2759;539632at2759;540946at2759;541070at2759;554735at2759;649304at2759;707076at2759;707202at2759;727964at2759;801816at2759
F235537	Amanita thiersii	asymbiotic	F48586	Suillus subalutaceus	ectomycorrhizal	True	120	69	3	69	112	43	207567at2759;260326at2759;5005010at2759	115730at2759;129234at2759;201273at2759;207567at2759;260326at2759;2852757at2759;319730at2759;345792at2759;352891at2759;4613677at2759;4747214at2759;4803900at2759;4823929at2759;4837017at2759;4843824at2759;4867008at2759;4896098at2759;4900375at2759;4908955at2759;4969636at2759;4969990at2759;4970387at2759;4971272at2759;4974767at2759;4976279at2759;4977163at2759;4983000at2759;5000045at2759;5000371at2759;5000452at2759;5000476at2759;5001156at2759;5001318at2759;5001413at2759;5001473at2759;5001734at2759;5002334at2759;5002573at2759;5003192at2759;5003856at2759;5003972at2759;5004118at2759;5004478at2759;5005010at2759;5005174at2759;5005196at2759;5005274at2759;5005892at2759;5006412at2759;5013042at2759;5013067at2759;5013259at2759;5013539at2759;5013726at2759;5013738at2759;5015403at2759;5015742at2759;5017019at2759;529759at2759;530740at2759;539632at2759;540946at2759;541070at2759;554735at2759;649304at2759;707076at2759;707202at2759;727964at2759;801816at2759
F235537	Amanita thiersii	asymbiotic	F48587	Suillus subaureus	ectomycorrhizal	True	116	63	112	112	112	0	129234at2759;201273at2759;207567at2759;260326at2759;2852757at2759;288615at2759;319730at2759;340246at2759;345792at2759;352891at2759;3643464at2759;4613677at2759;4695236at2759;4747214at2759;4764044at2759;4803900at2759;4810093at2759;4813267at2759;4823929at2759;4837017at2759;4838864at2759;4843240at2759;4843824at2759;4867008at2759;4888252at2759;4896098at2759;4900375at2759;4908955at2759;4911644at2759;4940884at2759;4969018at2759;4969636at2759;4969990at2759;4970538at2759;4971272at2759;4974767at2759;4975094at2759;4976279at2759;4977163at2759;4977863at2759;4986044at2759;4987397at2759;4988239at2759;5000045at2759;5000152at2759;5000362at2759;5000371at2759;5000452at2759;5000476at2759;5000743at2759;5000870at2759;5000986at2759;5001156at2759;5001280at2759;5001318at2759;5001413at2759;5001473at2759;5001660at2759;5001734at2759;5001941at2759;5002334at2759;5002573at2759;5003022at2759;5003192at2759;5003856at2759;5003972at2759;5004118at2759;5004265at2759;5004599at2759;5005010at2759;5005174at2759;5005196at2759;5005215at2759;5005217at2759;5005274at2759;5005697at2759;5005750at2759;5005892at2759;5006326at2759;5006412at2759;5011777at2759;5013042at2759;5013067at2759;5013259at2759;5013539at2759;5013726at2759;5013738at2759;5013992at2759;5014007at2759;5015403at2759;5015647at2759;5015712at2759;5015742at2759;5017019at2759;5018803at2759;529759at2759;530014at2759;530740at2759;538728at2759;538952at2759;539632at2759;540946at2759;541070at2759;554735at2759;649304at2759;707076at2759;707202at2759;727964at2759;730114at2759;760428at2759;776280at2759;801816at2759	129234at2759;201273at2759;207567at2759;260326at2759;2852757at2759;319730at2759;345792at2759;352891at2759;4613677at2759;4747214at2759;4803900at2759;4823929at2759;4837017at2759;4843824at2759;4867008at2759;4896098at2759;4900375at2759;4908955at2759;4969990at2759;4974767at2759;4976279at2759;4977163at2759;5000045at2759;5000371at2759;5000452at2759;5000476at2759;5000743at2759;5001156at2759;5001318at2759;5001413at2759;5001473at2759;5001734at2759;5002334at2759;5002573at2759;5003192at2759;5003856at2759;5003972at2759;5004118at2759;5005010at2759;5005174at2759;5005196at2759;5005274at2759;5005892at2759;5013042at2759;5013067at2759;5013259at2759;5013539at2759;5013726at2759;5013738at2759;5015403at2759;5015742at2759;5017019at2759;529759at2759;530740at2759;539632at2759;540946at2759;541070at2759;554735at2759;649304at2759;707076at2759;707202at2759;727964at2759;801816at2759
F235537	Amanita thiersii	asymbiotic	F48593	Suillus weaverae	ectomycorrhizal	True	123	71	3	71	113	42	207567at2759;260326at2759;4974767at2759	115730at2759;129234at2759;207567at2759;260326at2759;2852757at2759;319730at2759;345792at2759;352891at2759;4613677at2759;4747214at2759;4803900at2759;4823929at2759;4837017at2759;4843824at2759;4867008at2759;4896098at2759;4900375at2759;4908955at2759;4969636at2759;4969990at2759;4970387at2759;4971272at2759;4974767at2759;4976279at2759;4977163at2759;4983000at2759;4985971at2759;5000045at2759;5000371at2759;5000452at2759;5000476at2759;5000743at2759;5001156at2759;5001273at2759;5001318at2759;5001413at2759;5001473at2759;5001734at2759;5002334at2759;5002573at2759;5003192at2759;5003856at2759;5003972at2759;5004118at2759;5004478at2759;5005010at2759;5005174at2759;5005196at2759;5005274at2759;5005892at2759;5006412at2759;5013042at2759;5013067at2759;5013259at2759;5013539at2759;5013726at2759;5013738at2759;5015403at2759;5015742at2759;5017019at2759;529759at2759;530740at2759;539632at2759;540946at2759;541070at2759;554735at2759;649304at2759;707076at2759;707202at2759;727964at2759;801816at2759
