taxon_id	species_name	study_role	lineage_group	dataset	selection_reason	broad_markers	broad_complete_percent	broad_single_copy_percent	broad_duplicated_percent	broad_fragmented_percent	broad_missing_percent	lineage_qc_status	lineage_markers	lineage_complete	lineage_single_copy	lineage_duplicated	lineage_fragmented	lineage_missing	lineage_complete_percent	lineage_single_copy_percent	lineage_duplicated_percent	lineage_fragmented_percent	lineage_missing_percent
F1095194	Colletotrichum karsti	ingroup	Ascomycota	ascomycota_odb12.2	Exact manifest-group panel	125	99.2	99.2	0.0	0.0	0.8	audited_lineage_panel	2557	2504	2496	8	4	49	97.92725850606179	97.61439186546734	0.31286664059444663	0.15643332029722332	1.9163081736409855
F145971	Colletotrichum lupini	ingroup	Ascomycota	ascomycota_odb12.2	Exact manifest-group panel	125	99.2	98.4	0.8	0.0	0.8	audited_lineage_panel	2557	2487	2482	5	5	65	97.26241689479859	97.06687524442707	0.19554165037152912	0.19554165037152912	2.542041454829879
F1209934	Colletotrichum tamarilloi	ingroup	Ascomycota	ascomycota_odb12.2	Exact manifest-group panel	125	99.2	99.2	0.0	0.0	0.8	audited_lineage_panel	2557	2545	2541	4	2	10	99.53070003910832	99.3742667188111	0.15643332029722332	0.07821666014861166	0.39108330074305825
F5570	Cenococcum geophilum	ingroup	Ascomycota	ascomycota_odb12.2	Exact manifest-group panel	125	97.6	96.8	0.8	0.0	2.4	audited_lineage_panel	2557	2513	2500	13	13	31	98.27923347673054	97.77082518576456	0.5084082909659757	0.5084082909659757	1.2123582323034807
F574774	Glonium stellatum	ingroup	Ascomycota	ascomycota_odb12.2	Exact manifest-group panel	125	97.6	96.8	0.8	0.8	1.6	audited_lineage_panel	2557	2441	2435	6	49	67	95.46343371138052	95.2287837309347	0.23464998044583496	1.9163081736409855	2.6202581149784905
F5101	Amorphotheca resinae	ingroup	Ascomycota	ascomycota_odb12.2	Exact manifest-group panel	125	100.0	100.0	0.0	0.0	0.0	audited_lineage_panel	2557	2535	2533	2	8	14	99.13961673836528	99.06140007821666	0.07821666014861166	0.31286664059444663	0.5475166210402815
F40559	Botrytis cinerea	ingroup	Ascomycota	ascomycota_odb12.2	Exact manifest-group panel	125	100.0	93.6	6.4	0.0	0.0	audited_lineage_panel	2557	2547	2307	240	2	8	99.60891669925694	90.22291748142354	9.3859992178334	0.07821666014861166	0.31286664059444663
F2656787	Venustampulla echinocandica	ingroup	Ascomycota	ascomycota_odb12.2	Exact manifest-group panel	125	100.0	100.0	0.0	0.0	0.0	audited_lineage_panel	2557	2508	2498	10	10	39	98.08369182635901	97.69260852561595	0.39108330074305825	0.39108330074305825	1.5252248728979272
F195108	Fusarium falciforme	ingroup	Ascomycota	ascomycota_odb12.2	Exact manifest-group panel	125	98.4	96.8	1.6	0.0	1.6	audited_lineage_panel	2557	2485	2466	19	1	71	97.18420023464998	96.44114196323817	0.7430582714118107	0.03910833007430583	2.7766914352757137
F5127	Fusarium fujikuroi	ingroup	Ascomycota	ascomycota_odb12.2	Exact manifest-group panel	125	99.2	97.6	1.6	0.0	0.8	audited_lineage_panel	2557	2548	2538	10	2	7	99.64802502933125	99.25694172858819	0.39108330074305825	0.07821666014861166	0.27375831052014077
F5518	Fusarium graminearum	ingroup	Ascomycota	ascomycota_odb12.2	Exact manifest-group panel	125	99.2	99.2	0.0	0.0	0.8	audited_lineage_panel	2557	2482	2476	6	25	50	97.06687524442707	96.83222526398123	0.23464998044583496	0.9777082518576456	1.9554165037152913
F1328300	Fusarium keratoplasticum	ingroup	Ascomycota	ascomycota_odb12.2	Exact manifest-group panel	125	99.2	98.4	0.8	0.0	0.8	audited_lineage_panel	2557	2487	2473	14	1	69	97.26241689479859	96.71490027375832	0.5475166210402815	0.03910833007430583	2.698474775127102
F1042133	Fusarium musae	ingroup	Ascomycota	ascomycota_odb12.2	Exact manifest-group panel	125	98.4	97.6	0.8	0.0	1.6	audited_lineage_panel	2557	2514	2506	8	16	27	98.31834180680485	98.0054751662104	0.31286664059444663	0.6257332811888933	1.0559249120062573
F5507	Fusarium oxysporum	ingroup	Ascomycota	ascomycota_odb12.2	Exact manifest-group panel	125	100.0	100.0	0.0	0.0	0.0	audited_lineage_panel	2557	2521	2498	23	2	34	98.59210011732499	97.69260852561595	0.899491591709034	0.07821666014861166	1.3296832225263981
F36050	Fusarium poae	ingroup	Ascomycota	ascomycota_odb12.2	Exact manifest-group panel	125	99.2	99.2	0.0	0.0	0.8	audited_lineage_panel	2557	2536	2524	12	5	16	99.17872506843958	98.7094251075479	0.4692999608916699	0.19554165037152912	0.6257332811888933
