model_id	alphabet_model_full	rate_model_full	rsa_scale_full	controls_full	term	coefficient_full	marker_cluster_standard_error_full	t_statistic_full	p_value_conditional_cluster_t_full	ci95_lower_full	ci95_upper_full	bh_q_across_all_72_focal_tests_full	alphabet_model_omission	rate_model_omission	rsa_scale_omission	controls_omission	coefficient_omission	marker_cluster_standard_error_omission	t_statistic_omission	p_value_conditional_cluster_t_omission	ci95_lower_omission	ci95_upper_omission	bh_q_across_all_72_focal_tests_omission	omission_minus_full
3di_af_empirical__freerate__miller1987__coverage_confidence	3di_af_empirical	freerate	miller1987	coverage_confidence	aa_by_rsa	-0.1135188079261342	0.0294212219676746	-3.8583988133075673	0.0001831494262276	-0.1717563128508951	-0.0552813030013734	0.0001939229218881	3di_af_empirical	freerate	miller1987	coverage_confidence	-0.1106220881126402	0.0294562746767328	-3.7554677000625385	0.0002665287318394	-0.1689337258825652	-0.0523104503427152	0.0002822068925359	0.0028967198134940003
3di_af_empirical__freerate__miller1987__composition_adjusted	3di_af_empirical	freerate	miller1987	composition_adjusted	aa_log1p_rate	0.0870876505139782	0.0200329533285345	4.347219757654622	2.8587880299874376e-05	0.0474336477193334	0.1267416533086229	3.4886904772728057e-05	3di_af_empirical	freerate	miller1987	composition_adjusted	0.0859055114419575	0.0201025130893899	4.2733717451127085	3.840031386568692e-05	0.046110578973474	0.1257004439104411	4.7669355143611344e-05	-0.0011821390720206937
3di_af_empirical__freerate__miller1987__composition_adjusted	3di_af_empirical	freerate	miller1987	composition_adjusted	rsa_centered	-0.2166211734092375	0.0210661729383637	-10.282891631196456	2.8156549400823426e-18	-0.2583203710697481	-0.1749219757487269	1.0974338624877249e-17	3di_af_empirical	freerate	miller1987	composition_adjusted	-0.2180682207327437	0.0211754285268101	-10.298172736228134	2.8056066281737472e-18	-0.2599870964707413	-0.1761493449947461	1.0441020239734664e-17	-0.001447047323506201
3di_af_empirical__freerate__miller1987__composition_adjusted	3di_af_empirical	freerate	miller1987	composition_adjusted	aa_by_rsa	-0.1018253690320566	0.0287390704237407	-3.543098907887461	0.0005597331992418	-0.1587125968016765	-0.0449381412624367	0.0005597331992418	3di_af_empirical	freerate	miller1987	composition_adjusted	-0.0989334009434354	0.028767204196676	-3.439103788711832	0.000799298033411	-0.15588095487479	-0.0419858470120808	0.000799298033411	0.0028919680886212024
3di_llm__gamma__tien2013__coverage_confidence	3di_llm	gamma	tien2013	coverage_confidence	aa_log1p_rate	0.18340636980576	0.0123236512187734	14.882470020440486	2.7737794996869966e-29	0.1590124578420458	0.2078002817694743	3.9942424795492757e-28	3di_llm	gamma	tien2013	coverage_confidence	0.1836833083209048	0.0123894698235444	14.825760176746291	4.56485539461564e-29	0.1591571153640407	0.2082095012777689	6.573391768246522e-28	0.0002769385151447923
3di_llm__gamma__tien2013__coverage_confidence	3di_llm	gamma	tien2013	coverage_confidence	rsa_centered	-0.1671285141782769	0.0245053887097683	-6.820071950609625	3.6415304834061636e-10	-0.2156354285829987	-0.1186215997735551	7.491148423006965e-10	3di_llm	gamma	tien2013	coverage_confidence	-0.168044315202863	0.0246583928508681	-6.814893258420395	3.8302527988546204e-10	-0.2168580666934441	-0.119230563712282	7.87937718621522e-10	-0.0009158010245861048
3di_llm__gamma__tien2013__coverage_confidence	3di_llm	gamma	tien2013	coverage_confidence	aa_by_rsa	-0.1463739249288962	0.0315712763963736	-4.636300512250089	8.912480495315831e-06	-0.2088673307648237	-0.0838805190929687	1.1883307327087776e-05	3di_llm	gamma	tien2013	coverage_confidence	-0.1432593395460674	0.031666398762348	-4.524017417364357	1.4183504340259928e-05	-0.2059461386872563	-0.0805725404048786	1.891133912034657e-05	0.0031145853828287995
3di_llm__gamma__tien2013__composition_adjusted	3di_llm	gamma	tien2013	composition_adjusted	aa_log1p_rate	0.1026077521723598	0.0183925261288269	5.578774305044535	1.465764142900619e-07	0.0662008744368525	0.139014629907867	2.638375457221114e-07	3di_llm	gamma	tien2013	composition_adjusted	0.1023054812034299	0.0184967587507153	5.530995056064809	1.846526530341284e-07	0.0656892998286223	0.1389216625782376	3.3237477546143106e-07	-0.0003022709689299019
3di_llm__gamma__tien2013__composition_adjusted	3di_llm	gamma	tien2013	composition_adjusted	rsa_centered	-0.2262915235228538	0.0231668642235911	-9.7678961355684	4.957421999946863e-17	-0.2721489107787269	-0.1804341362669808	1.487226599984059e-16	3di_llm	gamma	tien2013	composition_adjusted	-0.2275118821044713	0.0233116745564942	-9.759568389354095	5.572427370287705e-17	-0.2736596702231908	-0.1813640939857519	1.6717282110863114e-16	-0.0012203585816174811
3di_llm__gamma__tien2013__composition_adjusted	3di_llm	gamma	tien2013	composition_adjusted	aa_by_rsa	-0.1290031046323927	0.0310185491533947	-4.15890195232662	5.9496770968862096e-05	-0.1904024207812774	-0.0676037884835081	6.799630967869954e-05	3di_llm	gamma	tien2013	composition_adjusted	-0.1259502878856701	0.0311156892232787	-4.047806461296128	9.114434474001802e-05	-0.1875469024902511	-0.0643536732810891	0.0001041649654171	0.003052816746722614
