taxon_id	species_name	study_role	manifest_lineage_group	total_markers	recovered_sequence_markers	markers_with_source_model	reuse_candidate_outside_catalog	no_candidate_in_query_snapshot	sequence_present_model_missing	sequence_missing	model_fraction_of_recovered_markers	model_fraction_of_all_markers
O400682	Amphimedon queenslandica	outgroup	Metazoa	125	110	6	100	4	104	15	0.05454545454545454	0.048
O45351	Nematostella vectensis	outgroup	Metazoa	125	100	6	22	72	94	25	0.06	0.048
O10228	Trichoplax adhaerens	outgroup	Metazoa	125	121	6	114	1	115	4	0.049586776859504134	0.048
O27923	Mnemiopsis leidyi	outgroup	Metazoa	125	110	0	0	110	110	15	0.0	0.0
O7227	Drosophila melanogaster	outgroup	Metazoa	125	80	6	72	2	74	45	0.075	0.048
O6239	Caenorhabditis elegans	outgroup	Metazoa	125	115	6	108	1	109	10	0.05217391304347826	0.048
O283909	Capitella teleta	outgroup	Metazoa	125	118	6	106	6	112	7	0.05084745762711865	0.048
O225164	Lottia gigantea	outgroup	Metazoa	125	120	6	112	2	114	5	0.05	0.048
O2700040	Branchiostoma floridae	outgroup	Metazoa	125	100	0	0	100	100	25	0.0	0.0
OFS5426470	Corallochytrium limacisporum	outgroup	Corallochytrea	125	125	0	0	125	125	0	0.0	0.0
OFS5426494	Chromosphaera perkinsii	outgroup	Ichthyosporea	125	121	0	0	121	121	4	0.0	0.0
OFS5426506	Pirum gemmata	outgroup	Ichthyosporea	125	7	0	0	7	7	118	0.0	0.0
OFS5426458	Abeoforma whisleri	outgroup	Ichthyosporea	125	7	0	0	7	7	118	0.0	0.0
OFS1403592	Creolimax fragrantissima	outgroup	Ichthyosporea	125	122	0	0	122	122	3	0.0	0.0
