model_id	alphabet_model	rate_model	rsa_scale	controls	term	coefficient	marker_cluster_standard_error	t_statistic	p_value_conditional_cluster_t	ci95_lower	ci95_upper	bh_q_across_all_72_focal_tests
3di_af__freerate__tien2013__coverage_confidence	3di_af	freerate	tien2013	coverage_confidence	aa_log1p_rate	0.16759257042691045	0.016576158131323435	10.11045919682777	2.160670248651375e-15	0.13454064985659775	0.20064449099722315	2.5119294609345697e-14
3di_af__freerate__tien2013__coverage_confidence	3di_af	freerate	tien2013	coverage_confidence	rsa_centered	-0.20642067002164824	0.04315023696361054	-4.783766777358069	9.058427977357228e-06	-0.29245979883620665	-0.12038154120708985	2.4155807939619275e-05
3di_af__freerate__tien2013__coverage_confidence	3di_af	freerate	tien2013	coverage_confidence	aa_by_rsa	0.01954835163148058	0.05563478824858104	0.3513692106481444	0.7263519630199866	-0.09138426541827331	0.1304809686812345	0.7263519630199866
3di_af__freerate__tien2013__composition_adjusted	3di_af	freerate	tien2013	composition_adjusted	aa_log1p_rate	0.06668985578413518	0.024907198366499607	2.6775334103346444	0.009206366973374841	0.0170263127896379	0.11635339877863246	0.017915092488729422
3di_af__freerate__tien2013__composition_adjusted	3di_af	freerate	tien2013	composition_adjusted	rsa_centered	-0.24345805366228046	0.04217869389508501	-5.772062413024366	1.900429823849062e-07	-0.327559980618776	-0.15935612670578495	8.551934207320779e-07
3di_af__freerate__tien2013__composition_adjusted	3di_af	freerate	tien2013	composition_adjusted	aa_by_rsa	0.03755149718409484	0.05493105024292404	0.6836114914611896	0.49644552415185217	-0.07197790613657835	0.14708090050476802	0.5106296819847622
3di_af__freerate__miller1987__coverage_confidence	3di_af	freerate	miller1987	coverage_confidence	aa_log1p_rate	0.16523658935576419	0.01743086279733151	9.479541619767682	3.070710087684072e-14	0.130480436085198	0.19999274262633038	2.0099193301204833e-13
3di_af__freerate__miller1987__coverage_confidence	3di_af	freerate	miller1987	coverage_confidence	rsa_centered	-0.1753505683550432	0.037408109090548904	-4.687501523549215	1.2989101400414035e-05	-0.24994021937978883	-0.10076091733029757	3.340054645820752e-05
3di_af__freerate__miller1987__coverage_confidence	3di_af	freerate	miller1987	coverage_confidence	aa_by_rsa	0.024542451476136942	0.047585433949697616	0.5157555461631531	0.6076275388138636	-0.07034020895391867	0.11942511190619255	0.6161856731633546
3di_af__freerate__miller1987__composition_adjusted	3di_af	freerate	miller1987	composition_adjusted	aa_log1p_rate	0.06409705465116608	0.025644867906550278	2.4994105988276214	0.014753794150552392	0.012962640369623031	0.11523146893270914	0.02723777381640442
3di_af__freerate__miller1987__composition_adjusted	3di_af	freerate	miller1987	composition_adjusted	rsa_centered	-0.20985943851368785	0.036092355098533334	-5.814512185219407	1.6007819180290369e-07	-0.2818255505923376	-0.13789332643503807	7.683753206539377e-07
3di_af__freerate__miller1987__composition_adjusted	3di_af	freerate	miller1987	composition_adjusted	aa_by_rsa	0.03780193985295215	0.046771137168277785	0.8082322163120521	0.42165675649148016	-0.05545705891033335	0.13106093861623766	0.45998918889979656
3di_af_empirical__gamma__tien2013__coverage_confidence	3di_af_empirical	gamma	tien2013	coverage_confidence	aa_log1p_rate	0.16545957451998597	0.015034095803193249	11.005621933368436	5.297640547297488e-17	0.13548243890165304	0.1954367101383189	3.8143011940541915e-15
3di_af_empirical__gamma__tien2013__coverage_confidence	3di_af_empirical	gamma	tien2013	coverage_confidence	rsa_centered	-0.16877953781255067	0.0391605396130568	-4.309939022297758	5.16365978712281e-05	-0.24686343605526118	-0.09069563956984018	0.00011993016279769107
3di_af_empirical__gamma__tien2013__coverage_confidence	3di_af_empirical	gamma	tien2013	coverage_confidence	aa_by_rsa	0.06638374254956775	0.054128099276106026	1.226419243190972	0.22409278384231873	-0.04154462201611345	0.17431210711524894	0.2830645690639816
3di_af_empirical__gamma__tien2013__composition_adjusted	3di_af_empirical	gamma	tien2013	composition_adjusted	aa_log1p_rate	0.06046971514637803	0.02416972406070402	2.5018785896977533	0.014659809358833587	0.012276654152878423	0.10866277613987763	0.02723777381640442
3di_af_empirical__gamma__tien2013__composition_adjusted	3di_af_empirical	gamma	tien2013	composition_adjusted	rsa_centered	-0.19563485109364778	0.03709435824674876	-5.2739785870482	1.3786844382081896e-06	-0.26959890070424214	-0.12167080148305343	5.025158630342802e-06
3di_af_empirical__gamma__tien2013__composition_adjusted	3di_af_empirical	gamma	tien2013	composition_adjusted	aa_by_rsa	0.07752477194478936	0.05267783164406836	1.4716773550704572	0.14552677969966973	-0.027511841094389144	0.18256138498396787	0.20573729897452564
3di_af_empirical__gamma__miller1987__coverage_confidence	3di_af_empirical	gamma	miller1987	coverage_confidence	aa_log1p_rate	0.16172019087484374	0.01559235119753136	10.371764259674185	7.263760894379906e-16	0.1306299256154063	0.1928104561342812	1.2021125406827154e-14
3di_af_empirical__gamma__miller1987__coverage_confidence	3di_af_empirical	gamma	miller1987	coverage_confidence	rsa_centered	-0.14205339681743823	0.034013149224855564	-4.176425883952868	8.297125460813717e-05	-0.20987369013388255	-0.07423310350099391	0.00018668532286830866
3di_af_empirical__gamma__miller1987__coverage_confidence	3di_af_empirical	gamma	miller1987	coverage_confidence	aa_by_rsa	0.06157314731479825	0.046644290820289196	1.320057529699119	0.1910559811675363	-0.03143292701417996	0.15457922164377647	0.25954774800118136
3di_af_empirical__gamma__miller1987__composition_adjusted	3di_af_empirical	gamma	miller1987	composition_adjusted	aa_log1p_rate	0.056871443903067136	0.02439650101313861	2.3311311680490294	0.022590363361199673	0.008226202509280335	0.10551668529685393	0.038726337190628006
3di_af_empirical__gamma__miller1987__composition_adjusted	3di_af_empirical	gamma	miller1987	composition_adjusted	rsa_centered	-0.16766613025707536	0.03181030377873583	-5.270811980398464	1.395877397317445e-06	-0.2310940745058403	-0.10423818600831042	5.025158630342802e-06
