taxon_id	species_name	study_role	lineage_group	dataset	selection_reason
F456999	Rhizoctonia solani	ingroup	Basidiomycota	basidiomycota_odb12.2	Exact manifest-group panel
F156515	Tulasnella calospora	ingroup	Basidiomycota	basidiomycota_odb12.2	Exact manifest-group panel
F401625	Ceraceosorus bombacis	ingroup	Basidiomycota	basidiomycota_odb12.2	Exact manifest-group panel
F1522189	Ceraceosorus guamensis	ingroup	Basidiomycota	basidiomycota_odb12.2	Exact manifest-group panel
F203533	Classicula fluitans	ingroup	Basidiomycota	basidiomycota_odb12.2	Exact manifest-group panel
F202698	Punctularia strigosozonata	ingroup	Basidiomycota	basidiomycota_odb12.2	Exact manifest-group panel
F2778381	Cyphobasidiales sp. Tagirdzhanova-0007	ingroup	Basidiomycota	basidiomycota_odb12.2	Exact manifest-group panel
F29899	Cystobasidium minutum	ingroup	Basidiomycota	basidiomycota_odb12.2	Exact manifest-group panel
F29902	Mrakia frigida	ingroup	Basidiomycota	basidiomycota_odb12.2	Exact manifest-group panel
F264483	Phaffia rhodozyma	ingroup	Basidiomycota	basidiomycota_odb12.2	Exact manifest-group panel
F29889	Calocera cornea	ingroup	Basidiomycota	basidiomycota_odb12.2	Exact manifest-group panel
F63146	Calocera viscosa	ingroup	Basidiomycota	basidiomycota_odb12.2	Exact manifest-group panel
F1858805	Dacryopinax primogenitus	ingroup	Basidiomycota	basidiomycota_odb12.2	Exact manifest-group panel
F58919	Tilletiopsis washingtonensis	ingroup	Basidiomycota	basidiomycota_odb12.2	Exact manifest-group panel
F5414	Erythrobasidium hasegawianum	ingroup	Basidiomycota	basidiomycota_odb12.2	Exact manifest-group panel
F215250	Acaromyces ingoldii	ingroup	Basidiomycota	basidiomycota_odb12.2	Exact manifest-group panel
F63378	Exobasidium rhododendri	ingroup	Basidiomycota	basidiomycota_odb12.2	Exact manifest-group panel
F1280837	Meira miltonrushii	ingroup	Basidiomycota	basidiomycota_odb12.2	Exact manifest-group panel
F5210	Filobasidium floriforme	ingroup	Basidiomycota	basidiomycota_odb12.2	Exact manifest-group panel
F610337	Naganishia cerealis	ingroup	Basidiomycota	basidiomycota_odb12.2	Exact manifest-group panel
F89922	Naganishia friedmannii	ingroup	Basidiomycota	basidiomycota_odb12.2	Exact manifest-group panel
F104408	Naganishia liquefaciens	ingroup	Basidiomycota	basidiomycota_odb12.2	Exact manifest-group panel
F1424756	Naganishia vaughanmartiniae	ingroup	Basidiomycota	basidiomycota_odb12.2	Exact manifest-group panel
F68786	Sphaerobolus stellatus	ingroup	Basidiomycota	basidiomycota_odb12.2	Exact manifest-group panel
F1230402	Basidioascus undulatus	ingroup	Basidiomycota	basidiomycota_odb12.2	Exact manifest-group panel
F5281	Tilletiaria anomala	ingroup	Basidiomycota	basidiomycota_odb12.2	Exact manifest-group panel
F104355	Gloeophyllum trabeum	ingroup	Basidiomycota	basidiomycota_odb12.2	Exact manifest-group panel
F5364	Heliocybe sulcata	ingroup	Basidiomycota	basidiomycota_odb12.2	Exact manifest-group panel
F38799	Neolentinus lepideus	ingroup	Basidiomycota	basidiomycota_odb12.2	Exact manifest-group panel
F112417	Gautieria morchelliformis	ingroup	Basidiomycota	basidiomycota_odb12.2	Exact manifest-group panel
F113071	Ramaria rubella	ingroup	Basidiomycota	basidiomycota_odb12.2	Exact manifest-group panel
F45228	Heterogastridium pycnidioideum	ingroup	Basidiomycota	basidiomycota_odb12.2	Exact manifest-group panel
F257869	Holtermanniella festucosa	ingroup	Basidiomycota	basidiomycota_odb12.2	Exact manifest-group panel
F135589	Coniferiporia weirii	ingroup	Basidiomycota	basidiomycota_odb12.2	Exact manifest-group panel
F208960	Fomitiporia mediterranea	ingroup	Basidiomycota	basidiomycota_odb12.2	Exact manifest-group panel
F2282107	Pyrrhoderma noxium	ingroup	Basidiomycota	basidiomycota_odb12.2	Exact manifest-group panel
F50990	Rickenella mellea	ingroup	Basidiomycota	basidiomycota_odb12.2	Exact manifest-group panel
F27342	Schizopora paradoxa	ingroup	Basidiomycota	basidiomycota_odb12.2	Exact manifest-group panel
F150792	Hysterangium stoloniferum	ingroup	Basidiomycota	basidiomycota_odb12.2	Exact manifest-group panel
F202697	Jaapia argillacea	ingroup	Basidiomycota	basidiomycota_odb12.2	Exact manifest-group panel
F1323573	Meredithblackwellia eburnea	ingroup	Basidiomycota	basidiomycota_odb12.2	Exact manifest-group panel
F418498	Phenoliferia psychrophenolica	ingroup	Basidiomycota	basidiomycota_odb12.2	Exact manifest-group panel
F3038894	Phenoliferia sp. Uapishka_3	ingroup	Basidiomycota	basidiomycota_odb12.2	Exact manifest-group panel
F106004	Leucosporidium creatinivorum	ingroup	Basidiomycota	basidiomycota_odb12.2	Exact manifest-group panel
F223818	Malassezia japonica	ingroup	Basidiomycota	basidiomycota_odb12.2	Exact manifest-group panel
F77020	Malassezia pachydermatis	ingroup	Basidiomycota	basidiomycota_odb12.2	Exact manifest-group panel
F76775	Malassezia restricta	ingroup	Basidiomycota	basidiomycota_odb12.2	Exact manifest-group panel
F76777	Malassezia sympodialis	ingroup	Basidiomycota	basidiomycota_odb12.2	Exact manifest-group panel
F2020962	Malassezia vespertilionis	ingroup	Basidiomycota	basidiomycota_odb12.2	Exact manifest-group panel
F269621	Microbotryum intermedium	ingroup	Basidiomycota	basidiomycota_odb12.2	Exact manifest-group panel
F288795	Microbotryum lychnidis-dioicae	ingroup	Basidiomycota	basidiomycota_odb12.2	Exact manifest-group panel
F289078	Microbotryum saponariae	ingroup	Basidiomycota	basidiomycota_odb12.2	Exact manifest-group panel
F796604	Microbotryum silenes-dioicae	ingroup	Basidiomycota	basidiomycota_odb12.2	Exact manifest-group panel
F2878321	Jaminaea pallidilutea	ingroup	Basidiomycota	basidiomycota_odb12.2	Exact manifest-group panel
F1569628	Jaminaea rosea	ingroup	Basidiomycota	basidiomycota_odb12.2	Exact manifest-group panel
F1684307	Microstroma glucosiphilum	ingroup	Basidiomycota	basidiomycota_odb12.2	Exact manifest-group panel
F1463510	Parajaminaea phylloscopi	ingroup	Basidiomycota	basidiomycota_odb12.2	Exact manifest-group panel
F574677	Sympodiomycopsis kandeliae	ingroup	Basidiomycota	basidiomycota_odb12.2	Exact manifest-group panel
F34349	Mixia osmundae	ingroup	Basidiomycota	basidiomycota_odb12.2	Exact manifest-group panel
F112072	Naohidea sebacea	ingroup	Basidiomycota	basidiomycota_odb12.2	Exact manifest-group panel
F1419009	Clathrus columnatus	ingroup	Basidiomycota	basidiomycota_odb12.2	Exact manifest-group panel
F378194	Epithele typhae	ingroup	Basidiomycota	basidiomycota_odb12.2	Exact manifest-group panel
F599839	Fibroporia radiculosa	ingroup	Basidiomycota	basidiomycota_odb12.2	Exact manifest-group panel
F5630	Laetiporus sulphureus	ingroup	Basidiomycota	basidiomycota_odb12.2	Exact manifest-group panel
F5365	Lentinus tigrinus	ingroup	Basidiomycota	basidiomycota_odb12.2	Exact manifest-group panel
F231932	Phanerochaete carnosa	ingroup	Basidiomycota	basidiomycota_odb12.2	Exact manifest-group panel
F104341	Rhodonia placenta	ingroup	Basidiomycota	basidiomycota_odb12.2	Exact manifest-group panel
F181123	Austropuccinia psidii	ingroup	Basidiomycota	basidiomycota_odb12.2	Exact manifest-group panel
F60197	Cronartium quercuum	ingroup	Basidiomycota	basidiomycota_odb12.2	Exact manifest-group panel
F203908	Melampsora laricis-populina	ingroup	Basidiomycota	basidiomycota_odb12.2	Exact manifest-group panel
F170000	Phakopsora pachyrhizi	ingroup	Basidiomycota	basidiomycota_odb12.2	Exact manifest-group panel
F208348	Puccinia triticina	ingroup	Basidiomycota	basidiomycota_odb12.2	Exact manifest-group panel
F48021	Artomyces pyxidatus	ingroup	Basidiomycota	basidiomycota_odb12.2	Exact manifest-group panel
F135208	Hericium alpestre	ingroup	Basidiomycota	basidiomycota_odb12.2	Exact manifest-group panel
F984962	Heterobasidion irregulare	ingroup	Basidiomycota	basidiomycota_odb12.2	Exact manifest-group panel
F152956	Russula decolorans	ingroup	Basidiomycota	basidiomycota_odb12.2	Exact manifest-group panel
F40492	Stereum hirsutum	ingroup	Basidiomycota	basidiomycota_odb12.2	Exact manifest-group panel
F1314805	Vararia minispora	ingroup	Basidiomycota	basidiomycota_odb12.2	Exact manifest-group panel
F65672	Serendipita indica	ingroup	Basidiomycota	basidiomycota_odb12.2	Exact manifest-group panel
F2600213	Serendipita sp. 400	ingroup	Basidiomycota	basidiomycota_odb12.2	Exact manifest-group panel
F2600215	Serendipita sp. 405	ingroup	Basidiomycota	basidiomycota_odb12.2	Exact manifest-group panel
F2600216	Serendipita sp. 411	ingroup	Basidiomycota	basidiomycota_odb12.2	Exact manifest-group panel
F109899	Serendipita vermifera	ingroup	Basidiomycota	basidiomycota_odb12.2	Exact manifest-group panel
F2834505	Sertulicium niveocremeum	ingroup	Basidiomycota	basidiomycota_odb12.2	Exact manifest-group panel
F467971	Sistotremastrum suecicum	ingroup	Basidiomycota	basidiomycota_odb12.2	Exact manifest-group panel
F69979	Phyllozyma linderae	ingroup	Basidiomycota	basidiomycota_odb12.2	Exact manifest-group panel
F100910	Rhodosporidiobolus nylandii	ingroup	Basidiomycota	basidiomycota_odb12.2	Exact manifest-group panel
F29898	Rhodotorula graminis	ingroup	Basidiomycota	basidiomycota_odb12.2	Exact manifest-group panel
F5286	Rhodotorula toruloides	ingroup	Basidiomycota	basidiomycota_odb12.2	Exact manifest-group panel
F500713	Sporobolomyces koalae	ingroup	Basidiomycota	basidiomycota_odb12.2	Exact manifest-group panel
F183962	Sporobolomyces salmoneus	ingroup	Basidiomycota	basidiomycota_odb12.2	Exact manifest-group panel
F370292	Thelephora ganbajun	ingroup	Basidiomycota	basidiomycota_odb12.2	Exact manifest-group panel
F56493	Thelephora terrestris	ingroup	Basidiomycota	basidiomycota_odb12.2	Exact manifest-group panel
F13290	Tilletia caries	ingroup	Basidiomycota	basidiomycota_odb12.2	Exact manifest-group panel
F13291	Tilletia controversa	ingroup	Basidiomycota	basidiomycota_odb12.2	Exact manifest-group panel
F157183	Tilletia laevis	ingroup	Basidiomycota	basidiomycota_odb12.2	Exact manifest-group panel
F1031713	Tilletia maclaganii	ingroup	Basidiomycota	basidiomycota_odb12.2	Exact manifest-group panel
F117179	Tilletia walkeri	ingroup	Basidiomycota	basidiomycota_odb12.2	Exact manifest-group panel
F104669	Cryptococcus amylolentus	ingroup	Basidiomycota	basidiomycota_odb12.2	Exact manifest-group panel
F552467	Cryptococcus bacillisporus	ingroup	Basidiomycota	basidiomycota_odb12.2	Exact manifest-group panel
F1859122	Cryptococcus decagattii	ingroup	Basidiomycota	basidiomycota_odb12.2	Exact manifest-group panel
F40410	Cryptococcus deneoformans	ingroup	Basidiomycota	basidiomycota_odb12.2	Exact manifest-group panel
F5208	Cryptococcus depauperatus	ingroup	Basidiomycota	basidiomycota_odb12.2	Exact manifest-group panel
F1859096	Cryptococcus deuterogattii	ingroup	Basidiomycota	basidiomycota_odb12.2	Exact manifest-group panel
F37769	Cryptococcus gattii	ingroup	Basidiomycota	basidiomycota_odb12.2	Exact manifest-group panel
F5207	Cryptococcus neoformans	ingroup	Basidiomycota	basidiomycota_odb12.2	Exact manifest-group panel
F1859121	Cryptococcus tetragattii	ingroup	Basidiomycota	basidiomycota_odb12.2	Exact manifest-group panel
F5619	Cryptococcus wingfieldii	ingroup	Basidiomycota	basidiomycota_odb12.2	Exact manifest-group panel
F105984	Apiotrichum porosum	ingroup	Basidiomycota	basidiomycota_odb12.2	Exact manifest-group panel
F1890679	Cryptotrichosporon argae	ingroup	Basidiomycota	basidiomycota_odb12.2	Exact manifest-group panel
F279322	Cutaneotrichosporon cavernicola	ingroup	Basidiomycota	basidiomycota_odb12.2	Exact manifest-group panel
F82508	Trichosporon asahii	ingroup	Basidiomycota	basidiomycota_odb12.2	Exact manifest-group panel
F143232	Vanrija pseudolonga	ingroup	Basidiomycota	basidiomycota_odb12.2	Exact manifest-group panel
F1055551	Tritirachium sp. CBS 265.96	ingroup	Basidiomycota	basidiomycota_odb12.2	Exact manifest-group panel
F1269715	Thecaphora frezii	ingroup	Basidiomycota	basidiomycota_odb12.2	Exact manifest-group panel
F84753	Moesziomyces antarcticus	ingroup	Basidiomycota	basidiomycota_odb12.2	Exact manifest-group panel
F84751	Pseudozyma flocculosa	ingroup	Basidiomycota	basidiomycota_odb12.2	Exact manifest-group panel
F280036	Sporisorium graminicola	ingroup	Basidiomycota	basidiomycota_odb12.2	Exact manifest-group panel
F1882483	Testicularia cyperi	ingroup	Basidiomycota	basidiomycota_odb12.2	Exact manifest-group panel
F120017	Ustilago hordei	ingroup	Basidiomycota	basidiomycota_odb12.2	Exact manifest-group panel
F1673888	Violaceomyces palustris	ingroup	Basidiomycota	basidiomycota_odb12.2	Exact manifest-group panel
F1708542	Wallemia canadensis	ingroup	Basidiomycota	basidiomycota_odb12.2	Exact manifest-group panel
F1540922	Wallemia hederae	ingroup	Basidiomycota	basidiomycota_odb12.2	Exact manifest-group panel
F245174	Wallemia ichthyophaga	ingroup	Basidiomycota	basidiomycota_odb12.2	Exact manifest-group panel
F1708541	Wallemia mellicola	ingroup	Basidiomycota	basidiomycota_odb12.2	Exact manifest-group panel
F64504	Allomyces arbusculus	ingroup	Blastocladiomycota	fungi_odb12.2	Fungal parent panel; no selected narrower panel
F64505	Allomyces javanicus	ingroup	Blastocladiomycota	fungi_odb12.2	Fungal parent panel; no selected narrower panel
F28583	Allomyces macrogynus	ingroup	Blastocladiomycota	fungi_odb12.2	Fungal parent panel; no selected narrower panel
F64508	Blastocladiella britannica	ingroup	Blastocladiomycota	fungi_odb12.2	Fungal parent panel; no selected narrower panel
F4808	Blastocladiella emersonii	ingroup	Blastocladiomycota	fungi_odb12.2	Fungal parent panel; no selected narrower panel
F109876	Catenaria anguillulae	ingroup	Blastocladiomycota	fungi_odb12.2	Fungal parent panel; no selected narrower panel
F945690	Coelomomyces lativittatus	ingroup	Blastocladiomycota	fungi_odb12.2	Fungal parent panel; no selected narrower panel
F3075319	Sorochytrium milnesiophthora	ingroup	Blastocladiomycota	fungi_odb12.2	Fungal parent panel; no selected narrower panel
F1500003	Paraphysoderma sedebokerense	ingroup	Blastocladiomycota	fungi_odb12.2	Fungal parent panel; no selected narrower panel
F911321	Calcarisporiella thermophila	ingroup	Calcarisporiellomycota	fungi_odb12.2	Fungal parent panel; no selected narrower panel
F1555241	Caulochytrium protostelioides	ingroup	Chytridiomycota	chytridiomycota_odb12.2	Exact manifest-group panel
F1774096	Dinochytrium kinnereticum	ingroup	Chytridiomycota	chytridiomycota_odb12.2	Exact manifest-group panel
F109932	Entophlyctis luteolus	ingroup	Chytridiomycota	chytridiomycota_odb12.2	Exact manifest-group panel
F1604274	Cladochytrium tenue	ingroup	Chytridiomycota	chytridiomycota_odb12.2	Exact manifest-group panel
F109889	Lobulomyces angularis	ingroup	Chytridiomycota	chytridiomycota_odb12.2	Exact manifest-group panel
F110093	Polychytrium aggregatum	ingroup	Chytridiomycota	chytridiomycota_odb12.2	Exact manifest-group panel
F2735257	Borealophlyctis nickersoniae	ingroup	Chytridiomycota	chytridiomycota_odb12.2	Exact manifest-group panel
F64517	Rhizophlyctis rosea	ingroup	Chytridiomycota	chytridiomycota_odb12.2	Exact manifest-group panel
F382532	Globomyces pollinis-pini	ingroup	Chytridiomycota	chytridiomycota_odb12.2	Exact manifest-group panel
F1396493	Fimicolochytrium jonesii	ingroup	Chytridiomycota	chytridiomycota_odb12.2	Exact manifest-group panel
F109760	Spizellomyces punctatus	ingroup	Chytridiomycota	chytridiomycota_odb12.2	Exact manifest-group panel
F1806994	Synchytrium microbalum	ingroup	Chytridiomycota	chytridiomycota_odb12.2	Exact manifest-group panel
F34488	Conidiobolus coronatus	ingroup	Entomophthoromycota	fungi_odb12.2	Fungal parent panel; no selected narrower panel
F34485	Entomophthora muscae	ingroup	Entomophthoromycota	fungi_odb12.2	Fungal parent panel; no selected narrower panel
F348617	Massospora cicadina	ingroup	Entomophthoromycota	fungi_odb12.2	Fungal parent panel; no selected narrower panel
F76012	Neoconidiobolus thromboides	ingroup	Entomophthoromycota	fungi_odb12.2	Fungal parent panel; no selected narrower panel
F144530	Ambispora gerdemannii	ingroup	Glomeromycota	fungi_odb12.2	Fungal parent panel; no selected narrower panel
F144679	Ambispora leptoticha	ingroup	Glomeromycota	fungi_odb12.2	Fungal parent panel; no selected narrower panel
F50956	Geosiphon pyriformis	ingroup	Glomeromycota	fungi_odb12.2	Fungal parent panel; no selected narrower panel
F27376	Acaulospora colombiana	ingroup	Glomeromycota	fungi_odb12.2	Fungal parent panel; no selected narrower panel
F1348612	Diversispora epigaea	ingroup	Glomeromycota	fungi_odb12.2	Fungal parent panel; no selected narrower panel
F4874	Gigaspora margarita	ingroup	Glomeromycota	fungi_odb12.2	Fungal parent panel; no selected narrower panel
F2562287	Entrophospora sp. SA101	ingroup	Glomeromycota	fungi_odb12.2	Fungal parent panel; no selected narrower panel
F1117311	Funneliformis geosporum	ingroup	Glomeromycota	fungi_odb12.2	Fungal parent panel; no selected narrower panel
F658196	Glomus cerebriforme	ingroup	Glomeromycota	fungi_odb12.2	Fungal parent panel; no selected narrower panel
F588596	Rhizophagus irregularis	ingroup	Glomeromycota	fungi_odb12.2	Fungal parent panel; no selected narrower panel
F144538	Paraglomus brasilianum	ingroup	Glomeromycota	fungi_odb12.2	Fungal parent panel; no selected narrower panel
F144539	Paraglomus occultum	ingroup	Glomeromycota	fungi_odb12.2	Fungal parent panel; no selected narrower panel
F215637	Dimargaris cristalligena	ingroup	Kickxellomycota	fungi_odb12.2	Fungal parent panel; no selected narrower panel
F1520584	Dispira parvispora	ingroup	Kickxellomycota	fungi_odb12.2	Fungal parent panel; no selected narrower panel
F78921	Tieghemiomyces parasiticus	ingroup	Kickxellomycota	fungi_odb12.2	Fungal parent panel; no selected narrower panel
F61424	Furculomyces boomerangus	ingroup	Kickxellomycota	fungi_odb12.2	Fungal parent panel; no selected narrower panel
F133377	Smittium angustum	ingroup	Kickxellomycota	fungi_odb12.2	Fungal parent panel; no selected narrower panel
F133385	Smittium simulii	ingroup	Kickxellomycota	fungi_odb12.2	Fungal parent panel; no selected narrower panel
F1213189	Zancudomyces culisetae	ingroup	Kickxellomycota	fungi_odb12.2	Fungal parent panel; no selected narrower panel
F2650707	Coemansia brasiliensis	ingroup	Kickxellomycota	fungi_odb12.2	Fungal parent panel; no selected narrower panel
F4866	Dipsacomyces acuminosporus	ingroup	Kickxellomycota	fungi_odb12.2	Fungal parent panel; no selected narrower panel
F61397	Kickxella alabastrina	ingroup	Kickxellomycota	fungi_odb12.2	Fungal parent panel; no selected narrower panel
F61395	Linderina pennispora	ingroup	Kickxellomycota	fungi_odb12.2	Fungal parent panel; no selected narrower panel
F304332	Ramicandelaber brevisporus	ingroup	Kickxellomycota	fungi_odb12.2	Fungal parent panel; no selected narrower panel
F164912	Astathelohania contejeani	ingroup	Microsporidia	microsporidia_odb12.2	Exact manifest-group panel
F70536	Edhazardia aedis	ingroup	Microsporidia	microsporidia_odb12.2	Exact manifest-group panel
F6035	Encephalitozoon cuniculi	ingroup	Microsporidia	microsporidia_odb12.2	Exact manifest-group panel
F174680	Glugoides intestinalis	ingroup	Microsporidia	microsporidia_odb12.2	Exact manifest-group panel
F174688	Gurleya vavrai	ingroup	Microsporidia	microsporidia_odb12.2	Exact manifest-group panel
F1176355	Hamiltosporidium tvaerminnensis	ingroup	Microsporidia	microsporidia_odb12.2	Exact manifest-group panel
F1081669	Hepatospora eriocheir	ingroup	Microsporidia	microsporidia_odb12.2	Exact manifest-group panel
F1300064	Nucleospora cyclopteri	ingroup	Microsporidia	microsporidia_odb12.2	Exact manifest-group panel
F3039483	Ordospora pajunii	ingroup	Microsporidia	microsporidia_odb12.2	Exact manifest-group panel
F291195	Tubulinosema ratisbonensis	ingroup	Microsporidia	microsporidia_odb12.2	Exact manifest-group panel
F6039	Vairimorpha necatrix	ingroup	Microsporidia	microsporidia_odb12.2	Exact manifest-group panel
F103449	Vavraia culicis	ingroup	Microsporidia	microsporidia_odb12.2	Exact manifest-group panel
F82268	Hyaloraphidium curvatum	ingroup	Monoblepharomycota	fungi_odb12.2	Fungal parent panel; no selected narrower panel
F1123529	Gonapodya prolifera	ingroup	Monoblepharomycota	fungi_odb12.2	Fungal parent panel; no selected narrower panel
F2725673	Gonapodya sp. JEL0774	ingroup	Monoblepharomycota	fungi_odb12.2	Fungal parent panel; no selected narrower panel
F1343610	Actinomortierella ambigua	ingroup	Mortierellomycota	fungi_odb12.2	Fungal parent panel; no selected narrower panel
F979620	Dissophora ornata	ingroup	Mortierellomycota	fungi_odb12.2	Fungal parent panel; no selected narrower panel
F101097	Entomortierella chlamydospora	ingroup	Mortierellomycota	fungi_odb12.2	Fungal parent panel; no selected narrower panel
F101098	Gamsiella multidivaricata	ingroup	Mortierellomycota	fungi_odb12.2	Fungal parent panel; no selected narrower panel
F979690	Gryganskiella cystojenkinii	ingroup	Mortierellomycota	fungi_odb12.2	Fungal parent panel; no selected narrower panel
F1897645	Haplosporangium bisporale	ingroup	Mortierellomycota	fungi_odb12.2	Fungal parent panel; no selected narrower panel
F604196	Linnemannia exigua	ingroup	Mortierellomycota	fungi_odb12.2	Fungal parent panel; no selected narrower panel
F64571	Lobosporangium transversale	ingroup	Mortierellomycota	fungi_odb12.2	Fungal parent panel; no selected narrower panel
F979761	Lunasporangiospora selenospora	ingroup	Mortierellomycota	fungi_odb12.2	Fungal parent panel; no selected narrower panel
F1440133	Modicella reniformis	ingroup	Mortierellomycota	fungi_odb12.2	Fungal parent panel; no selected narrower panel
F1343614	Mortierella claussenii	ingroup	Mortierellomycota	fungi_odb12.2	Fungal parent panel; no selected narrower panel
F64525	Podila minutissima	ingroup	Mortierellomycota	fungi_odb12.2	Fungal parent panel; no selected narrower panel
F1938954	Bifiguratus adelaidae	ingroup	Mucoromycota	mucoromycota_odb12.2	Exact manifest-group panel
F2340872	Endogone sp. FLAS-F59071	ingroup	Mucoromycota	mucoromycota_odb12.2	Exact manifest-group panel
F994334	Jimgerdemannia flammicorona	ingroup	Mucoromycota	mucoromycota_odb12.2	Exact manifest-group panel
F708070	Mucor velutinosus	ingroup	Mucoromycota	mucoromycota_odb12.2	Exact manifest-group panel
F64632	Mycotypha africana	ingroup	Mucoromycota	mucoromycota_odb12.2	Exact manifest-group panel
F4837	Phycomyces blakesleeanus	ingroup	Mucoromycota	mucoromycota_odb12.2	Exact manifest-group panel
F4840	Rhizomucor pusillus	ingroup	Mucoromycota	mucoromycota_odb12.2	Exact manifest-group panel
F58291	Rhizopus microsporus	ingroup	Mucoromycota	mucoromycota_odb12.2	Exact manifest-group panel
F91625	Umbelopsis isabellina	ingroup	Mucoromycota	mucoromycota_odb12.2	Exact manifest-group panel
F64526	Umbelopsis nana	ingroup	Mucoromycota	mucoromycota_odb12.2	Exact manifest-group panel
F41833	Umbelopsis ramanniana	ingroup	Mucoromycota	mucoromycota_odb12.2	Exact manifest-group panel
F44442	Umbelopsis vinacea	ingroup	Mucoromycota	mucoromycota_odb12.2	Exact manifest-group panel
F1754192	Anaeromyces robustus	ingroup	Neocallimastigomycota	fungi_odb12.2	Fungal parent panel; no selected narrower panel
F1754190	Neocallimastix californiae	ingroup	Neocallimastigomycota	fungi_odb12.2	Fungal parent panel; no selected narrower panel
F2767002	Neocallimastix lanati (nom. inval.)	ingroup	Neocallimastigomycota	fungi_odb12.2	Fungal parent panel; no selected narrower panel
F3108450	Neocallimastix sp. 'constans'	ingroup	Neocallimastigomycota	fungi_odb12.2	Fungal parent panel; no selected narrower panel
F1754191	Piromyces finnis	ingroup	Neocallimastigomycota	fungi_odb12.2	Fungal parent panel; no selected narrower panel
F73868	Piromyces sp. E2	ingroup	Neocallimastigomycota	fungi_odb12.2	Fungal parent panel; no selected narrower panel
F278681	Olpidium bornovanus	ingroup	Olpidiomycota	fungi_odb12.2	Fungal parent panel; no selected narrower panel
F1246581	Paramicrosporidium saccamoebae	ingroup	Rozellomycota	fungi_odb12.2	Fungal parent panel; no selected narrower panel
F281847	Rozella allomycis	ingroup	Rozellomycota	fungi_odb12.2	Fungal parent panel; no selected narrower panel
F1907219	Piptocephalis cylindrospora	ingroup	Zoopagomycota	fungi_odb12.2	Fungal parent panel; no selected narrower panel
F1286916	Piptocephalis tieghemiana	ingroup	Zoopagomycota	fungi_odb12.2	Fungal parent panel; no selected narrower panel
F1851187	Syncephalis fuscata	ingroup	Zoopagomycota	fungi_odb12.2	Fungal parent panel; no selected narrower panel
F1851185	Syncephalis plumigaleata	ingroup	Zoopagomycota	fungi_odb12.2	Fungal parent panel; no selected narrower panel
F1712513	Syncephalis pseudoplumigaleata	ingroup	Zoopagomycota	fungi_odb12.2	Fungal parent panel; no selected narrower panel
F78915	Thamnocephalis sphaerospora	ingroup	Zoopagomycota	fungi_odb12.2	Fungal parent panel; no selected narrower panel
F2109901	Amoeboradix gromovi	ingroup	Sanchytriomycota	fungi_odb12.2	Fungal parent panel; no selected narrower panel
F2020955	Sanchytrium tribonematis	ingroup	Sanchytriomycota	fungi_odb12.2	Fungal parent panel; no selected narrower panel
O691883	Fonticula alba	outgroup	Nucleariida		Retain existing eukaryotic QC; fungal panel not applied
O81824	Monosiga brevicollis	outgroup	Choanoflagellatea		Retain existing eukaryotic QC; fungal panel not applied
O946362	Salpingoeca rosetta	outgroup	Choanoflagellatea		Retain existing eukaryotic QC; fungal panel not applied
O192875	Capsaspora owczarzaki	outgroup	Filasterea		Retain existing eukaryotic QC; fungal panel not applied
O72019	Sphaeroforma arctica	outgroup	Ichthyosporea		Retain existing eukaryotic QC; fungal panel not applied
O529818	Thecamonas trahens	outgroup	Apusomonadida		Retain existing eukaryotic QC; fungal panel not applied
O5755	Acanthamoeba castellanii	outgroup	Amoebozoa		Retain existing eukaryotic QC; fungal panel not applied
O44689	Dictyostelium discoideum	outgroup	Amoebozoa		Retain existing eukaryotic QC; fungal panel not applied
O5786	Dictyostelium purpureum	outgroup	Amoebozoa		Retain existing eukaryotic QC; fungal panel not applied
O133409	Polysphondylium violaceum	outgroup	Amoebozoa		Retain existing eukaryotic QC; fungal panel not applied
O1890364	Planoprotostelium fungivorum	outgroup	Amoebozoa		Retain existing eukaryotic QC; fungal panel not applied
O400682	Amphimedon queenslandica	outgroup	Metazoa		Retain existing eukaryotic QC; fungal panel not applied
O45351	Nematostella vectensis	outgroup	Metazoa		Retain existing eukaryotic QC; fungal panel not applied
O10228	Trichoplax adhaerens	outgroup	Metazoa		Retain existing eukaryotic QC; fungal panel not applied
O27923	Mnemiopsis leidyi	outgroup	Metazoa		Retain existing eukaryotic QC; fungal panel not applied
O7227	Drosophila melanogaster	outgroup	Metazoa		Retain existing eukaryotic QC; fungal panel not applied
O6239	Caenorhabditis elegans	outgroup	Metazoa		Retain existing eukaryotic QC; fungal panel not applied
O283909	Capitella teleta	outgroup	Metazoa		Retain existing eukaryotic QC; fungal panel not applied
O225164	Lottia gigantea	outgroup	Metazoa		Retain existing eukaryotic QC; fungal panel not applied
O2700040	Branchiostoma floridae	outgroup	Metazoa		Retain existing eukaryotic QC; fungal panel not applied
OFS5426470	Corallochytrium limacisporum	outgroup	Corallochytrea		Retain existing eukaryotic QC; fungal panel not applied
OFS5426494	Chromosphaera perkinsii	outgroup	Ichthyosporea		Retain existing eukaryotic QC; fungal panel not applied
OFS5426506	Pirum gemmata	outgroup	Ichthyosporea		Retain existing eukaryotic QC; fungal panel not applied
OFS5426458	Abeoforma whisleri	outgroup	Ichthyosporea		Retain existing eukaryotic QC; fungal panel not applied
OFS1403592	Creolimax fragrantissima	outgroup	Ichthyosporea		Retain existing eukaryotic QC; fungal panel not applied
