cohort	warning	fit_occurrences
paired-site-rates-audit-gdm-expanded-v1	WARNING: 1 sequences contain more than 50% gaps/ambiguity	60
paired-site-rates-audit-gdm-expanded-v1	WARNING: States(s) M rarely appear in alignment and may cause numerical problems	36
paired-site-rates-audit-gdm-expanded-v1	WARNING: 2 sequences contain more than 50% gaps/ambiguity	32
paired-site-rates-audit-gdm-expanded-v1	WARNING: States(s) E, Y rarely appear in alignment and may cause numerical problems	27
paired-site-rates-audit-gdm-expanded-v1	WARNING: States(s) E rarely appear in alignment and may cause numerical problems	15
paired-site-rates-audit-gdm-expanded-v1	WARNING: States(s) E, M, Y rarely appear in alignment and may cause numerical problems	12
paired-site-rates-audit-gdm-expanded-v1	WARNING: States(s) E, K, M, Y rarely appear in alignment and may cause numerical problems	12
paired-site-rates-audit-gdm-expanded-v1	WARNING: 4 sequences contain more than 50% gaps/ambiguity	8
paired-site-rates-audit-gdm-expanded-v1	WARNING: 6 sequences contain more than 50% gaps/ambiguity	8
paired-site-rates-audit-gdm-expanded-v1	WARNING: 7 sequences contain more than 50% gaps/ambiguity	8
paired-site-rates-audit-gdm-expanded-v1	WARNING: 5 sequences contain more than 50% gaps/ambiguity	8
paired-site-rates-audit-gdm-expanded-v1	WARNING: States(s) I, K, M, W rarely appear in alignment and may cause numerical problems	6
paired-site-rates-audit-gdm-expanded-v1	WARNING: States(s) G, I, K, M, F, T, W rarely appear in alignment and may cause numerical problems	6
paired-site-rates-audit-gdm-expanded-v1	WARNING: States(s) E, I, K, M, Y rarely appear in alignment and may cause numerical problems	6
paired-site-rates-audit-gdm-expanded-v1	WARNING: States(s) E, K, M rarely appear in alignment and may cause numerical problems	6
paired-site-rates-audit-gdm-expanded-v1	WARNING: States(s) I, K, M, T, W rarely appear in alignment and may cause numerical problems	6
paired-site-rates-audit-gdm-expanded-v1	WARNING: States(s) E, T rarely appear in alignment and may cause numerical problems	6
paired-site-rates-audit-gdm-expanded-v1	WARNING: States(s) I, K, M, W, Y rarely appear in alignment and may cause numerical problems	6
paired-site-rates-audit-gdm-expanded-v1	WARNING: States(s) I, K, M rarely appear in alignment and may cause numerical problems	6
paired-site-rates-audit-gdm-expanded-v1	WARNING: States(s) M, Y rarely appear in alignment and may cause numerical problems	6
paired-site-rates-audit-gdm-expanded-v1	WARNING: 8 sequences contain more than 50% gaps/ambiguity	4
paired-site-rates-audit-gdm-expanded-v1	WARNING: 31 sequences contain more than 50% gaps/ambiguity	4
paired-site-rates-audit-gdm-expanded-v1	WARNING: 2 near-zero internal branches (<0.0010) should be treated with caution	4
paired-site-rates-audit-gdm-expanded-v1	WARNING: 3 near-zero internal branches (<0.0015) should be treated with caution	4
paired-site-rates-audit-gdm-expanded-v1	WARNING: 6 near-zero internal branches (<0.0024) should be treated with caution	4
paired-site-rates-audit-gdm-expanded-v1	WARNING: 4 near-zero internal branches (<0.0013) should be treated with caution	4
paired-site-rates-audit-gdm-expanded-v1	WARNING: 17 near-zero internal branches (<0.0034) should be treated with caution	4
paired-site-rates-audit-gdm-expanded-v1	WARNING: 21 sequences contain more than 50% gaps/ambiguity	4
paired-site-rates-audit-gdm-expanded-v1	WARNING: 11 sequences contain more than 50% gaps/ambiguity	4
paired-site-rates-audit-gdm-expanded-v1	WARNING: 9 sequences contain more than 50% gaps/ambiguity	4
paired-site-rates-audit-gdm-expanded-v1	WARNING: States(s) E, T, Y rarely appear in alignment and may cause numerical problems	3
paired-site-rates-audit-gdm-expanded-v1	WARNING: 22 near-zero internal branches (<0.0015) should be treated with caution	3
paired-site-rates-audit-gdm-expanded-v1	WARNING: 14 near-zero internal branches (<0.0045) should be treated with caution	3
paired-site-rates-audit-gdm-expanded-v1	WARNING: States(s) T rarely appear in alignment and may cause numerical problems	3
paired-site-rates-audit-gdm-expanded-v1	WARNING: 14 near-zero internal branches (<0.0025) should be treated with caution	3
paired-site-rates-audit-gdm-expanded-v1	WARNING: States(s) Y rarely appear in alignment and may cause numerical problems	3
paired-site-rates-audit-gdm-expanded-v1	WARNING: 15 near-zero internal branches (<0.0032) should be treated with caution	3
paired-site-rates-audit-gdm-expanded-v1	WARNING: 32 near-zero internal branches (<0.0033) should be treated with caution	3
paired-site-rates-audit-gdm-expanded-v1	WARNING: 4 near-zero internal branches (<0.0014) should be treated with caution	3
paired-site-rates-audit-gdm-expanded-v1	WARNING: 2 near-zero internal branches (<0.0011) should be treated with caution	3
paired-site-rates-audit-gdm-expanded-v1	WARNING: States(s) E, I, K, M, W rarely appear in alignment and may cause numerical problems	3
paired-site-rates-audit-gdm-expanded-v1	WARNING: States(s) T, Y rarely appear in alignment and may cause numerical problems	3
paired-site-rates-audit-gdm-expanded-v1	WARNING: 3 near-zero internal branches (<0.0013) should be treated with caution	3
paired-site-rates-audit-gdm-expanded-v1	WARNING: 2 near-zero internal branches (<0.0013) should be treated with caution	3
paired-site-rates-audit-gdm-expanded-v1	WARNING: 9 near-zero internal branches (<0.0035) should be treated with caution	3
paired-site-rates-audit-gdm-expanded-v1	WARNING: States(s) I, K, M, T rarely appear in alignment and may cause numerical problems	3
paired-site-rates-audit-gdm-expanded-v1	WARNING: States(s) I, K, M, F, T, W rarely appear in alignment and may cause numerical problems	3
paired-site-rates-audit-gdm-expanded-v1	WARNING: 20 near-zero internal branches (<0.0016) should be treated with caution	3
paired-site-rates-audit-gdm-expanded-v1	WARNING: 4 near-zero internal branches (<0.0026) should be treated with caution	3
paired-site-rates-audit-gdm-expanded-v1	WARNING: 23 near-zero internal branches (<0.0044) should be treated with caution	3
paired-site-rates-audit-gdm-expanded-v1	WARNING: States(s) K rarely appear in alignment and may cause numerical problems	3
paired-site-rates-audit-gdm-expanded-v1	WARNING: States(s) M, T rarely appear in alignment and may cause numerical problems	3
paired-site-rates-audit-gdm-expanded-v1	WARNING: States(s) E, I, K, M, T, W rarely appear in alignment and may cause numerical problems	3
paired-site-rates-audit-gdm-expanded-v1	WARNING: States(s) I, M rarely appear in alignment and may cause numerical problems	3
paired-site-rates-audit-gdm-expanded-v1	WARNING: States(s) E, I, K, M, F, T, W rarely appear in alignment and may cause numerical problems	3
paired-site-rates-audit-gdm-expanded-v1	WARNING: 105 near-zero internal branches (<0.0109) should be treated with caution	3
paired-site-rates-audit-gdm-expanded-v1	WARNING: States(s) R, E, M, Y rarely appear in alignment and may cause numerical problems	3
paired-site-rates-audit-gdm-expanded-v1	WARNING: States(s) E, G, I, K, M, T, W, Y rarely appear in alignment and may cause numerical problems	3
paired-site-rates-audit-gdm-expanded-v1	WARNING: States(s) K, M rarely appear in alignment and may cause numerical problems	3
paired-site-rates-audit-gdm-expanded-v1	WARNING: States(s) M, W rarely appear in alignment and may cause numerical problems	3
paired-site-rates-audit-gdm-expanded-v1	WARNING: 46 near-zero internal branches (<0.0043) should be treated with caution	2
paired-site-rates-audit-gdm-expanded-v1	WARNING: 44 near-zero internal branches (<0.0060) should be treated with caution	2
paired-site-rates-audit-gdm-expanded-v1	WARNING: 8 near-zero internal branches (<0.0038) should be treated with caution	2
paired-site-rates-audit-gdm-expanded-v1	WARNING: 22 near-zero internal branches (<0.0038) should be treated with caution	2
paired-site-rates-audit-gdm-expanded-v1	WARNING: 5 near-zero internal branches (<0.0026) should be treated with caution	2
paired-site-rates-audit-gdm-expanded-v1	WARNING: 1 near-zero internal branches (<0.0025) should be treated with caution	2
paired-site-rates-audit-gdm-expanded-v1	WARNING: 1 near-zero internal branches (<0.0024) should be treated with caution	2
paired-site-rates-audit-gdm-expanded-v1	WARNING: 13 near-zero internal branches (<0.0024) should be treated with caution	2
paired-site-rates-audit-gdm-expanded-v1	WARNING: 33 near-zero internal branches (<0.0042) should be treated with caution	2
paired-site-rates-audit-gdm-expanded-v1	WARNING: States(s) W rarely appear in alignment and may cause numerical problems	2
paired-site-rates-audit-gdm-expanded-v1	WARNING: 45 near-zero internal branches (<0.0088) should be treated with caution	2
paired-site-rates-audit-gdm-expanded-v1	WARNING: 25 near-zero internal branches (<0.0027) should be treated with caution	2
paired-site-rates-audit-gdm-expanded-v1	WARNING: 26 near-zero internal branches (<0.0027) should be treated with caution	2
paired-site-rates-audit-gdm-expanded-v1	WARNING: 40 near-zero internal branches (<0.0095) should be treated with caution	2
paired-site-rates-audit-gdm-expanded-v1	WARNING: 20 near-zero internal branches (<0.0049) should be treated with caution	2
paired-site-rates-audit-gdm-expanded-v1	WARNING: 10 near-zero internal branches (<0.0023) should be treated with caution	2
paired-site-rates-audit-gdm-expanded-v1	WARNING: 14 near-zero internal branches (<0.0032) should be treated with caution	2
paired-site-rates-audit-gdm-expanded-v1	WARNING: 6 near-zero internal branches (<0.0013) should be treated with caution	2
paired-site-rates-audit-gdm-expanded-v1	WARNING: 8 near-zero internal branches (<0.0014) should be treated with caution	2
paired-site-rates-audit-gdm-expanded-v1	WARNING: 27 near-zero internal branches (<0.0027) should be treated with caution	2
paired-site-rates-audit-gdm-expanded-v1	WARNING: 19 near-zero internal branches (<0.0034) should be treated with caution	2
paired-site-rates-audit-gdm-expanded-v1	WARNING: 8 near-zero internal branches (<0.0030) should be treated with caution	2
paired-site-rates-audit-gdm-expanded-v1	WARNING: 33 near-zero internal branches (<0.0071) should be treated with caution	2
paired-site-rates-audit-gdm-expanded-v1	WARNING: 32 near-zero internal branches (<0.0071) should be treated with caution	2
paired-site-rates-audit-gdm-expanded-v1	WARNING: 4 near-zero internal branches (<0.0022) should be treated with caution	2
paired-site-rates-audit-gdm-expanded-v1	WARNING: 8 near-zero internal branches (<0.0013) should be treated with caution	2
paired-site-rates-audit-gdm-expanded-v1	WARNING: 1 near-zero internal branches (<0.0008) should be treated with caution	2
paired-site-rates-audit-gdm-expanded-v1	WARNING: 2 near-zero internal branches (<0.0015) should be treated with caution	2
paired-site-rates-audit-gdm-expanded-v1	WARNING: 9 near-zero internal branches (<0.0015) should be treated with caution	2
paired-site-rates-audit-gdm-expanded-v1	WARNING: 8 near-zero internal branches (<0.0015) should be treated with caution	2
paired-site-rates-audit-gdm-expanded-v1	WARNING: 1 near-zero internal branches (<0.0034) should be treated with caution	2
paired-site-rates-audit-gdm-expanded-v1	WARNING: 47 near-zero internal branches (<0.0033) should be treated with caution	2
paired-site-rates-audit-gdm-expanded-v1	WARNING: 30 near-zero internal branches (<0.0061) should be treated with caution	2
paired-site-rates-audit-gdm-expanded-v1	WARNING: 13 near-zero internal branches (<0.0014) should be treated with caution	2
paired-site-rates-audit-gdm-expanded-v1	WARNING: 4 near-zero internal branches (<0.0016) should be treated with caution	2
paired-site-rates-audit-gdm-expanded-v1	WARNING: 3 near-zero internal branches (<0.0026) should be treated with caution	2
paired-site-rates-audit-gdm-expanded-v1	WARNING: 3 near-zero internal branches (<0.0044) should be treated with caution	2
paired-site-rates-audit-gdm-expanded-v1	WARNING: 27 near-zero internal branches (<0.0047) should be treated with caution	2
paired-site-rates-audit-gdm-expanded-v1	WARNING: 23 near-zero internal branches (<0.0047) should be treated with caution	2
paired-site-rates-audit-gdm-expanded-v1	WARNING: 21 near-zero internal branches (<0.0037) should be treated with caution	2
paired-site-rates-audit-gdm-expanded-v1	WARNING: 20 near-zero internal branches (<0.0040) should be treated with caution	2
paired-site-rates-audit-gdm-expanded-v1	WARNING: 19 near-zero internal branches (<0.0040) should be treated with caution	2
paired-site-rates-audit-gdm-expanded-v1	WARNING: 55 near-zero internal branches (<0.0057) should be treated with caution	2
paired-site-rates-audit-gdm-expanded-v1	WARNING: 5 near-zero internal branches (<0.0018) should be treated with caution	2
paired-site-rates-audit-gdm-expanded-v1	WARNING: 24 near-zero internal branches (<0.0044) should be treated with caution	2
paired-site-rates-audit-gdm-expanded-v1	WARNING: 25 near-zero internal branches (<0.0028) should be treated with caution	2
paired-site-rates-audit-gdm-expanded-v1	WARNING: 16 near-zero internal branches (<0.0014) should be treated with caution	2
paired-site-rates-audit-gdm-expanded-v1	WARNING: 66 near-zero internal branches (<0.0076) should be treated with caution	2
paired-site-rates-audit-gdm-expanded-v1	WARNING: 33 near-zero internal branches (<0.0059) should be treated with caution	2
paired-site-rates-audit-gdm-expanded-v1	WARNING: 13 near-zero internal branches (<0.0027) should be treated with caution	2
paired-site-rates-audit-gdm-expanded-v1	WARNING: 35 near-zero internal branches (<0.0041) should be treated with caution	2
paired-site-rates-audit-gdm-expanded-v1	WARNING: 64 near-zero internal branches (<0.0051) should be treated with caution	2
paired-site-rates-audit-gdm-expanded-v1	WARNING: 7 near-zero internal branches (<0.0019) should be treated with caution	2
paired-site-rates-audit-gdm-expanded-v1	WARNING: 10 near-zero internal branches (<0.0018) should be treated with caution	2
paired-site-rates-audit-gdm-expanded-v1	WARNING: 12 near-zero internal branches (<0.0030) should be treated with caution	2
paired-site-rates-audit-gdm-expanded-v1	WARNING: 12 near-zero internal branches (<0.0032) should be treated with caution	2
paired-site-rates-audit-gdm-expanded-v1	WARNING: 1 too long branches (>9.8000) should be treated with caution!	2
paired-site-rates-audit-gdm-expanded-v1	WARNING: 3 near-zero internal branches (<0.0025) should be treated with caution	2
paired-site-rates-audit-gdm-expanded-v1	WARNING: 8 near-zero internal branches (<0.0025) should be treated with caution	2
paired-site-rates-audit-gdm-expanded-v1	WARNING: 13 near-zero internal branches (<0.0031) should be treated with caution	2
paired-site-rates-audit-gdm-expanded-v1	WARNING: 15 near-zero internal branches (<0.0025) should be treated with caution	2
paired-site-rates-audit-gdm-expanded-v1	WARNING: 16 near-zero internal branches (<0.0031) should be treated with caution	2
paired-site-rates-audit-gdm-expanded-v1	WARNING: 10 near-zero internal branches (<0.0019) should be treated with caution	2
paired-site-rates-audit-gdm-expanded-v1	WARNING: 9 near-zero internal branches (<0.0043) should be treated with caution	1
paired-site-rates-audit-gdm-expanded-v1	WARNING: 49 near-zero internal branches (<0.0043) should be treated with caution	1
paired-site-rates-audit-gdm-expanded-v1	WARNING: 20 near-zero internal branches (<0.0060) should be treated with caution	1
paired-site-rates-audit-gdm-expanded-v1	WARNING: 43 near-zero internal branches (<0.0060) should be treated with caution	1
paired-site-rates-audit-gdm-expanded-v1	WARNING: 5 near-zero internal branches (<0.0015) should be treated with caution	1
paired-site-rates-audit-gdm-expanded-v1	WARNING: 52 near-zero internal branches (<0.0045) should be treated with caution	1
paired-site-rates-audit-gdm-expanded-v1	WARNING: 48 near-zero internal branches (<0.0045) should be treated with caution	1
paired-site-rates-audit-gdm-expanded-v1	WARNING: 47 near-zero internal branches (<0.0045) should be treated with caution	1
paired-site-rates-audit-gdm-expanded-v1	WARNING: 19 near-zero internal branches (<0.0058) should be treated with caution	1
paired-site-rates-audit-gdm-expanded-v1	WARNING: 46 near-zero internal branches (<0.0058) should be treated with caution	1
paired-site-rates-audit-gdm-expanded-v1	WARNING: 44 near-zero internal branches (<0.0058) should be treated with caution	1
paired-site-rates-audit-gdm-expanded-v1	WARNING: 45 near-zero internal branches (<0.0058) should be treated with caution	1
paired-site-rates-audit-gdm-expanded-v1	WARNING: 25 near-zero internal branches (<0.0066) should be treated with caution	1
paired-site-rates-audit-gdm-expanded-v1	WARNING: 45 near-zero internal branches (<0.0066) should be treated with caution	1
paired-site-rates-audit-gdm-expanded-v1	WARNING: 40 near-zero internal branches (<0.0066) should be treated with caution	1
paired-site-rates-audit-gdm-expanded-v1	WARNING: 42 near-zero internal branches (<0.0066) should be treated with caution	1
paired-site-rates-audit-gdm-expanded-v1	WARNING: 24 near-zero internal branches (<0.0038) should be treated with caution	1
paired-site-rates-audit-gdm-expanded-v1	WARNING: 8 near-zero internal branches (<0.0026) should be treated with caution	1
paired-site-rates-audit-gdm-expanded-v1	WARNING: 15 near-zero internal branches (<0.0026) should be treated with caution	1
paired-site-rates-audit-gdm-expanded-v1	WARNING: 9 near-zero internal branches (<0.0026) should be treated with caution	1
paired-site-rates-audit-gdm-expanded-v1	WARNING: 13 near-zero internal branches (<0.0025) should be treated with caution	1
paired-site-rates-audit-gdm-expanded-v1	WARNING: 16 near-zero internal branches (<0.0025) should be treated with caution	1
paired-site-rates-audit-gdm-expanded-v1	WARNING: 11 near-zero internal branches (<0.0024) should be treated with caution	1
paired-site-rates-audit-gdm-expanded-v1	WARNING: 10 near-zero internal branches (<0.0044) should be treated with caution	1
paired-site-rates-audit-gdm-expanded-v1	WARNING: 36 near-zero internal branches (<0.0044) should be treated with caution	1
paired-site-rates-audit-gdm-expanded-v1	WARNING: 34 near-zero internal branches (<0.0044) should be treated with caution	1
paired-site-rates-audit-gdm-expanded-v1	WARNING: 38 near-zero internal branches (<0.0044) should be treated with caution	1
paired-site-rates-audit-gdm-expanded-v1	WARNING: 8 near-zero internal branches (<0.0042) should be treated with caution	1
paired-site-rates-audit-gdm-expanded-v1	WARNING: 37 near-zero internal branches (<0.0042) should be treated with caution	1
paired-site-rates-audit-gdm-expanded-v1	WARNING: 38 near-zero internal branches (<0.0042) should be treated with caution	1
paired-site-rates-audit-gdm-expanded-v1	WARNING: 3 near-zero internal branches (<0.0020) should be treated with caution	1
paired-site-rates-audit-gdm-expanded-v1	WARNING: 14 near-zero internal branches (<0.0020) should be treated with caution	1
paired-site-rates-audit-gdm-expanded-v1	WARNING: 15 near-zero internal branches (<0.0020) should be treated with caution	1
paired-site-rates-audit-gdm-expanded-v1	WARNING: 13 near-zero internal branches (<0.0020) should be treated with caution	1
paired-site-rates-audit-gdm-expanded-v1	WARNING: 23 near-zero internal branches (<0.0137) should be treated with caution	1
paired-site-rates-audit-gdm-expanded-v1	WARNING: 73 near-zero internal branches (<0.0137) should be treated with caution	1
paired-site-rates-audit-gdm-expanded-v1	WARNING: 65 near-zero internal branches (<0.0137) should be treated with caution	1
paired-site-rates-audit-gdm-expanded-v1	WARNING: 72 near-zero internal branches (<0.0137) should be treated with caution	1
paired-site-rates-audit-gdm-expanded-v1	WARNING: 19 near-zero internal branches (<0.0088) should be treated with caution	1
paired-site-rates-audit-gdm-expanded-v1	WARNING: 42 near-zero internal branches (<0.0088) should be treated with caution	1
paired-site-rates-audit-gdm-expanded-v1	WARNING: 4 near-zero internal branches (<0.0027) should be treated with caution	1
paired-site-rates-audit-gdm-expanded-v1	WARNING: 7 near-zero internal branches (<0.0095) should be treated with caution	1
paired-site-rates-audit-gdm-expanded-v1	WARNING: 43 near-zero internal branches (<0.0095) should be treated with caution	1
paired-site-rates-audit-gdm-expanded-v1	WARNING: 2 near-zero internal branches (<0.0021) should be treated with caution	1
paired-site-rates-audit-gdm-expanded-v1	WARNING: 7 near-zero internal branches (<0.0021) should be treated with caution	1
paired-site-rates-audit-gdm-expanded-v1	WARNING: 9 near-zero internal branches (<0.0021) should be treated with caution	1
paired-site-rates-audit-gdm-expanded-v1	WARNING: 8 near-zero internal branches (<0.0021) should be treated with caution	1
paired-site-rates-audit-gdm-expanded-v1	WARNING: 7 near-zero internal branches (<0.0024) should be treated with caution	1
paired-site-rates-audit-gdm-expanded-v1	WARNING: 4 near-zero internal branches (<0.0049) should be treated with caution	1
paired-site-rates-audit-gdm-expanded-v1	WARNING: 18 near-zero internal branches (<0.0049) should be treated with caution	1
paired-site-rates-audit-gdm-expanded-v1	WARNING: 2 near-zero internal branches (<0.0023) should be treated with caution	1
paired-site-rates-audit-gdm-expanded-v1	WARNING: 15 near-zero internal branches (<0.0023) should be treated with caution	1
paired-site-rates-audit-gdm-expanded-v1	WARNING: 11 near-zero internal branches (<0.0023) should be treated with caution	1
paired-site-rates-audit-gdm-expanded-v1	WARNING: 16 near-zero internal branches (<0.0032) should be treated with caution	1
paired-site-rates-audit-gdm-expanded-v1	WARNING: 10 near-zero internal branches (<0.0052) should be treated with caution	1
paired-site-rates-audit-gdm-expanded-v1	WARNING: 29 near-zero internal branches (<0.0052) should be treated with caution	1
paired-site-rates-audit-gdm-expanded-v1	WARNING: 27 near-zero internal branches (<0.0052) should be treated with caution	1
paired-site-rates-audit-gdm-expanded-v1	WARNING: 33 near-zero internal branches (<0.0052) should be treated with caution	1
paired-site-rates-audit-gdm-expanded-v1	WARNING: 8 near-zero internal branches (<0.0056) should be treated with caution	1
paired-site-rates-audit-gdm-expanded-v1	WARNING: 15 near-zero internal branches (<0.0056) should be treated with caution	1
paired-site-rates-audit-gdm-expanded-v1	WARNING: 16 near-zero internal branches (<0.0056) should be treated with caution	1
paired-site-rates-audit-gdm-expanded-v1	WARNING: 18 near-zero internal branches (<0.0056) should be treated with caution	1
paired-site-rates-audit-gdm-expanded-v1	WARNING: 5 near-zero internal branches (<0.0013) should be treated with caution	1
paired-site-rates-audit-gdm-expanded-v1	WARNING: 12 near-zero internal branches (<0.0069) should be treated with caution	1
paired-site-rates-audit-gdm-expanded-v1	WARNING: 53 near-zero internal branches (<0.0069) should be treated with caution	1
paired-site-rates-audit-gdm-expanded-v1	WARNING: 51 near-zero internal branches (<0.0069) should be treated with caution	1
paired-site-rates-audit-gdm-expanded-v1	WARNING: 52 near-zero internal branches (<0.0069) should be treated with caution	1
paired-site-rates-audit-gdm-expanded-v1	WARNING: 7 near-zero internal branches (<0.0059) should be treated with caution	1
paired-site-rates-audit-gdm-expanded-v1	WARNING: 38 near-zero internal branches (<0.0059) should be treated with caution	1
paired-site-rates-audit-gdm-expanded-v1	WARNING: 35 near-zero internal branches (<0.0059) should be treated with caution	1
paired-site-rates-audit-gdm-expanded-v1	WARNING: 36 near-zero internal branches (<0.0059) should be treated with caution	1
paired-site-rates-audit-gdm-expanded-v1	WARNING: 2 near-zero internal branches (<0.0033) should be treated with caution	1
paired-site-rates-audit-gdm-expanded-v1	WARNING: 34 near-zero internal branches (<0.0033) should be treated with caution	1
paired-site-rates-audit-gdm-expanded-v1	WARNING: 31 near-zero internal branches (<0.0033) should be treated with caution	1
paired-site-rates-audit-gdm-expanded-v1	WARNING: 1 near-zero internal branches (<0.0014) should be treated with caution	1
paired-site-rates-audit-gdm-expanded-v1	WARNING: 6 near-zero internal branches (<0.0014) should be treated with caution	1
paired-site-rates-audit-gdm-expanded-v1	WARNING: 7 near-zero internal branches (<0.0023) should be treated with caution	1
paired-site-rates-audit-gdm-expanded-v1	WARNING: 8 near-zero internal branches (<0.0023) should be treated with caution	1
paired-site-rates-audit-gdm-expanded-v1	WARNING: 10 near-zero internal branches (<0.0027) should be treated with caution	1
paired-site-rates-audit-gdm-expanded-v1	WARNING: 21 near-zero internal branches (<0.0027) should be treated with caution	1
paired-site-rates-audit-gdm-expanded-v1	WARNING: 4 near-zero internal branches (<0.0034) should be treated with caution	1
paired-site-rates-audit-gdm-expanded-v1	WARNING: 28 near-zero internal branches (<0.0030) should be treated with caution	1
paired-site-rates-audit-gdm-expanded-v1	WARNING: 26 near-zero internal branches (<0.0030) should be treated with caution	1
paired-site-rates-audit-gdm-expanded-v1	WARNING: 21 near-zero internal branches (<0.0030) should be treated with caution	1
paired-site-rates-audit-gdm-expanded-v1	WARNING: 6 near-zero internal branches (<0.0075) should be treated with caution	1
paired-site-rates-audit-gdm-expanded-v1	WARNING: 62 near-zero internal branches (<0.0075) should be treated with caution	1
paired-site-rates-audit-gdm-expanded-v1	WARNING: 55 near-zero internal branches (<0.0075) should be treated with caution	1
paired-site-rates-audit-gdm-expanded-v1	WARNING: 58 near-zero internal branches (<0.0075) should be treated with caution	1
paired-site-rates-audit-gdm-expanded-v1	WARNING: 3 near-zero internal branches (<0.0011) should be treated with caution	1
paired-site-rates-audit-gdm-expanded-v1	WARNING: 5 near-zero internal branches (<0.0027) should be treated with caution	1
paired-site-rates-audit-gdm-expanded-v1	WARNING: 31 near-zero internal branches (<0.0027) should be treated with caution	1
paired-site-rates-audit-gdm-expanded-v1	WARNING: 33 near-zero internal branches (<0.0027) should be treated with caution	1
paired-site-rates-audit-gdm-expanded-v1	WARNING: 29 near-zero internal branches (<0.0075) should be treated with caution	1
paired-site-rates-audit-gdm-expanded-v1	WARNING: 53 near-zero internal branches (<0.0075) should be treated with caution	1
paired-site-rates-audit-gdm-expanded-v1	WARNING: 52 near-zero internal branches (<0.0075) should be treated with caution	1
paired-site-rates-audit-gdm-expanded-v1	WARNING: 56 near-zero internal branches (<0.0075) should be treated with caution	1
paired-site-rates-audit-gdm-expanded-v1	WARNING: 1 near-zero internal branches (<0.0044) should be treated with caution	1
paired-site-rates-audit-gdm-expanded-v1	WARNING: 16 near-zero internal branches (<0.0044) should be treated with caution	1
paired-site-rates-audit-gdm-expanded-v1	WARNING: 20 near-zero internal branches (<0.0044) should be treated with caution	1
paired-site-rates-audit-gdm-expanded-v1	WARNING: 22 near-zero internal branches (<0.0044) should be treated with caution	1
paired-site-rates-audit-gdm-expanded-v1	WARNING: 8 near-zero internal branches (<0.0071) should be treated with caution	1
paired-site-rates-audit-gdm-expanded-v1	WARNING: 1 near-zero internal branches (<0.0035) should be treated with caution	1
paired-site-rates-audit-gdm-expanded-v1	WARNING: 8 near-zero internal branches (<0.0035) should be treated with caution	1
paired-site-rates-audit-gdm-expanded-v1	WARNING: 7 near-zero internal branches (<0.0022) should be treated with caution	1
paired-site-rates-audit-gdm-expanded-v1	WARNING: 9 near-zero internal branches (<0.0022) should be treated with caution	1
paired-site-rates-audit-gdm-expanded-v1	WARNING: 8 near-zero internal branches (<0.0022) should be treated with caution	1
paired-site-rates-audit-gdm-expanded-v1	WARNING: 9 near-zero internal branches (<0.0036) should be treated with caution	1
paired-site-rates-audit-gdm-expanded-v1	WARNING: 35 near-zero internal branches (<0.0036) should be treated with caution	1
paired-site-rates-audit-gdm-expanded-v1	WARNING: 34 near-zero internal branches (<0.0036) should be treated with caution	1
paired-site-rates-audit-gdm-expanded-v1	WARNING: 37 near-zero internal branches (<0.0036) should be treated with caution	1
paired-site-rates-audit-gdm-expanded-v1	WARNING: 7 near-zero internal branches (<0.0032) should be treated with caution	1
paired-site-rates-audit-gdm-expanded-v1	WARNING: 28 near-zero internal branches (<0.0032) should be treated with caution	1
paired-site-rates-audit-gdm-expanded-v1	WARNING: 23 near-zero internal branches (<0.0032) should be treated with caution	1
paired-site-rates-audit-gdm-expanded-v1	WARNING: 25 near-zero internal branches (<0.0032) should be treated with caution	1
paired-site-rates-audit-gdm-expanded-v1	WARNING: 3 near-zero internal branches (<0.0016) should be treated with caution	1
paired-site-rates-audit-gdm-expanded-v1	WARNING: 13 near-zero internal branches (<0.0016) should be treated with caution	1
paired-site-rates-audit-gdm-expanded-v1	WARNING: 15 near-zero internal branches (<0.0016) should be treated with caution	1
paired-site-rates-audit-gdm-expanded-v1	WARNING: 12 near-zero internal branches (<0.0016) should be treated with caution	1
paired-site-rates-audit-gdm-expanded-v1	WARNING: 7 near-zero internal branches (<0.0013) should be treated with caution	1
paired-site-rates-audit-gdm-expanded-v1	WARNING: 7 near-zero internal branches (<0.0033) should be treated with caution	1
paired-site-rates-audit-gdm-expanded-v1	WARNING: 37 near-zero internal branches (<0.0033) should be treated with caution	1
paired-site-rates-audit-gdm-expanded-v1	WARNING: 2 near-zero internal branches (<0.0008) should be treated with caution	1
paired-site-rates-audit-gdm-expanded-v1	WARNING: 6 near-zero internal branches (<0.0015) should be treated with caution	1
paired-site-rates-audit-gdm-expanded-v1	WARNING: 5 near-zero internal branches (<0.0024) should be treated with caution	1
paired-site-rates-audit-gdm-expanded-v1	WARNING: 18 near-zero internal branches (<0.0034) should be treated with caution	1
paired-site-rates-audit-gdm-expanded-v1	WARNING: 6 near-zero internal branches (<0.0033) should be treated with caution	1
paired-site-rates-audit-gdm-expanded-v1	WARNING: 49 near-zero internal branches (<0.0033) should be treated with caution	1
paired-site-rates-audit-gdm-expanded-v1	WARNING: 6 near-zero internal branches (<0.0061) should be treated with caution	1
paired-site-rates-audit-gdm-expanded-v1	WARNING: 31 near-zero internal branches (<0.0061) should be treated with caution	1
paired-site-rates-audit-gdm-expanded-v1	WARNING: 2 near-zero internal branches (<0.0014) should be treated with caution	1
