taxon_id	species_name	study_role	assembly_accession	match_status	queried_genus	source_genus	source_rank	source_record_id	source_excel_rows	source_doi	source_phylum	source_class	source_family	taxon_identity_flags	source_genus_comment_present	source_lifestyle_comment_present	species_verified	eligible_for_confirmatory_tests	candidate_primary_lifestyle	candidate_secondary_lifestyle	candidate_endophytic_capability	candidate_plant_pathogenic_capacity	candidate_decay_substrate	candidate_decay_type	candidate_aquatic_habitat	candidate_animal_biotrophic_capacity	candidate_growth_form	candidate_fruitbody_type
F80663	Piloderma croceum	ingroup	GCA_000827315.1	genus_candidate_requires_species_verification	Piloderma	Piloderma	genus	jrk06623	8482	https://doi.org/10.1007/s13225-020-00466-2	Basidiomycota	Agaricomycetes	Atheliaceae		False	False	False	False	ectomycorrhizal						non-aquatic		filamentous_mycelium	corticioid
F1938712	Atractiella rhizophila	ingroup	GCA_021432655.1	genus_candidate_requires_species_verification	Atractiella	Atractiella	genus	jrk00762	9438	https://doi.org/10.1007/s13225-020-00466-2	Basidiomycota	Atractiellomycetes	Hoehnelomycetaceae		False	False	False	False	unspecified_saprotroph	root-associated	root-associated	root_pathogen	roots,soil				filamentous_mycelium	other
F1331295	Auricularia subglabra	ingroup	GCA_000265015.1	genus_candidate_requires_species_verification	Auricularia	Auricularia	genus	jrk00800	8491	https://doi.org/10.1007/s13225-020-00466-2	Basidiomycota	Agaricomycetes	Auriculariaceae		False	False	False	False	wood_saprotroph				wood		partly_aquatic		filamentous_mycelium	tremelloid
F2829486	Auriculariales sp. MPI-PUGE-AT-0066	ingroup	GCA_020744175.1	no_exact_genus_match	Auriculariales									incompletely_identified_species_label	False	False	False	False										
F5219	Exidia glandulosa	ingroup	GCA_001632375.1	genus_candidate_requires_species_verification	Exidia	Exidia	genus	jrk03097	8494	https://doi.org/10.1007/s13225-020-00466-2	Basidiomycota	Agaricomycetes	Auriculariaceae		False	False	False	False	wood_saprotroph	litter_saprotroph	foliar_endophyte		wood,leaf/fruit/seed		non-aquatic		filamentous_mycelium	tremelloid
F48563	Suillus bovinus	ingroup	GCF_016758785.1	genus_candidate_requires_species_verification	Suillus	Suillus	genus	jrk08511	8677	https://doi.org/10.1007/s13225-020-00466-2	Basidiomycota	Agaricomycetes	Suillaceae		False	False	False	False	ectomycorrhizal						non-aquatic		filamentous_mycelium	agaricoid
F48565	Suillus brevipes	ingroup	GCA_011800875.2	genus_candidate_requires_species_verification	Suillus	Suillus	genus	jrk08511	8677	https://doi.org/10.1007/s13225-020-00466-2	Basidiomycota	Agaricomycetes	Suillaceae		False	False	False	False	ectomycorrhizal						non-aquatic		filamentous_mycelium	agaricoid
F1904413	Suillus clintonianus	ingroup	GCF_016758775.1	genus_candidate_requires_species_verification	Suillus	Suillus	genus	jrk08511	8677	https://doi.org/10.1007/s13225-020-00466-2	Basidiomycota	Agaricomycetes	Suillaceae		False	False	False	False	ectomycorrhizal						non-aquatic		filamentous_mycelium	agaricoid
F1912936	Suillus discolor	ingroup	GCF_016758755.1	genus_candidate_requires_species_verification	Suillus	Suillus	genus	jrk08511	8677	https://doi.org/10.1007/s13225-020-00466-2	Basidiomycota	Agaricomycetes	Suillaceae		False	False	False	False	ectomycorrhizal						non-aquatic		filamentous_mycelium	agaricoid
F1912939	Suillus fuscotomentosus	ingroup	GCF_016647785.1	genus_candidate_requires_species_verification	Suillus	Suillus	genus	jrk08511	8677	https://doi.org/10.1007/s13225-020-00466-2	Basidiomycota	Agaricomycetes	Suillaceae		False	False	False	False	ectomycorrhizal						non-aquatic		filamentous_mycelium	agaricoid
F48578	Suillus paluster	ingroup	GCF_016628075.1	genus_candidate_requires_species_verification	Suillus	Suillus	genus	jrk08511	8677	https://doi.org/10.1007/s13225-020-00466-2	Basidiomycota	Agaricomycetes	Suillaceae		False	False	False	False	ectomycorrhizal						non-aquatic		filamentous_mycelium	agaricoid
F116603	Suillus plorans	ingroup	GCF_016647745.1	genus_candidate_requires_species_verification	Suillus	Suillus	genus	jrk08511	8677	https://doi.org/10.1007/s13225-020-00466-2	Basidiomycota	Agaricomycetes	Suillaceae		False	False	False	False	ectomycorrhizal						non-aquatic		filamentous_mycelium	agaricoid
F48586	Suillus subalutaceus	ingroup	GCF_016647625.1	genus_candidate_requires_species_verification	Suillus	Suillus	genus	jrk08511	8677	https://doi.org/10.1007/s13225-020-00466-2	Basidiomycota	Agaricomycetes	Suillaceae		False	False	False	False	ectomycorrhizal						non-aquatic		filamentous_mycelium	agaricoid
F48587	Suillus subaureus	ingroup	GCF_016647635.1	genus_candidate_requires_species_verification	Suillus	Suillus	genus	jrk08511	8677	https://doi.org/10.1007/s13225-020-00466-2	Basidiomycota	Agaricomycetes	Suillaceae		False	False	False	False	ectomycorrhizal						non-aquatic		filamentous_mycelium	agaricoid
F48593	Suillus weaverae	ingroup	GCA_016767475.1	genus_candidate_requires_species_verification	Suillus	Suillus	genus	jrk08511	8677	https://doi.org/10.1007/s13225-020-00466-2	Basidiomycota	Agaricomycetes	Suillaceae		False	False	False	False	ectomycorrhizal						non-aquatic		filamentous_mycelium	agaricoid
F264124	Botryobasidium botryosum	ingroup	GCA_000697705.1	genus_candidate_requires_species_verification	Botryobasidium	Botryobasidium	genus	jrk01120	8688	https://doi.org/10.1007/s13225-020-00466-2	Basidiomycota	Agaricomycetes	Botryobasidiaceae		False	False	False	False	wood_saprotroph				wood	white_rot	non-aquatic		filamentous_mycelium	corticioid
F1750568	Cantharellus anzutake	ingroup	GCF_015039405.1	genus_candidate_requires_species_verification	Cantharellus	Cantharellus	genus	jrk01409	8692	https://doi.org/10.1007/s13225-020-00466-2	Basidiomycota	Agaricomycetes	Cantharellaceae		False	False	False	False	ectomycorrhizal						non-aquatic		filamentous_mycelium	agaricoid
F170446	Ceratobasidium sp. AG-Ba	ingroup	GCA_016906575.1	genus_candidate_requires_species_verification	Ceratobasidium	Ceratobasidium	genus	jrk01540	8717	https://doi.org/10.1007/s13225-020-00466-2	Basidiomycota	Agaricomycetes	Ceratobasidiaceae	incompletely_identified_species_label	False	True	False	False	plant_pathogen	litter_saprotroph		leaf/fruit/seed_pathogen	leaf/fruit/seed,roots,soil		non-aquatic		filamentous_mycelium	corticioid
F139363	Hydnum rufescens	ingroup	GCA_014904985.1	genus_candidate_requires_species_verification	Hydnum	Hydnum	genus	jrk03988	8731	https://doi.org/10.1007/s13225-020-00466-2	Basidiomycota	Agaricomycetes	Hydnaceae		False	False	False	False	ectomycorrhizal						non-aquatic		filamentous_mycelium	agaricoid
F456999	Rhizoctonia solani	ingroup	GCF_016906535.1	genus_candidate_requires_species_verification	Rhizoctonia	Rhizoctonia	genus	jrk07552	8724	https://doi.org/10.1007/s13225-020-00466-2	Basidiomycota	Agaricomycetes	Ceratobasidiaceae		False	True	False	False	plant_pathogen	litter_saprotroph		leaf/fruit/seed_pathogen	leaf/fruit/seed,roots,soil				filamentous_mycelium	corticioid
F156515	Tulasnella calospora	ingroup	GCA_000827465.1	genus_candidate_requires_species_verification	Tulasnella	Tulasnella	genus	jrk09109	8735	https://doi.org/10.1007/s13225-020-00466-2	Basidiomycota	Agaricomycetes	Tulasnellaceae		False	True	False	False	litter_saprotroph	root-associated	root-associated	root-associated	leaf/fruit/seed		non-aquatic		filamentous_mycelium	corticioid
F401625	Ceraceosorus bombacis	ingroup	GCA_900000165.1	genus_candidate_requires_species_verification	Ceraceosorus	Ceraceosorus	genus	jrk01535	9493	https://doi.org/10.1007/s13225-020-00466-2	Basidiomycota	Exobasidiomycetes	Ceraceosoraceae		False	False	False	False	plant_pathogen	epiphyte	no_endophytic_capacity	leaf/fruit/seed_pathogen					filamentous_mycelium	other
F1522189	Ceraceosorus guamensis	ingroup	GCF_003144195.1	genus_candidate_requires_species_verification	Ceraceosorus	Ceraceosorus	genus	jrk01535	9493	https://doi.org/10.1007/s13225-020-00466-2	Basidiomycota	Exobasidiomycetes	Ceraceosoraceae		False	False	False	False	plant_pathogen	epiphyte	no_endophytic_capacity	leaf/fruit/seed_pathogen					filamentous_mycelium	other
F203533	Classicula fluitans	ingroup	GCA_058224955.1	genus_candidate_requires_species_verification	Classicula	Classicula	genus	jrk01818	9461	https://doi.org/10.1007/s13225-020-00466-2	Basidiomycota	Classiculomycetes	Classiculaceae		True	False	False	False	mycoparasite	litter_saprotroph	no_endophytic_capacity		leaf/fruit/seed,fungal_material		freshwater		dimorphic_yeast	none
F202698	Punctularia strigosozonata	ingroup	GCF_000264995.1	genus_candidate_requires_species_verification	Punctularia	Punctularia	genus	jrk07315	8762	https://doi.org/10.1007/s13225-020-00466-2	Basidiomycota	Agaricomycetes	Punctulariaceae		False	True	False	False	wood_saprotroph				wood	white_rot	non-aquatic		filamentous_mycelium	corticioid
F2778381	Cyphobasidiales sp. Tagirdzhanova-0007	ingroup	GCA_904855205.1	no_exact_genus_match	Cyphobasidiales									incompletely_identified_species_label	False	False	False	False										
F29899	Cystobasidium minutum	ingroup	GCF_039999085.1	genus_candidate_requires_species_verification	Cystobasidium	Cystobasidium	genus	jrk02336	9467	https://doi.org/10.1007/s13225-020-00466-2	Basidiomycota	Cystobasidiomycetes	Cystobasidiaceae		False	False	False	False	mycoparasite	fungal_decomposer	no_endophytic_capacity		fungal_material		partly_aquatic		dimorphic_yeast	none
F29902	Mrakia frigida	ingroup	GCF_051309035.1	genus_candidate_requires_species_verification	Mrakia	Mrakia	genus	jrk05305	9801	https://doi.org/10.1007/s13225-020-00466-2	Basidiomycota	Tremellomycetes	Mrakiaceae		False	False	False	False	unspecified_saprotroph						partly_aquatic		dimorphic_yeast	none
F264483	Phaffia rhodozyma	ingroup	GCA_001007165.2	genus_candidate_requires_species_verification	Phaffia	Phaffia	genus	jrk06451	9803	https://doi.org/10.1007/s13225-020-00466-2	Basidiomycota	Tremellomycetes	Mrakiaceae		False	False	False	False	unspecified_saprotroph						non-aquatic		yeast	none
F29889	Calocera cornea	ingroup	GCA_001632435.1	genus_candidate_requires_species_verification	Calocera	Calocera	genus	jrk01323	9481	https://doi.org/10.1007/s13225-020-00466-2	Basidiomycota	Dacrymycetes	Dacrymycetaceae		False	False	False	False	wood_saprotroph				wood	brown_rot	non-aquatic		filamentous_mycelium	clavarioid
F63146	Calocera viscosa	ingroup	GCA_001630345.1	genus_candidate_requires_species_verification	Calocera	Calocera	genus	jrk01323	9481	https://doi.org/10.1007/s13225-020-00466-2	Basidiomycota	Dacrymycetes	Dacrymycetaceae		False	False	False	False	wood_saprotroph				wood	brown_rot	non-aquatic		filamentous_mycelium	clavarioid
F1858805	Dacryopinax primogenitus	ingroup	GCF_000292625.1	genus_candidate_requires_species_verification	Dacryopinax	Dacryopinax	genus	jrk02373	9486	https://doi.org/10.1007/s13225-020-00466-2	Basidiomycota	Dacrymycetes	Dacrymycetaceae		False	False	False	False	wood_saprotroph				wood	brown_rot	non-aquatic		filamentous_mycelium	clavarioid
F58919	Tilletiopsis washingtonensis	ingroup	GCF_003144115.1	genus_candidate_requires_species_verification	Tilletiopsis	Tilletiopsis	genus	jrk08855	9509	https://doi.org/10.1007/s13225-020-00466-2	Basidiomycota	Exobasidiomycetes	Entylomataceae		False	True	False	False	plant_pathogen	litter_saprotroph	no_endophytic_capacity	leaf/fruit/seed_pathogen	leaf/fruit/seed		partly_aquatic		filamentous_mycelium	none
F5414	Erythrobasidium hasegawianum	ingroup	GCA_058224915.1	genus_candidate_requires_species_verification	Erythrobasidium	Erythrobasidium	genus	jrk03042	9472	https://doi.org/10.1007/s13225-020-00466-2	Basidiomycota	Cystobasidiomycetes	Erythrobasidiaceae		False	False	False	False	mycoparasite	fungal_decomposer	no_endophytic_capacity		fungal_material		partly_aquatic		yeast	none
F215250	Acaromyces ingoldii	ingroup	GCF_003144295.1	genus_candidate_requires_species_verification	Acaromyces	Acaromyces	genus	jrk00042	9516	https://doi.org/10.1007/s13225-020-00466-2	Basidiomycota	Exobasidiomycetes	Cryptobasidiaceae		False	False	False	False	animal_parasite	plant_pathogen	no_endophytic_capacity	leaf/fruit/seed_pathogen	leaf/fruit/seed,animal_material		non-aquatic	invertebrate_parasite	yeast	none
F63378	Exobasidium rhododendri	ingroup	GCA_026210745.1	genus_candidate_requires_species_verification	Exobasidium	Exobasidium	genus	jrk03101	9525	https://doi.org/10.1007/s13225-020-00466-2	Basidiomycota	Exobasidiomycetes	Exobasidiaceae		False	False	False	False	plant_pathogen		no_endophytic_capacity	leaf/fruit/seed_pathogen			non-aquatic		filamentous_mycelium	none
F1280837	Meira miltonrushii	ingroup	GCF_003144205.1	genus_candidate_requires_species_verification	Meira	Meira	genus	jrk05002	9514	https://doi.org/10.1007/s13225-020-00466-2	Basidiomycota	Exobasidiomycetes	Brachybasidiaceae		False	False	False	False	plant_pathogen		no_endophytic_capacity	leaf/fruit/seed_pathogen			non-aquatic		dimorphic_yeast	none
F5210	Filobasidium floriforme	ingroup	GCF_021052385.1	genus_candidate_requires_species_verification	Filobasidium	Filobasidium	genus	jrk03177	9807	https://doi.org/10.1007/s13225-020-00466-2	Basidiomycota	Tremellomycetes	Filobasidiaceae		False	False	False	False	unspecified_saprotroph						partly_aquatic	opportunistic_human_parasite	dimorphic_yeast	none
F610337	Naganishia cerealis	ingroup	GCA_030039265.1	genus_candidate_requires_species_verification	Naganishia	Naganishia	genus	jrk05505	9810	https://doi.org/10.1007/s13225-020-00466-2	Basidiomycota	Tremellomycetes	Filobasidiaceae		False	True	False	False	unspecified_saprotroph						partly_aquatic		yeast	none
F89922	Naganishia friedmannii	ingroup	GCA_030039255.1	genus_candidate_requires_species_verification	Naganishia	Naganishia	genus	jrk05505	9810	https://doi.org/10.1007/s13225-020-00466-2	Basidiomycota	Tremellomycetes	Filobasidiaceae		False	True	False	False	unspecified_saprotroph						partly_aquatic		yeast	none
F104408	Naganishia liquefaciens	ingroup	GCA_013423385.1	genus_candidate_requires_species_verification	Naganishia	Naganishia	genus	jrk05505	9810	https://doi.org/10.1007/s13225-020-00466-2	Basidiomycota	Tremellomycetes	Filobasidiaceae		False	True	False	False	unspecified_saprotroph						partly_aquatic		yeast	none
F1424756	Naganishia vaughanmartiniae	ingroup	GCA_030039245.1	genus_candidate_requires_species_verification	Naganishia	Naganishia	genus	jrk05505	9810	https://doi.org/10.1007/s13225-020-00466-2	Basidiomycota	Tremellomycetes	Filobasidiaceae		False	True	False	False	unspecified_saprotroph						partly_aquatic		yeast	none
F68786	Sphaerobolus stellatus	ingroup	GCA_000827215.1	genus_candidate_requires_species_verification	Sphaerobolus	Sphaerobolus	genus	jrk08191	8775	https://doi.org/10.1007/s13225-020-00466-2	Basidiomycota	Agaricomycetes	Sphaerobolaceae		False	False	False	False	wood_saprotroph				wood	white_rot	non-aquatic		filamentous_mycelium	gasteroid
F1230402	Basidioascus undulatus	ingroup	GCA_055755435.1	genus_candidate_requires_species_verification	Basidioascus	Basidioascus	genus	jrk00936	9555	https://doi.org/10.1007/s13225-020-00466-2	Basidiomycota	Geminibasidiomycetes	Geminibasidiaceae		False	True	False	False	soil_saprotroph				soil		non-aquatic		filamentous_mycelium	none
F5281	Tilletiaria anomala	ingroup	GCF_000711695.1	genus_candidate_requires_species_verification	Tilletiaria	Tilletiaria	genus	jrk08853	9535	https://doi.org/10.1007/s13225-020-00466-2	Basidiomycota	Exobasidiomycetes	Tilletiariaceae		False	False	False	False	wood_saprotroph				wood		non-aquatic		dimorphic_yeast	none
F104355	Gloeophyllum trabeum	ingroup	GCF_000344685.1	genus_candidate_requires_species_verification	Gloeophyllum	Gloeophyllum	genus	jrk03454	8780	https://doi.org/10.1007/s13225-020-00466-2	Basidiomycota	Agaricomycetes	Gloeophyllaceae		False	False	False	False	wood_saprotroph				wood	brown_rot	non-aquatic		filamentous_mycelium	polyporoid
F5364	Heliocybe sulcata	ingroup	GCA_004369045.1	genus_candidate_requires_species_verification	Heliocybe	Heliocybe	genus	jrk03763	8782	https://doi.org/10.1007/s13225-020-00466-2	Basidiomycota	Agaricomycetes	Gloeophyllaceae		False	False	False	False	wood_saprotroph				wood	brown_rot	non-aquatic		filamentous_mycelium	agaricoid
F38799	Neolentinus lepideus	ingroup	GCA_001632425.1	genus_candidate_requires_species_verification	Neolentinus	Neolentinus	genus	jrk05645	8785	https://doi.org/10.1007/s13225-020-00466-2	Basidiomycota	Agaricomycetes	Gloeophyllaceae		False	False	False	False	wood_saprotroph				wood	brown_rot	non-aquatic		filamentous_mycelium	agaricoid
F112417	Gautieria morchelliformis	ingroup	GCA_015179125.1	genus_candidate_requires_species_verification	Gautieria	Gautieria	genus	jrk03344	8796	https://doi.org/10.1007/s13225-020-00466-2	Basidiomycota	Agaricomycetes	Gomphaceae		False	False	False	False	ectomycorrhizal						non-aquatic		filamentous_mycelium	gasteroid-hypogeous
F113071	Ramaria rubella	ingroup	GCA_015039355.1	genus_candidate_requires_species_verification	Ramaria	Ramaria	genus	jrk07433	8801	https://doi.org/10.1007/s13225-020-00466-2	Basidiomycota	Agaricomycetes	Gomphaceae		False	True	False	False	ectomycorrhizal						non-aquatic		filamentous_mycelium	clavarioid
F45228	Heterogastridium pycnidioideum	ingroup	GCA_058224935.1	genus_candidate_requires_species_verification	Heterogastridium	Heterogastridium	genus	jrk09901	9558	https://doi.org/10.1007/s13225-020-00466-2	Basidiomycota	Microbotryomycetes	Heterogastridiaceae		False	False	False	False	mycoparasite	fungal_decomposer			fungal_material				dimorphic_yeast	
F257869	Holtermanniella festucosa	ingroup	GCA_055755495.1	genus_candidate_requires_species_verification	Holtermanniella	Holtermanniella	genus	jrk03898	9814	https://doi.org/10.1007/s13225-020-00466-2	Basidiomycota	Tremellomycetes	Holtermanniaceae		False	False	False	False	unspecified_saprotroph						partly_aquatic		dimorphic_yeast	
F135589	Coniferiporia weirii	ingroup	GCA_024195185.1	genus_candidate_requires_species_verification	Coniferiporia	Coniferiporia	genus	jrk02006	8816	https://doi.org/10.1007/s13225-020-00466-2	Basidiomycota	Agaricomycetes	Hymenochaetaceae		False	False	False	False	wood_saprotroph	plant_pathogen		wood_pathogen	wood	white_rot	non-aquatic		filamentous_mycelium	corticioid
F208960	Fomitiporia mediterranea	ingroup	GCF_000271605.1	genus_candidate_requires_species_verification	Fomitiporia	Fomitiporia	genus	jrk03236	8822	https://doi.org/10.1007/s13225-020-00466-2	Basidiomycota	Agaricomycetes	Hymenochaetaceae		False	False	False	False	plant_pathogen	wood_saprotroph		wood_pathogen	wood	white_rot	non-aquatic		filamentous_mycelium	polyporoid
F2282107	Pyrrhoderma noxium	ingroup	GCA_002287475.2	genus_candidate_requires_species_verification	Pyrrhoderma	Pyrrhoderma	genus	jrk07381	8846	https://doi.org/10.1007/s13225-020-00466-2	Basidiomycota	Agaricomycetes	Hymenochaetaceae		False	False	False	False	wood_saprotroph				wood	white_rot	non-aquatic		filamentous_mycelium	polyporoid
F50990	Rickenella mellea	ingroup	GCA_004355085.1	genus_candidate_requires_species_verification	Rickenella	Rickenella	genus	jrk07617	8883	https://doi.org/10.1007/s13225-020-00466-2	Basidiomycota	Agaricomycetes	Rickenellaceae		False	True	False	False	plant_pathogen	bryophilous		leaf/fruit/seed_pathogen	leaf/fruit/seed		non-aquatic		filamentous_mycelium	agaricoid
F27342	Schizopora paradoxa	ingroup	GCA_001020605.1	genus_candidate_requires_species_verification	Schizopora	Schizopora	genus	jrk07854	8897	https://doi.org/10.1007/s13225-020-00466-2	Basidiomycota	Agaricomycetes	Schizoporaceae		True	False	False	False	wood_saprotroph	plant_pathogen		wood_pathogen	wood	white_rot	non-aquatic		filamentous_mycelium	corticioid
F150792	Hysterangium stoloniferum	ingroup	GCA_015178975.1	genus_candidate_requires_species_verification	Hysterangium	Hysterangium	genus	jrk04076	8906	https://doi.org/10.1007/s13225-020-00466-2	Basidiomycota	Agaricomycetes	Hysterangiaceae		False	False	False	False	ectomycorrhizal						non-aquatic		filamentous_mycelium	gasteroid-hypogeous
F202697	Jaapia argillacea	ingroup	GCA_000697665.1	genus_candidate_requires_species_verification	Jaapia	Jaapia	genus	jrk04203	8790	https://doi.org/10.1007/s13225-020-00466-2	Basidiomycota	Agaricomycetes	Jaapiaceae		False	False	False	False	wood_saprotroph				wood		non-aquatic		filamentous_mycelium	corticioid
F1323573	Meredithblackwellia eburnea	ingroup	GCA_051356775.1	genus_candidate_requires_species_verification	Meredithblackwellia	Meredithblackwellia	genus	jrk05080	9566	https://doi.org/10.1007/s13225-020-00466-2	Basidiomycota	Microbotryomycetes	Kriegeriaceae		False	False	False	False	epiphyte	litter_saprotroph			leaf/fruit/seed		non-aquatic		yeast	none
F418498	Phenoliferia psychrophenolica	ingroup	GCA_051911615.1	genus_candidate_requires_species_verification	Phenoliferia	Phenoliferia	genus	jrk06475	9567	https://doi.org/10.1007/s13225-020-00466-2	Basidiomycota	Microbotryomycetes	Kriegeriaceae		False	True	False	False	unspecified_saprotroph						non-aquatic		yeast	none
F3038894	Phenoliferia sp. Uapishka_3	ingroup	GCA_035521515.1	genus_candidate_requires_species_verification	Phenoliferia	Phenoliferia	genus	jrk06475	9567	https://doi.org/10.1007/s13225-020-00466-2	Basidiomycota	Microbotryomycetes	Kriegeriaceae	incompletely_identified_species_label	False	True	False	False	unspecified_saprotroph						non-aquatic		yeast	none
F106004	Leucosporidium creatinivorum	ingroup	GCA_002105055.1	genus_candidate_requires_species_verification	Leucosporidium	Leucosporidium	genus	jrk04665	9569	https://doi.org/10.1007/s13225-020-00466-2	Basidiomycota	Microbotryomycetes	Leucosporidiaceae		False	False	False	False	soil_saprotroph				soil		partly_aquatic		yeast	none
F223818	Malassezia japonica	ingroup	GCF_029542785.1	genus_candidate_requires_species_verification	Malassezia	Malassezia	genus	jrk09900	9557	https://doi.org/10.1007/s13225-020-00466-2	Basidiomycota	Malasseziomycetes	Malasseziaceae		False	False	False	False	soil_saprotroph	root-associated	root-associated	root-associated	roots,soil		partly_aquatic	animal-associated/opportunistic_human_parasite	yeast	none
F77020	Malassezia pachydermatis	ingroup	GCF_001278385.1	genus_candidate_requires_species_verification	Malassezia	Malassezia	genus	jrk09900	9557	https://doi.org/10.1007/s13225-020-00466-2	Basidiomycota	Malasseziomycetes	Malasseziaceae		False	False	False	False	soil_saprotroph	root-associated	root-associated	root-associated	roots,soil		partly_aquatic	animal-associated/opportunistic_human_parasite	yeast	none
F76775	Malassezia restricta	ingroup	GCF_003290485.1	genus_candidate_requires_species_verification	Malassezia	Malassezia	genus	jrk09900	9557	https://doi.org/10.1007/s13225-020-00466-2	Basidiomycota	Malasseziomycetes	Malasseziaceae		False	False	False	False	soil_saprotroph	root-associated	root-associated	root-associated	roots,soil		partly_aquatic	animal-associated/opportunistic_human_parasite	yeast	none
F76777	Malassezia sympodialis	ingroup	GCF_000349305.1	genus_candidate_requires_species_verification	Malassezia	Malassezia	genus	jrk09900	9557	https://doi.org/10.1007/s13225-020-00466-2	Basidiomycota	Malasseziomycetes	Malasseziaceae		False	False	False	False	soil_saprotroph	root-associated	root-associated	root-associated	roots,soil		partly_aquatic	animal-associated/opportunistic_human_parasite	yeast	none
F2020962	Malassezia vespertilionis	ingroup	GCF_029542925.1	genus_candidate_requires_species_verification	Malassezia	Malassezia	genus	jrk09900	9557	https://doi.org/10.1007/s13225-020-00466-2	Basidiomycota	Malasseziomycetes	Malasseziaceae		False	False	False	False	soil_saprotroph	root-associated	root-associated	root-associated	roots,soil		partly_aquatic	animal-associated/opportunistic_human_parasite	yeast	none
F269621	Microbotryum intermedium	ingroup	GCA_900096595.1	genus_candidate_requires_species_verification	Microbotryum	Microbotryum	genus	jrk05133	9572	https://doi.org/10.1007/s13225-020-00466-2	Basidiomycota	Microbotryomycetes	Microbotryaceae		False	False	False	False	plant_pathogen			leaf/fruit/seed_pathogen			non-aquatic		filamentous_mycelium	smut
F288795	Microbotryum lychnidis-dioicae	ingroup	GCA_000166175.1	genus_candidate_requires_species_verification	Microbotryum	Microbotryum	genus	jrk05133	9572	https://doi.org/10.1007/s13225-020-00466-2	Basidiomycota	Microbotryomycetes	Microbotryaceae		False	False	False	False	plant_pathogen			leaf/fruit/seed_pathogen			non-aquatic		filamentous_mycelium	smut
F289078	Microbotryum saponariae	ingroup	GCA_900102585.1	genus_candidate_requires_species_verification	Microbotryum	Microbotryum	genus	jrk05133	9572	https://doi.org/10.1007/s13225-020-00466-2	Basidiomycota	Microbotryomycetes	Microbotryaceae		False	False	False	False	plant_pathogen			leaf/fruit/seed_pathogen			non-aquatic		filamentous_mycelium	smut
F796604	Microbotryum silenes-dioicae	ingroup	GCA_900120095.1	genus_candidate_requires_species_verification	Microbotryum	Microbotryum	genus	jrk05133	9572	https://doi.org/10.1007/s13225-020-00466-2	Basidiomycota	Microbotryomycetes	Microbotryaceae		False	False	False	False	plant_pathogen			leaf/fruit/seed_pathogen			non-aquatic		filamentous_mycelium	smut
F2878321	Jaminaea pallidilutea	ingroup	GCA_976943345.1	genus_candidate_requires_species_verification	Jaminaea	Jaminaea	genus	jrk04215	9539	https://doi.org/10.1007/s13225-020-00466-2	Basidiomycota	Exobasidiomycetes	Microstromatales family incertae sedis		False	False	False	False	epiphyte	plant_pathogen		leaf/fruit/seed_pathogen	leaf/fruit/seed		non-aquatic		yeast	none
F1569628	Jaminaea rosea	ingroup	GCF_003144245.1	genus_candidate_requires_species_verification	Jaminaea	Jaminaea	genus	jrk04215	9539	https://doi.org/10.1007/s13225-020-00466-2	Basidiomycota	Exobasidiomycetes	Microstromatales family incertae sedis		False	False	False	False	epiphyte	plant_pathogen		leaf/fruit/seed_pathogen	leaf/fruit/seed		non-aquatic		yeast	none
F1684307	Microstroma glucosiphilum	ingroup	GCF_003144135.1	genus_candidate_requires_species_verification	Microstroma	Microstroma	genus	jrk05180	9538	https://doi.org/10.1007/s13225-020-00466-2	Basidiomycota	Exobasidiomycetes	Microstromataceae		False	False	False	False	plant_pathogen		no_endophytic_capacity	leaf/fruit/seed_pathogen			non-aquatic		dimorphic_yeast	none
F1463510	Parajaminaea phylloscopi	ingroup	GCA_976943335.1	genus_candidate_requires_species_verification	Parajaminaea	Parajaminaea	genus	jrk06110	9540	https://doi.org/10.1007/s13225-020-00466-2	Basidiomycota	Exobasidiomycetes	Microstromatales family incertae sedis		False	False	False	False	plant_pathogen	epiphyte	no_endophytic_capacity	leaf/fruit/seed_pathogen			non-aquatic		dimorphic_yeast	none
F574677	Sympodiomycopsis kandeliae	ingroup	GCA_976943355.1	genus_candidate_requires_species_verification	Sympodiomycopsis	Sympodiomycopsis	genus	jrk08541	9542	https://doi.org/10.1007/s13225-020-00466-2	Basidiomycota	Exobasidiomycetes	Microstromatales family incertae sedis		False	False	False	False	unspecified_symbiotroph	arthropod-associated					non-aquatic	arthropod-associated	dimorphic_yeast	none
F34349	Mixia osmundae	ingroup	GCF_000708205.1	genus_candidate_requires_species_verification	Mixia	Mixia	genus	jrk05229	9603	https://doi.org/10.1007/s13225-020-00466-2	Basidiomycota	Mixiomycetes	Mixiaceae		False	False	False	False	plant_pathogen		no_endophytic_capacity	leaf/fruit/seed_pathogen			non-aquatic		dimorphic_yeast	none
F112072	Naohidea sebacea	ingroup	GCA_058224975.1	genus_candidate_requires_species_verification	Naohidea	Naohidea	genus	jrk05525	9476	https://doi.org/10.1007/s13225-020-00466-2	Basidiomycota	Cystobasidiomycetes	Naohideaceae		False	False	False	False	mycoparasite	fungal_decomposer	no_endophytic_capacity		fungal_material		non-aquatic		dimorphic_yeast	none
F1419009	Clathrus columnatus	ingroup	GCA_020884735.1	genus_candidate_requires_species_verification	Clathrus	Clathrus	genus	jrk01828	8935	https://doi.org/10.1007/s13225-020-00466-2	Basidiomycota	Agaricomycetes	Phallaceae		False	False	False	False	soil_saprotroph				soil		non-aquatic		filamentous_mycelium	clathroid
