taxon_id	species_name	study_role	assembly_accession	match_status	queried_genus	source_genus	source_rank	source_record_id	source_excel_rows	source_doi	source_phylum	source_class	source_family	taxon_identity_flags	source_genus_comment_present	source_lifestyle_comment_present	species_verified	eligible_for_confirmatory_tests	candidate_primary_lifestyle	candidate_secondary_lifestyle	candidate_endophytic_capability	candidate_plant_pathogenic_capacity	candidate_decay_substrate	candidate_decay_type	candidate_aquatic_habitat	candidate_animal_biotrophic_capacity	candidate_growth_form	candidate_fruitbody_type
F979620	Dissophora ornata	ingroup	GCA_025201705.1	genus_candidate_requires_species_verification	Dissophora	Dissophora	genus	jrk02723	10311	https://doi.org/10.1007/s13225-020-00466-2	Mortierellomycota	Mortierellomycetes	Mortierellaceae		False	False	False	False	soil_saprotroph				soil	chitinolytic	non-aquatic		filamentous_mycelium	none
F101097	Entomortierella chlamydospora	ingroup	GCA_015849335.1	no_exact_genus_match	Entomortierella										False	False	False	False										
F101098	Gamsiella multidivaricata	ingroup	GCF_025024155.1	genus_candidate_requires_species_verification	Gamsiella	Gamsiella	genus	jrk03328	10312	https://doi.org/10.1007/s13225-020-00466-2	Mortierellomycota	Mortierellomycetes	Mortierellaceae		False	False	False	False	soil_saprotroph	dung_saprotroph			soil,dung	mold	non-aquatic		filamentous_mycelium	none
F979690	Gryganskiella cystojenkinii	ingroup	GCA_015852425.1	no_exact_genus_match	Gryganskiella										False	False	False	False										
F1897645	Haplosporangium bisporale	ingroup	GCA_015500155.1	genus_candidate_requires_species_verification	Haplosporangium	Haplosporangium	genus	jrk09907	10313	https://doi.org/10.1007/s13225-020-00466-2	Mortierellomycota	Mortierellomycetes	Mortierellaceae		False	False	False	False	soil_saprotroph				soil	chitinolytic	non-aquatic		filamentous_mycelium	none
F604196	Linnemannia exigua	ingroup	GCA_016097895.1	no_exact_genus_match	Linnemannia										False	False	False	False										
F64571	Lobosporangium transversale	ingroup	GCF_002105155.1	genus_candidate_requires_species_verification	Lobosporangium	Lobosporangium	genus	jrk04759	10314	https://doi.org/10.1007/s13225-020-00466-2	Mortierellomycota	Mortierellomycetes	Mortierellaceae		False	False	False	False	soil_saprotroph				soil	chitinolytic	non-aquatic		filamentous_mycelium	zygosporangium
F979761	Lunasporangiospora selenospora	ingroup	GCA_015680635.1	no_exact_genus_match	Lunasporangiospora										False	False	False	False										
F1440133	Modicella reniformis	ingroup	GCA_015849295.1	genus_candidate_requires_species_verification	Modicella	Modicella	genus	jrk05238	10315	https://doi.org/10.1007/s13225-020-00466-2	Mortierellomycota	Mortierellomycetes	Mortierellaceae		False	False	False	False	soil_saprotroph				soil	chitinolytic	non-aquatic		filamentous_mycelium	zygosporangium
F1343614	Mortierella claussenii	ingroup	GCA_022750515.1	genus_candidate_requires_species_verification	Mortierella	Mortierella	genus	jrk05302	10316	https://doi.org/10.1007/s13225-020-00466-2	Mortierellomycota	Mortierellomycetes	Mortierellaceae		False	False	False	False	soil_saprotroph	root-associated	root-associated	root-associated	roots,soil	chitinolytic	partly_aquatic	opportunistic_human_parasite	filamentous_mycelium	none
F64525	Podila minutissima	ingroup	GCA_016098005.1	no_exact_genus_match	Podila										False	False	False	False										
F1938954	Bifiguratus adelaidae	ingroup	GCA_002261195.1	genus_candidate_requires_species_verification	Bifiguratus	Bifiguratus	genus	jrk01024	10383	https://doi.org/10.1007/s13225-020-00466-2	Mucoromycota	Mucoromycota class incertae sedis	Mucoromycota family incertae sedis		False	False	False	False	soil_saprotroph				soil	mold	non-aquatic		filamentous_mycelium	none
F2340872	Endogone sp. FLAS-F59071	ingroup	GCA_003990785.1	genus_candidate_requires_species_verification	Endogone	Endogone	genus	jrk02917	10318	https://doi.org/10.1007/s13225-020-00466-2	Mucoromycota	Endogonomycetes	Endogonaceae	incompletely_identified_species_label	False	True	False	False	soil_saprotroph	root_endophyte	root_endophyte	root-associated	soil		non-aquatic		filamentous_mycelium	zygosporangium
F994334	Jimgerdemannia flammicorona	ingroup	GCA_003990745.1	genus_candidate_requires_species_verification	Jimgerdemannia	Jimgerdemannia	genus	jrk04233	10319	https://doi.org/10.1007/s13225-020-00466-2	Mucoromycota	Endogonomycetes	Endogonaceae		False	False	False	False	ectomycorrhizal	root-associated	root-associated				non-aquatic		filamentous_mycelium	zygosporangium
F708070	Mucor velutinosus	ingroup	GCF_035048745.1	genus_candidate_requires_species_verification	Mucor	Mucor	genus	jrk05314	10360	https://doi.org/10.1007/s13225-020-00466-2	Mucoromycota	Mucoromycetes	Mucoraceae		False	False	False	False	soil_saprotroph				soil	mold	partly_aquatic	opportunistic_human_parasite	filamentous_mycelium	none
F64632	Mycotypha africana	ingroup	GCF_025528875.1	genus_candidate_requires_species_verification	Mycotypha	Mycotypha	genus	jrk05430	10370	https://doi.org/10.1007/s13225-020-00466-2	Mucoromycota	Mucoromycetes	Mycotyphaceae		False	False	False	False	soil_saprotroph	dung_saprotroph			soil,dung	mold	non-aquatic	opportunistic_human_parasite	filamentous_mycelium	none
F4837	Phycomyces blakesleeanus	ingroup	GCF_001638985.1	genus_candidate_requires_species_verification	Phycomyces	Phycomyces	genus	jrk06553	10371	https://doi.org/10.1007/s13225-020-00466-2	Mucoromycota	Mucoromycetes	Phycomycetaceae		False	False	False	False	dung_saprotroph	soil_saprotroph			dung,soil	mold	non-aquatic		filamentous_mycelium	none
F4840	Rhizomucor pusillus	ingroup	GCF_041956525.1	genus_candidate_requires_species_verification	Rhizomucor	Rhizomucor	genus	jrk07559	10342	https://doi.org/10.1007/s13225-020-00466-2	Mucoromycota	Mucoromycetes	Lichtheimiaceae		False	False	False	False	soil_saprotroph				soil	mold	partly_aquatic	opportunistic_human_parasite	filamentous_mycelium	none
F58291	Rhizopus microsporus	ingroup	GCF_002708625.1	genus_candidate_requires_species_verification	Rhizopus	Rhizopus	genus	jrk07568	10376	https://doi.org/10.1007/s13225-020-00466-2	Mucoromycota	Mucoromycetes	Rhizopodaceae		False	False	False	False	soil_saprotroph	plant_pathogen		leaf/fruit/seed_pathogen	leaf/fruit/seed,soil	mold	non-aquatic	opportunistic_human_parasite	filamentous_mycelium	none
F91625	Umbelopsis isabellina	ingroup	GCA_016758905.1	genus_candidate_requires_species_verification	Umbelopsis	Umbelopsis	genus	jrk09156	10387	https://doi.org/10.1007/s13225-020-00466-2	Mucoromycota	Umbelopsidomycetes	Umbelopsidaceae		False	False	False	False	soil_saprotroph	root-associated	root-associated	root-associated	roots,soil	mold	non-aquatic		filamentous_mycelium	none
F64526	Umbelopsis nana	ingroup	GCA_054906655.1	genus_candidate_requires_species_verification	Umbelopsis	Umbelopsis	genus	jrk09156	10387	https://doi.org/10.1007/s13225-020-00466-2	Mucoromycota	Umbelopsidomycetes	Umbelopsidaceae		False	False	False	False	soil_saprotroph	root-associated	root-associated	root-associated	roots,soil	mold	non-aquatic		filamentous_mycelium	none
F41833	Umbelopsis ramanniana	ingroup	GCF_025399195.1	genus_candidate_requires_species_verification	Umbelopsis	Umbelopsis	genus	jrk09156	10387	https://doi.org/10.1007/s13225-020-00466-2	Mucoromycota	Umbelopsidomycetes	Umbelopsidaceae		False	False	False	False	soil_saprotroph	root-associated	root-associated	root-associated	roots,soil	mold	non-aquatic		filamentous_mycelium	none
F44442	Umbelopsis vinacea	ingroup	GCA_977110975.1	genus_candidate_requires_species_verification	Umbelopsis	Umbelopsis	genus	jrk09156	10387	https://doi.org/10.1007/s13225-020-00466-2	Mucoromycota	Umbelopsidomycetes	Umbelopsidaceae		False	False	False	False	soil_saprotroph	root-associated	root-associated	root-associated	roots,soil	mold	non-aquatic		filamentous_mycelium	none
F1754192	Anaeromyces robustus	ingroup	GCA_002104895.1	genus_candidate_requires_species_verification	Anaeromyces	Anaeromyces	genus	jrk09912	10388	https://doi.org/10.1007/s13225-020-00466-2	Neocallimastigomycota	Neocallimastigomycetes	Neocallimastigaceae		False	True	False	False	animal_endosymbiont	litter_saprotroph			leaf/fruit/seed		non-aquatic	animal_endosymbiont	zoosporic-rhizomycelial_(chytrid-like)	zoosporangium
F1754190	Neocallimastix californiae	ingroup	GCA_002104975.1	genus_candidate_requires_species_verification	Neocallimastix	Neocallimastix	genus	jrk09916	10392	https://doi.org/10.1007/s13225-020-00466-2	Neocallimastigomycota	Neocallimastigomycetes	Neocallimastigaceae		False	True	False	False	animal_endosymbiont	litter_saprotroph			leaf/fruit/seed		non-aquatic	animal_endosymbiont	zoosporic-rhizomycelial_(chytrid-like)	zoosporangium
F2767002	Neocallimastix lanati (nom. inval.)	ingroup	GCA_016946835.1	genus_candidate_requires_species_verification	Neocallimastix	Neocallimastix	genus	jrk09916	10392	https://doi.org/10.1007/s13225-020-00466-2	Neocallimastigomycota	Neocallimastigomycetes	Neocallimastigaceae		False	True	False	False	animal_endosymbiont	litter_saprotroph			leaf/fruit/seed		non-aquatic	animal_endosymbiont	zoosporic-rhizomycelial_(chytrid-like)	zoosporangium
F3108450	Neocallimastix sp. 'constans'	ingroup	GCA_050613775.1	genus_candidate_requires_species_verification	Neocallimastix	Neocallimastix	genus	jrk09916	10392	https://doi.org/10.1007/s13225-020-00466-2	Neocallimastigomycota	Neocallimastigomycetes	Neocallimastigaceae	incompletely_identified_species_label	False	True	False	False	animal_endosymbiont	litter_saprotroph			leaf/fruit/seed		non-aquatic	animal_endosymbiont	zoosporic-rhizomycelial_(chytrid-like)	zoosporangium
F1754191	Piromyces finnis	ingroup	GCA_002104945.1	genus_candidate_requires_species_verification	Piromyces	Piromyces	genus	jrk09919	10395	https://doi.org/10.1007/s13225-020-00466-2	Neocallimastigomycota	Neocallimastigomycetes	Neocallimastigaceae		False	True	False	False	animal_endosymbiont	litter_saprotroph			leaf/fruit/seed		non-aquatic	animal_endosymbiont	zoosporic-rhizomycelial_(chytrid-like)	zoosporangium
F73868	Piromyces sp. E2	ingroup	GCA_002157105.1	genus_candidate_requires_species_verification	Piromyces	Piromyces	genus	jrk09919	10395	https://doi.org/10.1007/s13225-020-00466-2	Neocallimastigomycota	Neocallimastigomycetes	Neocallimastigaceae	incompletely_identified_species_label	False	True	False	False	animal_endosymbiont	litter_saprotroph			leaf/fruit/seed		non-aquatic	animal_endosymbiont	zoosporic-rhizomycelial_(chytrid-like)	zoosporangium
F278681	Olpidium bornovanus	ingroup	GCA_017911155.1	genus_candidate_requires_species_verification	Olpidium	Olpidium	genus	jrk05895	875	https://doi.org/10.1007/s13225-020-00466-2	Olpidiomycota	Olpidiomycetes	Olpidiaceae		False	True	False	False	algal_parasite	plant_pathogen		leaf/fruit/seed_pathogen,algal_parasite	leaf/fruit/seed,roots,algal_material,animal_material		partly_aquatic		zoosporic-plasmodium_(aphelid)	zoosporangium
F1246581	Paramicrosporidium saccamoebae	ingroup	GCA_002794465.1	genus_candidate_requires_species_verification	Paramicrosporidium	Paramicrosporidium	genus	jrk06123	10738	https://doi.org/10.1007/s13225-020-00466-2	Rozellomycota	Rozellomycota class incertae sedis	Rozellomycota family incertae sedis		False	False	False	False	protistan_parasite		no_endophytic_capacity		protist_material				unicellular-aflagellate_(non-yeast)	none
F281847	Rozella allomycis	ingroup	GCA_000442015.1	genus_candidate_requires_species_verification	Rozella	Rozella	genus	jrk07700	10726	https://doi.org/10.1007/s13225-020-00466-2	Rozellomycota	Rozellomycetes	Rozellaceae		False	False	False	False	mycoparasite	fungal_decomposer	no_endophytic_capacity		fungal_material		partly_aquatic		zoosporic-plasmodium_(aphelid)	none
F1907219	Piptocephalis cylindrospora	ingroup	GCA_003614145.1	genus_candidate_requires_species_verification	Piptocephalis	Piptocephalis	genus	jrk06630	10759	https://doi.org/10.1007/s13225-020-00466-2	Zoopagomycota	Zoopagomycetes	Piptocephalidaceae		False	False	False	False	mycoparasite	fungal_decomposer			fungal_material				filamentous_mycelium	
F1286916	Piptocephalis tieghemiana	ingroup	GCA_025603285.1	genus_candidate_requires_species_verification	Piptocephalis	Piptocephalis	genus	jrk06630	10759	https://doi.org/10.1007/s13225-020-00466-2	Zoopagomycota	Zoopagomycetes	Piptocephalidaceae		False	False	False	False	mycoparasite	fungal_decomposer			fungal_material				filamentous_mycelium	
F1851187	Syncephalis fuscata	ingroup	GCA_025786725.1	genus_candidate_requires_species_verification	Syncephalis	Syncephalis	genus	jrk08554	10760	https://doi.org/10.1007/s13225-020-00466-2	Zoopagomycota	Zoopagomycetes	Piptocephalidaceae		False	False	False	False	mycoparasite	fungal_decomposer			fungal_material				filamentous_mycelium	
F1851185	Syncephalis plumigaleata	ingroup	GCA_025201365.1	genus_candidate_requires_species_verification	Syncephalis	Syncephalis	genus	jrk08554	10760	https://doi.org/10.1007/s13225-020-00466-2	Zoopagomycota	Zoopagomycetes	Piptocephalidaceae		False	False	False	False	mycoparasite	fungal_decomposer			fungal_material				filamentous_mycelium	
F1712513	Syncephalis pseudoplumigaleata	ingroup	GCA_003614755.1	genus_candidate_requires_species_verification	Syncephalis	Syncephalis	genus	jrk08554	10760	https://doi.org/10.1007/s13225-020-00466-2	Zoopagomycota	Zoopagomycetes	Piptocephalidaceae		False	False	False	False	mycoparasite	fungal_decomposer			fungal_material				filamentous_mycelium	
F78915	Thamnocephalis sphaerospora	ingroup	GCA_003614735.1	genus_candidate_requires_species_verification	Thamnocephalis	Thamnocephalis	genus	jrk08757	10764	https://doi.org/10.1007/s13225-020-00466-2	Zoopagomycota	Zoopagomycetes	Sigmoideomycetaceae		False	False	False	False	mycoparasite	fungal_decomposer	no_endophytic_capacity		fungal_material				filamentous_mycelium	
F2109901	Amoeboradix gromovi	ingroup	GCA_018985225.1	genus_candidate_requires_species_verification	Amoeboradix	Amoeboradix	genus	jrk00303	10308	https://doi.org/10.1007/s13225-020-00466-2	Monoblepharomycota	Sanchytriomycetes	Sanchytriaceae		False	False	False	False	algal_parasite		no_endophytic_capacity	algal_parasite	algal_material		freshwater		zoosporic-rhizomycelial_(chytrid-like)	zoosporangium
F2020955	Sanchytrium tribonematis	ingroup	GCA_018985235.1	genus_candidate_requires_species_verification	Sanchytrium	Sanchytrium	genus	jrk07773	10309	https://doi.org/10.1007/s13225-020-00466-2	Monoblepharomycota	Sanchytriomycetes	Sanchytriaceae		False	False	False	False	algal_parasite		no_endophytic_capacity	algal_parasite	algal_material		freshwater		zoosporic-rhizomycelial_(chytrid-like)	zoosporangium
O691883	Fonticula alba	outgroup	GCF_000388065.1	outgroup_not_assigned	Fonticula										False	False	False	False										
O81824	Monosiga brevicollis	outgroup	GCF_000002865.3	outgroup_not_assigned	Monosiga										False	False	False	False										
O946362	Salpingoeca rosetta	outgroup	GCF_000188695.1	outgroup_not_assigned	Salpingoeca										False	False	False	False										
O192875	Capsaspora owczarzaki	outgroup	GCF_000151315.2	outgroup_not_assigned	Capsaspora										False	False	False	False										
O72019	Sphaeroforma arctica	outgroup	GCF_001186125.1	outgroup_not_assigned	Sphaeroforma										False	False	False	False										
O529818	Thecamonas trahens	outgroup	GCF_000142905.1	outgroup_not_assigned	Thecamonas										False	False	False	False										
O5755	Acanthamoeba castellanii	outgroup	GCF_000313135.1	outgroup_not_assigned	Acanthamoeba										False	False	False	False										
O44689	Dictyostelium discoideum	outgroup	GCF_000004695.1	outgroup_not_assigned	Dictyostelium										False	False	False	False										
O5786	Dictyostelium purpureum	outgroup	GCF_000190715.1	outgroup_not_assigned	Dictyostelium										False	False	False	False										
O133409	Polysphondylium violaceum	outgroup	GCA_000277445.1	outgroup_not_assigned	Polysphondylium										False	False	False	False										
O1890364	Planoprotostelium fungivorum	outgroup	GCA_003024175.1	outgroup_not_assigned	Planoprotostelium										False	False	False	False										
O400682	Amphimedon queenslandica	outgroup	GCF_000090795.2	outgroup_not_assigned	Amphimedon										False	False	False	False										
O45351	Nematostella vectensis	outgroup	GCF_932526225.1	outgroup_not_assigned	Nematostella										False	False	False	False										
O10228	Trichoplax adhaerens	outgroup	GCF_000150275.1	outgroup_not_assigned	Trichoplax										False	False	False	False										
O27923	Mnemiopsis leidyi	outgroup	GCA_048537945.1	outgroup_not_assigned	Mnemiopsis										False	False	False	False										
O7227	Drosophila melanogaster	outgroup	GCF_000001215.4	outgroup_not_assigned	Drosophila										False	False	False	False										
O6239	Caenorhabditis elegans	outgroup	GCF_000002985.6	outgroup_not_assigned	Caenorhabditis										False	False	False	False										
O283909	Capitella teleta	outgroup	GCA_000328365.1	outgroup_not_assigned	Capitella										False	False	False	False										
O225164	Lottia gigantea	outgroup	GCF_000327385.1	outgroup_not_assigned	Lottia										False	False	False	False										
O2700040	Branchiostoma floridae	outgroup	GCF_019207075.1	outgroup_not_assigned	Branchiostoma										False	False	False	False										
OFS5426470	Corallochytrium limacisporum	outgroup	figshare:5426470.v1	outgroup_not_assigned	Corallochytrium										False	False	False	False										
OFS5426494	Chromosphaera perkinsii	outgroup	figshare:5426494.v1	outgroup_not_assigned	Chromosphaera										False	False	False	False										
OFS5426506	Pirum gemmata	outgroup	figshare:5426506.v2	outgroup_not_assigned	Pirum										False	False	False	False										
OFS5426458	Abeoforma whisleri	outgroup	figshare:5426458.v1	outgroup_not_assigned	Abeoforma										False	False	False	False										
OFS1403592	Creolimax fragrantissima	outgroup	figshare:1403592.v1	outgroup_not_assigned	Creolimax										False	False	False	False										
