species_id	taxon_id	proteins	outside_retained_partition	singleton_family_proteins	two_member_family_proteins	tree_eligible_family_proteins	outside_fraction	intermediate_unassigned_proteins	intermediate_unassigned_now_in_partition	intermediate_unassigned_still_outside	outside_not_in_intermediate
360	F41759	12813	2180	0	2	10631	0.17013970186529306	2180	0	2180	0
361	F41833	9915	1207	0	14	8694	0.12173474533535047	1207	0	1207	0
362	F418498	11523	2699	0	8	8816	0.23422719777835632	2699	0	2699	0
363	F41956	15791	3824	0	4	11963	0.24216325755176998	3824	0	3824	0
364	F41990	12540	1314	0	7	11219	0.10478468899521531	1314	0	1314	0
365	F42068	3761	551	0	2	3208	0.1465035894708854	551	0	551	0
366	F42374	5859	1095	0	0	4764	0.18689196108550948	1095	0	1095	0
367	F43433	10412	2929	0	61	7422	0.28131002689204765	2929	0	2929	0
368	F43959	6419	1553	0	1	4865	0.24193799657267487	1553	0	1553	0
369	F443868	8330	1003	0	1	7326	0.12040816326530612	1003	0	1003	0
370	F45228	7658	1839	0	5	5814	0.24014102898929224	1839	0	1839	0
371	F456999	12301	2674	0	4	9623	0.2173807007560361	2674	0	2674	0
372	F460848	8063	1237	0	5	6821	0.15341684236636488	1237	0	1237	0
373	F460854	8190	1349	0	3	6838	0.1647130647130647	1349	0	1349	0
374	F462254	12531	3381	0	4	9146	0.269810869044769	3381	0	3381	0
375	F467971	13651	4704	0	4	8943	0.3445901399164896	4704	0	4704	0
376	F470096	11218	2397	0	1	8820	0.21367445177393474	2397	0	2397	0
377	F474922	15368	2397	0	7	12964	0.15597345132743362	2397	0	2397	0
378	F4754	3646	399	0	0	3247	0.10943499725726824	399	0	399	0
379	F48021	15125	5000	0	1	10124	0.3305785123966942	5000	0	5000	0
380	F4808	10031	2762	0	5	7264	0.2753464260791546	2762	0	2762	0
381	F48095	10026	1136	0	0	8890	0.11330540594454419	1136	0	1136	0
382	F4837	16542	5623	0	33	10886	0.3399226212066256	5623	0	5623	0
383	F48563	13537	3806	0	0	9731	0.28115535199822705	3806	0	3806	0
384	F48565	21442	8837	0	2	12603	0.41213506202779593	8837	0	8837	0
385	F48578	16585	5658	0	1	10926	0.34115164305094964	5658	0	5658	0
386	F48586	17080	5650	0	0	11430	0.33079625292740045	5650	0	5650	0
387	F48587	15739	5579	0	2	10158	0.35446978842366095	5579	0	5579	0
388	F48593	15797	5360	0	2	10435	0.33930493131607264	5360	0	5360	0
389	F4866	6346	851	0	37	5458	0.13410022061140875	851	0	851	0
390	F48691	5531	1107	0	7	4417	0.20014463930573134	1107	0	1107	0
391	F4874	26134	9270	0	9	16855	0.35471033902196375	9270	0	9270	0
392	F4896	5124	730	0	0	4394	0.14246682279469164	730	0	730	0
393	F4897	4878	657	0	0	4221	0.13468634686346864	657	0	657	0
394	F4903	6032	1069	0	3	4960	0.17722148541114058	1069	0	1069	0
395	F4909	5139	880	0	1	4258	0.17123954076668613	880	0	880	0
396	F4918	5664	907	0	1	4756	0.16013418079096045	907	0	907	0
397	F4927	6417	1087	0	2	5328	0.16939379772479352	1087	0	1087	0
398	F500713	6590	549	0	1	6040	0.08330804248861912	549	0	549	0
399	F5011	4663	653	0	1	4009	0.14003860175852456	653	0	653	0
400	F5022	11837	3411	0	1	8425	0.28816423080172343	3411	0	3411	0
401	F50376	10820	2189	0	3	8628	0.2023105360443623	2189	0	2189	0
402	F5059	13707	2048	0	5	11654	0.14941270883490188	2048	0	2048	0
403	F5062	12074	1519	0	5	10550	0.12580752029153552	1519	0	1519	0
404	F50956	23936	12363	0	10	11563	0.5165023395721925	12363	0	12363	0
405	F50990	17134	5674	0	2	11458	0.33115442978872417	5674	0	5674	0
406	F5116	11588	2315	0	3	9270	0.1997756299620297	2315	0	2315	0
407	F5127	14810	2560	0	2	12248	0.17285617825793384	2560	0	2560	0
408	F5128	13017	1915	0	3	11099	0.14711531074748405	1915	0	1915	0
409	F5147	10309	2038	0	3	8268	0.197691337666117	2038	0	2038	0
410	F51930	4656	680	0	0	3976	0.14604810996563575	680	0	680	0
411	F5207	6975	538	0	9	6428	0.0771326164874552	538	0	538	0
412	F5208	6341	789	0	0	5552	0.12442832360826368	789	0	789	0
413	F5210	8301	2254	0	1	6046	0.27153355017467773	2254	0	2254	0
414	F5219	26682	11628	0	7	15047	0.4357994153361817	11628	0	11628	0
415	F5281	6805	1468	0	3	5334	0.2157237325495959	1468	0	1468	0
416	F52883	8197	1933	0	5	6259	0.23581798218860558	1933	0	1933	0
417	F5364	12569	3376	0	1	9192	0.26859734266847	3376	0	3376	0
418	F5365	15364	5043	0	2	10319	0.32823483467846915	5043	0	5043	0
419	F5414	9521	2194	0	108	7219	0.23043797920386513	2194	0	2194	0
420	F54195	6785	2082	0	0	4703	0.3068533529845247	2082	0	2082	0
421	F5454	11525	2076	0	2	9447	0.18013015184381778	2076	0	2076	0
422	F5476	6030	1219	0	1	4810	0.2021558872305141	1219	0	1219	0
423	F5479	5431	862	0	1	4568	0.1587184680537654	862	0	862	0
424	F5482	6254	1404	0	1	4849	0.22449632235369363	1404	0	1404	0
425	F5486	10841	2434	0	2	8405	0.22451803339175352	2434	0	2434	0
426	F549676	11879	1932	0	2	9945	0.1626399528579847	1932	0	1932	0
427	F5507	16197	2775	0	3	13419	0.17132802370809408	2775	0	2775	0
428	F5518	13312	2871	0	5	10436	0.2156700721153846	2871	0	2871	0
429	F552467	6694	561	0	1	6132	0.08380639378547954	561	0	561	0
430	F5544	14064	3209	0	4	10851	0.22817121729237771	3209	0	3209	0
431	F5570	14695	3312	0	33	11350	0.2253827832596121	3312	0	3312	0
432	F5580	11844	2655	0	2	9187	0.22416413373860183	2655	0	2655	0
433	F5606	7023	682	0	340	6001	0.09710949736579809	682	0	682	0
434	F5619	8094	1428	0	1	6665	0.17642698295033357	1428	0	1428	0
435	F5630	13739	4533	0	1	9205	0.3299366766140185	4533	0	4533	0
436	F563466	8376	792	0	2	7582	0.09455587392550144	792	0	792	0
437	F56409	4631	722	0	0	3909	0.1559058518678471	722	0	722	0
438	F56493	13337	4393	0	2	8942	0.3293844192846967	4393	0	4393	0
439	F574656	10917	1904	0	0	9013	0.17440688833928736	1904	0	1904	0
440	F574677	7074	1553	0	2	5519	0.21953633022335312	1553	0	1553	0
441	F574774	14277	2600	0	32	11645	0.18211108776353577	2600	0	2600	0
442	F574789	16792	4396	0	16	12380	0.261791329204383	4396	0	4396	0
443	F578093	10230	2611	0	1	7618	0.2552297165200391	2611	0	2611	0
444	F58291	10888	1751	0	13	9124	0.16081925055106538	1751	0	1751	0
445	F58853	9734	1245	0	1	8488	0.1279021984795562	1245	0	1245	0
446	F588596	30147	7232	0	132	22783	0.2398911997877069	7232	0	7232	0
447	F58919	7005	1626	0	3	5376	0.23211991434689508	1626	0	1626	0
448	F599730	10149	4979	0	34	5136	0.4905902059316189	4979	0	4979	0
449	F599839	9184	1803	0	2	7379	0.19631968641114983	1803	0	1803	0
450	F60197	13765	5037	0	264	8464	0.36592807845986197	5037	0	5037	0
451	F6035	2122	727	0	12	1383	0.3426013195098963	727	0	727	0
452	F6039	3079	1684	0	3	1392	0.5469308216953557	1684	0	1684	0
453	F604196	12120	2322	0	6	9792	0.1915841584158416	2322	0	2322	0
454	F610337	9284	1910	0	0	7374	0.2057302886686773	1910	0	1910	0
455	F61273	8884	1116	0	0	7768	0.12561909049977488	1116	0	1116	0
456	F61395	9350	2338	0	47	6965	0.2500534759358289	2338	0	2338	0
457	F63146	12357	2099	0	206	10052	0.16986323541312617	2099	0	2099	0
458	F63402	8921	1518	0	3	7400	0.17016029593094945	1518	0	1518	0
459	F63577	13127	2950	0	3	10174	0.22472766054696428	2950	0	2950	0
460	F64505	9981	901	0	48	9032	0.09027151588017232	901	0	901	0
461	F64508	9427	2947	0	4	6476	0.31261270817863585	2947	0	2947	0
462	F64517	12571	4353	0	24	8194	0.3462731684034683	4353	0	4353	0
463	F64525	11885	1893	0	4	9988	0.15927639882204458	1893	0	1893	0
464	F64526	8971	494	0	32	8445	0.05506632482443429	494	0	494	0
465	F64571	11818	2379	0	2	9437	0.20130309697072263	2379	0	2379	0
466	F64632	10914	2013	0	3	8898	0.18444200109950523	2013	0	2013	0
467	F65468	10428	2311	0	5	8112	0.22161488300728807	2311	0	2311	0
468	F655981	9405	1999	0	3	7403	0.2125465178096757	1999	0	1999	0
469	F65672	9435	2316	0	0	7119	0.2454689984101749	2316	0	2316	0
470	F669869	12073	2582	0	4	9487	0.2138656506253624	2582	0	2582	0
471	F68786	35177	16627	0	5	18545	0.4726667993291071	16627	0	16627	0
472	F703497	12493	3023	0	0	9470	0.24197550628351877	3023	0	3023	0
473	F703506	9779	1670	0	4	8105	0.1707741077819818	1670	0	1670	0
474	F703511	10178	2823	0	7	7348	0.27736293967380626	2823	0	2823	0
475	F70536	4190	2780	0	2	1408	0.6634844868735084	2780	0	2780	0
476	F705562	10576	2176	0	2	8398	0.20574886535552195	2176	0	2176	0
477	F706196	3659	163	0	0	3496	0.04454769062585406	163	0	163	0
478	F708070	13295	1919	0	17	11359	0.144339977435126	1919	0	1919	0
479	F710243	11830	1435	0	0	10395	0.12130177514792899	1435	0	1435	0
480	F71933	16076	3312	0	3	12761	0.20602139835780045	3312	0	3312	0
481	F72144	7595	678	0	1	6916	0.08926925608953258	678	0	678	0
482	F73868	14612	3594	0	103	10915	0.24596222283055022	3594	0	3594	0
483	F76012	8866	2450	0	8	6408	0.2763365666591473	2450	0	2450	0
484	F76777	3318	112	0	0	3206	0.03375527426160337	112	0	112	0
485	F77020	4202	214	0	18	3970	0.050928129462160875	214	0	214	0
486	F78915	6857	853	0	16	5988	0.12439842496718681	853	0	853	0
487	F78921	12150	1729	0	16	10405	0.1423045267489712	1729	0	1729	0
488	F796027	5128	307	0	11	4810	0.059867394695787834	307	0	307	0
489	F796604	13241	4685	0	1	8555	0.35382523978551467	4685	0	4685	0
490	F80663	21519	9312	0	5	12202	0.4327338630977276	9312	0	9312	0
491	F80884	14651	3145	0	2	11504	0.2146611152822333	3145	0	3145	0
492	F82508	8311	2565	0	2	5744	0.3086271206834316	2565	0	2565	0
493	F84751	6877	880	0	2	5995	0.12796277446561	880	0	880	0
494	F84753	6764	939	0	4	5821	0.13882318154937906	939	0	939	0
495	F87287	7084	754	0	2	6328	0.10643704121964992	754	0	754	0
496	F87326	14506	3567	0	6	10933	0.24589824900041363	3567	0	3567	0
497	F89243	17550	6874	0	2	10674	0.3916809116809117	6874	0	6874	0
498	F89922	7205	1657	0	0	5548	0.22997918112421928	1657	0	1657	0
499	F90408	10886	2258	0	7	8621	0.2074223773654235	2258	0	2258	0
500	F91480	7578	1321	0	6	6251	0.17432040116125627	1321	0	1321	0
501	F91625	9033	655	0	7	8371	0.0725119008081479	655	0	655	0
502	F92988	9078	1130	0	3	7945	0.12447675699493281	1130	0	1130	0
503	F933333	7564	784	0	3	6777	0.10364886303543099	784	0	784	0
504	F945690	7608	2657	0	4	4947	0.34923764458464773	2657	0	2657	0
505	F97331	9897	845	0	460	8592	0.08537940790138426	845	0	845	0
506	F979620	12578	2420	0	5	10153	0.19239942757195103	2420	0	2420	0
507	F979690	12079	2204	0	3	9872	0.1824654358804537	2204	0	2204	0
508	F979761	10951	2073	0	11	8867	0.18929778102456396	2073	0	2073	0
509	F984962	13269	4614	0	2	8653	0.3477277865702012	4614	0	4614	0
510	F994334	13124	3929	0	137	9058	0.29937519049070405	3929	0	3929	0
511	O1890364	17124	7411	0	33	9680	0.43278439616911935	7411	0	7411	0
512	O225164	23818	11191	0	36	12591	0.4698547317155093	11191	0	11191	0
513	O2700040	23795	7408	0	55	16332	0.31132590880437067	7408	0	7408	0
514	O27923	19625	9422	0	14	10189	0.4801019108280255	9422	0	9422	0
515	O283909	31977	15580	0	41	16356	0.48722519310754603	15580	0	15580	0
516	O400682	20215	7366	0	26	12823	0.3643828839970319	7366	0	7366	0
517	O44689	13291	4266	0	92	8933	0.3209690768189	4266	0	4266	0
518	O45351	19231	5425	0	59	13747	0.28209661484062193	5425	0	5425	0
519	O5755	14968	5567	0	51	9350	0.3719267771245323	5567	0	5567	0
520	O5786	12395	3826	0	63	8506	0.30867285195643407	3826	0	3826	0
521	O6239	19983	11824	0	10	8149	0.5917029475053796	11824	0	11824	0
522	O72019	18213	7995	0	610	9608	0.43897216274089934	7995	0	7995	0
523	O7227	13986	5708	0	12	8266	0.40812240812240813	5708	0	5708	0
524	OFS5426458	17283	13057	0	17	4209	0.7554822658103338	13057	0	13057	0
525	OFS5426506	21835	16638	0	24	5173	0.7619876345317151	16638	0	16638	0
